gene	score	wave62_call	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_l2g_score	ms_max_qtl_h4	broad_positive_disease_count	broad_positive_fdr10_compartment_count	broad_positive_diseases	chembl_target_id	druggable_activity_count	manual_blocker	prior_context_blocker	wave103_call	genetics_gate	cellstate_gate	reachable_gate	unblocked_gate	promote	blockers
TAX1BP1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
WDR43	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LIMS4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
C6orf58	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan		False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
YPEL1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RAB20	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LGR5	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ANKRD45	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CES4A	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GDPD1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SPRYD7	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0560131482779979	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRIM2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RAF1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SMC3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TVP23A	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM25	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
C1QTNF2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MAF	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_NO_DIRECTIONAL_SUPPORT	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FHAD1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GYPE	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TRPM3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TTC8	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IGBP1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GYPB	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CBLIF	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRM3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.3632104396820068	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NT5C3A	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TEX22	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ARHGEF9	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZNF646	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KRT24	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
DBX2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZFP42	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.4563679993152618	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CCL11	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IDI2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
GADD45B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CDKL2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MAP3K19	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RSPH10B2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CPLX3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CD46	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LBHD2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
OR4C46	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EPHA3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SMG8	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TPD52L3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RAB41	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UMOD	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
RORB	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LARS1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
OR51F1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0644172802567482	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SCAP	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
EN1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZIK1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PLCH2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TPRG1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
TMEM40	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLAIN1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IFT74	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
CLEC9A	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ATP6V1G3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KCTD12	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KIF4B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL36B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC9A4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
STRN	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SLC9A3	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
PRXL2A	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ACSM4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
SOD2	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
FAM237B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IL20RA	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.3156918585300445	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
M1AP	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
THADA	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZNF804B	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LRAT	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
UGT1A7	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
LIPF	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
KIAA0586	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MTA1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
NKX2-1	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
MANSC4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ZSCAN30	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
STK25	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ACSM5	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
ANKRD46	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
IKZF4	-3.0	NO_GO_WAVE62_TARGET_RESOLUTION	0		0		0.0	0.0	0	0			0	nan	nan	NO_GO_EXPRESSION_OR_CLASS_ONLY	False	False	False	False	False	insufficient_cross_disease_ms_genetic_anchor;insufficient_cell_state_support;no_direct_druggable_modality;prior_or_local_no_go_blocker
