sample	module	module_score	n_present	present_genes	donor	sirna	time	stimulation	plate
S186	stromal_retention_fibrosis	7.279649843515788	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	0	None	1
S187	stromal_retention_fibrosis	8.078759075736603	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	1	TNF (1)	1
S188	stromal_retention_fibrosis	8.031742229259585	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	1	TNF (1) + IL17 (1)	1
S189	stromal_retention_fibrosis	8.44642197326216	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	6	TNF (1)	1
S190	stromal_retention_fibrosis	8.473480518458834	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	6	TNF (1) + IL17 (1)	1
S191	stromal_retention_fibrosis	8.195952377065959	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	16	TNF (1)	1
S192	stromal_retention_fibrosis	7.086724300769827	12	PDPN;VCAM1;ICAM1;SERPINE1;COL1A1;COL1A2;COL3A1;ITGA5;ITGB1;CXCL12;MMP3;MMP9	RA6	STAT4	16	TNF (1) + IL17 (1)	1
S1	endothelial_entry	2.038253828895761	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	0	None	2
S2	endothelial_entry	2.370157197841804	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	0	None	2
S3	endothelial_entry	3.7777326473148958	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	1	TNF (1)	2
S4	endothelial_entry	4.421034315698502	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	1	TNF (1) + IL17 (1)	2
S5	endothelial_entry	5.2778043533814465	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	6	TNF (1)	2
S6	endothelial_entry	5.182162140298455	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	6	TNF (1) + IL17 (1)	2
S7	endothelial_entry	4.658105871718722	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	16	TNF (1)	2
S8	endothelial_entry	1.1657647946848089	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	Ctrl	16	TNF (1) + IL17 (1)	2
S9	endothelial_entry	2.1267859423097906	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	0	None	2
S10	endothelial_entry	2.2594197756116494	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	0	None	2
S11	endothelial_entry	3.889440598133294	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	1	TNF (1)	2
S12	endothelial_entry	3.5878377262096968	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	1	TNF (1) + IL17 (1)	2
S13	endothelial_entry	4.884036842953727	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	6	TNF (1)	2
S14	endothelial_entry	4.683137414216702	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	6	TNF (1) + IL17 (1)	2
S15	endothelial_entry	4.383880321800775	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	16	TNF (1)	2
S16	endothelial_entry	4.278196162774772	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	CUX1	16	TNF (1) + IL17 (1)	2
S17	endothelial_entry	1.885662835838282	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	0	None	2
S18	endothelial_entry	2.1861749474195005	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	0	None	2
S19	endothelial_entry	3.8596502245699233	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	1	TNF (1)	2
S20	endothelial_entry	3.8084463008509015	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	1	TNF (1) + IL17 (1)	2
S21	endothelial_entry	4.913746304211162	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	6	TNF (1)	2
S22	endothelial_entry	5.230611790483287	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	6	TNF (1) + IL17 (1)	2
S23	endothelial_entry	4.643270537423352	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	16	TNF (1)	2
S24	endothelial_entry	4.7514296073498095	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	LIFR	16	TNF (1) + IL17 (1)	2
S25	endothelial_entry	1.9572614256459464	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	0	None	2
S26	endothelial_entry	2.052523316926006	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	0	None	2
S27	endothelial_entry	4.143230760295619	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	1	TNF (1)	2
S28	endothelial_entry	3.922284436300883	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	1	TNF (1) + IL17 (1)	2
S29	endothelial_entry	4.831794862917217	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	6	TNF (1)	2
S30	endothelial_entry	4.786489889087746	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	6	TNF (1) + IL17 (1)	2
S31	endothelial_entry	4.335304104411097	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	16	TNF (1)	2
S32	endothelial_entry	4.0008475447295675	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	ELF3	16	TNF (1) + IL17 (1)	2
S33	endothelial_entry	2.263057769045239	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	0	None	2
S34	endothelial_entry	2.145534624389513	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	0	None	2
S35	endothelial_entry	3.8117655441713065	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	1	TNF (1)	2
S36	endothelial_entry	3.842313341698514	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	1	TNF (1) + IL17 (1)	2
S37	endothelial_entry	4.756438461655177	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	6	TNF (1)	2
S38	endothelial_entry	5.111769029848578	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	6	TNF (1) + IL17 (1)	2
S39	endothelial_entry	4.846480109099503	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	16	TNF (1)	2
S40	endothelial_entry	5.02748963781187	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT3	16	TNF (1) + IL17 (1)	2
S41	endothelial_entry	2.1326552503422755	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	0	None	2
S42	endothelial_entry	2.1302112707624143	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	0	None	2
S43	endothelial_entry	3.8315682030159204	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	1	TNF (1)	2
S44	endothelial_entry	3.7667797365475835	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	1	TNF (1) + IL17 (1)	2
S45	endothelial_entry	4.6279068211359835	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	6	TNF (1)	2
S46	endothelial_entry	4.863236047529178	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	6	TNF (1) + IL17 (1)	2
S47	endothelial_entry	4.570488523498687	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	16	TNF (1)	2
S48	endothelial_entry	4.273281989177119	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA5	STAT4	16	TNF (1) + IL17 (1)	2
S49	endothelial_entry	2.6019473976130083	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	0	None	2
S50	endothelial_entry	2.789658411038248	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	0	None	2
S51	endothelial_entry	3.8196628861365034	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	1	TNF (1)	2
S52	endothelial_entry	4.486792251943119	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	1	TNF (1) + IL17 (1)	2
S53	endothelial_entry	5.128087397559427	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	6	TNF (1)	2
S54	endothelial_entry	5.553171869891292	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	6	TNF (1) + IL17 (1)	2
S55	endothelial_entry	4.4355936178299356	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	16	TNF (1)	2
S56	endothelial_entry	4.449500567611629	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	Ctrl	16	TNF (1) + IL17 (1)	2
S57	endothelial_entry	2.776646080144911	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	0	None	2
S58	endothelial_entry	2.8241297598656576	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	0	None	2
S59	endothelial_entry	3.9099280878254805	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	1	TNF (1)	2
S60	endothelial_entry	3.8315194515706086	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	1	TNF (1) + IL17 (1)	2
S61	endothelial_entry	4.560369219378265	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	6	TNF (1)	2
S62	endothelial_entry	4.341823168700966	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	6	TNF (1) + IL17 (1)	2
S63	endothelial_entry	3.9562292117436084	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	16	TNF (1)	2
S64	endothelial_entry	3.930855570592311	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	CUX1	16	TNF (1) + IL17 (1)	2
S65	endothelial_entry	2.690848547399167	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	0	None	2
S66	endothelial_entry	2.578646917354289	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	0	None	2
S67	endothelial_entry	3.7175287802326156	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	1	TNF (1)	2
S68	endothelial_entry	3.8988146090907114	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	1	TNF (1) + IL17 (1)	2
S69	endothelial_entry	4.994060441613375	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	6	TNF (1)	2
S70	endothelial_entry	4.979308826121073	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	6	TNF (1) + IL17 (1)	2
S71	endothelial_entry	4.2447356482598755	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	16	TNF (1)	2
S72	endothelial_entry	4.191941652269867	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	LIFR	16	TNF (1) + IL17 (1)	2
S73	endothelial_entry	2.561492558752454	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	0	None	2
S74	endothelial_entry	2.7426763794663764	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	0	None	2
S75	endothelial_entry	3.8636835134396414	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	1	TNF (1)	2
S76	endothelial_entry	3.9187095476299216	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	1	TNF (1) + IL17 (1)	2
S77	endothelial_entry	5.059880028758288	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	6	TNF (1)	2
S78	endothelial_entry	4.7227259225778235	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	6	TNF (1) + IL17 (1)	2
S79	endothelial_entry	3.9068647034497905	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	16	TNF (1)	2
S80	endothelial_entry	3.9024546710621117	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	ELF3	16	TNF (1) + IL17 (1)	2
S81	endothelial_entry	1.9565339030716693	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	0	None	2
S82	endothelial_entry	2.407460189840471	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	0	None	2
S83	endothelial_entry	3.2617008023308394	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	1	TNF (1)	2
S84	endothelial_entry	3.659461645203183	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	1	TNF (1) + IL17 (1)	2
S85	endothelial_entry	5.1987628210856	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	6	TNF (1)	2
S86	endothelial_entry	5.375388842555208	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	6	TNF (1) + IL17 (1)	2
S87	endothelial_entry	4.669130184087495	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	16	TNF (1)	2
S88	endothelial_entry	4.0656935253540905	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT3	16	TNF (1) + IL17 (1)	2
S89	endothelial_entry	1.548395313491779	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	0	None	2
S90	endothelial_entry	2.537139433462649	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	0	None	2
S91	endothelial_entry	3.835936344576045	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	1	TNF (1)	2
S92	endothelial_entry	3.901405029919218	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	1	TNF (1) + IL17 (1)	2
S93	endothelial_entry	4.805752125478187	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	6	TNF (1)	2
S94	endothelial_entry	5.004826431027005	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	6	TNF (1) + IL17 (1)	2
S95	endothelial_entry	2.8049810972993976	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	16	TNF (1)	2
S96	endothelial_entry	4.095776866643832	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA7	STAT4	16	TNF (1) + IL17 (1)	2
S97	endothelial_entry	2.909905350457876	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	0	None	1
S98	endothelial_entry	3.162770146594605	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	0	None	1
S99	endothelial_entry	4.334404596323422	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	1	TNF (1)	1
S100	endothelial_entry	4.361908856342319	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	1	TNF (1) + IL17 (1)	1
S101	endothelial_entry	5.951271348007343	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	6	TNF (1)	1
S102	endothelial_entry	5.821643897337564	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	6	TNF (1) + IL17 (1)	1
S103	endothelial_entry	4.978842025880587	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	16	TNF (1)	1
S104	endothelial_entry	3.6150914531085405	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	Ctrl	16	TNF (1) + IL17 (1)	1
S105	endothelial_entry	3.0425765075484437	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	0	None	1
S106	endothelial_entry	2.9749802466470907	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	0	None	1
S107	endothelial_entry	3.9659865057125328	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	1	TNF (1)	1
S108	endothelial_entry	3.9364577241552405	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	1	TNF (1) + IL17 (1)	1
S109	endothelial_entry	5.1560403359431355	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	6	TNF (1)	1
S110	endothelial_entry	4.933418399815407	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	6	TNF (1) + IL17 (1)	1
S111	endothelial_entry	4.483022302354549	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	16	TNF (1)	1
S112	endothelial_entry	3.7073590125810774	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	CUX1	16	TNF (1) + IL17 (1)	1
S113	endothelial_entry	2.9786287144369212	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	0	None	1
S114	endothelial_entry	2.9297754878656472	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	0	None	1
S115	endothelial_entry	4.161678349355335	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	1	TNF (1)	1
S116	endothelial_entry	4.011361901997988	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	1	TNF (1) + IL17 (1)	1
S117	endothelial_entry	5.713565476445525	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	6	TNF (1)	1
S118	endothelial_entry	5.70935470522135	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	6	TNF (1) + IL17 (1)	1
S119	endothelial_entry	5.04145472371944	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	16	TNF (1)	1
S120	endothelial_entry	4.666794687169587	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	LIFR	16	TNF (1) + IL17 (1)	1
S121	endothelial_entry	3.20721919421337	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	0	None	1
S122	endothelial_entry	2.758709258663937	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	0	None	1
S123	endothelial_entry	4.240631818050925	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	1	TNF (1)	1
S124	endothelial_entry	3.904081097623946	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	1	TNF (1) + IL17 (1)	1
S125	endothelial_entry	5.313728731952414	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	6	TNF (1)	1
S126	endothelial_entry	5.323751986434035	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	6	TNF (1) + IL17 (1)	1
S127	endothelial_entry	4.561039447336046	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	16	TNF (1)	1
S128	endothelial_entry	4.05628170029377	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	ELF3	16	TNF (1) + IL17 (1)	1
S129	endothelial_entry	3.4162188523204717	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	0	None	1
S130	endothelial_entry	3.3918499200942964	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	0	None	1
S131	endothelial_entry	4.97252402407601	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	1	TNF (1)	1
S132	endothelial_entry	4.777435419057641	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	1	TNF (1) + IL17 (1)	1
S133	endothelial_entry	5.888714313729356	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	6	TNF (1)	1
S134	endothelial_entry	6.013292305183721	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	6	TNF (1) + IL17 (1)	1
S135	endothelial_entry	5.827569933761613	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	16	TNF (1)	1
S136	endothelial_entry	5.652730935733212	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT3	16	TNF (1) + IL17 (1)	1
S137	endothelial_entry	2.750462224762161	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	0	None	1
S138	endothelial_entry	2.8041327206887523	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	0	None	1
S139	endothelial_entry	4.210367299639135	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	1	TNF (1)	1
S140	endothelial_entry	4.367723585912619	9	VCAM1;ICAM1;SELE;ANGPT2;CXCL10;CXCL11;CCL2;VWF;PECAM1	RA8	STAT4	1	TNF (1) + IL17 (1)	1
