dataset	gene	sgRNA	gate	low_vs_high_log2
GSE162463	Fam193a	Fam193a_sg1	PDL1	-0.7036546053137751
GSE162463	Gabpa	Gabpa_sg4	MHCII	1.5589341331412994
GSE162463	Gabpa	Gabpa_sg4	CD40	-1.9517816789230107
GSE162463	Gabpa	Gabpa_sg4	PDL1	-0.1789911735687122
GSE162463	Map2	Map2_sg4	MHCII	-2.013216073449458
GSE162463	Map2	Map2_sg4	CD40	-2.420379461146835
GSE162463	Map2	Map2_sg4	PDL1	-1.171122164401862
GSE162463	Zfp706	Zfp706_sg3	MHCII	-1.7076302683531628
GSE162463	Zfp706	Zfp706_sg3	CD40	0.09877419206481544
GSE162463	Zfp706	Zfp706_sg3	PDL1	0.0
GSE162463	Pcid2	Pcid2_sg4	MHCII	-1.1559240468861476
GSE162463	Pcid2	Pcid2_sg4	CD40	-1.44891766609979
GSE162463	Pcid2	Pcid2_sg4	PDL1	-0.9481590862943055
GSE162463	Hmgb1	Hmgb1_sg3	MHCII	0.0
GSE162463	Hmgb1	Hmgb1_sg3	CD40	0.8223784403121646
GSE162463	Hmgb1	Hmgb1_sg3	PDL1	0.0
GSE162463	Plpp3	Plpp3_sg4	MHCII	-0.6998817619203543
GSE162463	Plpp3	Plpp3_sg4	CD40	-0.5655939253329102
GSE162463	Plpp3	Plpp3_sg4	PDL1	-1.0240993246817407
GSE162463	Ctps	Ctps_sg2	MHCII	5.264315329299131
GSE162463	Ctps	Ctps_sg2	CD40	-1.1651684885195523
GSE162463	Ctps	Ctps_sg2	PDL1	-1.0100220212271092
GSE162463	Vkorc1	Vkorc1_sg4	MHCII	1.3758847582243083
GSE162463	Vkorc1	Vkorc1_sg4	CD40	2.1049662225789185
GSE162463	Vkorc1	Vkorc1_sg4	PDL1	-0.6353904359828997
GSE162463	Acot7	Acot7_sg4	MHCII	1.9748652649803589
GSE162463	Acot7	Acot7_sg4	CD40	-0.8243182233363252
GSE162463	Acot7	Acot7_sg4	PDL1	1.8099336525779421
GSE162463	Cd81	Cd81_sg3	MHCII	-0.03509105666007591
GSE162463	Cd81	Cd81_sg3	CD40	-1.841968698295532
GSE162463	Cd81	Cd81_sg3	PDL1	-3.7049809557283346
GSE162463	Ulk2	Ulk2_sg1	MHCII	-0.11537815820719012
GSE162463	Ulk2	Ulk2_sg1	CD40	-1.1822155989450198
GSE162463	Ulk2	Ulk2_sg1	PDL1	-0.21506030727336511
GSE162463	Rnf144b	Rnf144b_sg1	MHCII	-0.7937529256461443
GSE162463	Rnf144b	Rnf144b_sg1	CD40	-1.8753038411534981
GSE162463	Rnf144b	Rnf144b_sg1	PDL1	1.4715536278861339
GSE162463	Dapp1	Dapp1_sg1	MHCII	1.476717729972117
GSE162463	Dapp1	Dapp1_sg1	CD40	0.1011546239875645
GSE162463	Dapp1	Dapp1_sg1	PDL1	1.399377654090395
GSE162463	Slc38a6	Slc38a6_sg2	MHCII	0.7478718842893081
GSE162463	Slc38a6	Slc38a6_sg2	CD40	0.18083493595248787
GSE162463	Slc38a6	Slc38a6_sg2	PDL1	-0.5164283103550573
GSE162463	Aldoa	Aldoa_sg3	MHCII	-1.3798519241401097
GSE162463	Aldoa	Aldoa_sg3	CD40	-0.01500480349514763
GSE162463	Aldoa	Aldoa_sg3	PDL1	-2.772169291472267
GSE162463	Ppp1r11	Ppp1r11_sg1	MHCII	0.8302162485860164
GSE162463	Ppp1r11	Ppp1r11_sg1	CD40	1.999974466652285
GSE162463	Ppp1r11	Ppp1r11_sg1	PDL1	0.13634419732581124
GSE162463	Kitl	Kitl_sg3	MHCII	0.0
GSE162463	Kitl	Kitl_sg3	CD40	-4.9896008770212825
GSE162463	Kitl	Kitl_sg3	PDL1	0.0
GSE162463	Susd6	Susd6_sg3	MHCII	0.7265939955460994
GSE162463	Susd6	Susd6_sg3	CD40	1.0254964136153115
GSE162463	Susd6	Susd6_sg3	PDL1	-1.4476313336687432
GSE162463	Tubd1	Tubd1_sg4	MHCII	1.905102972706746
GSE162463	Tubd1	Tubd1_sg4	CD40	-3.030267513932981
GSE162463	Tubd1	Tubd1_sg4	PDL1	-0.22609617736625728
GSE162463	Rbm45	Rbm45_sg4	MHCII	3.644374936758368
GSE162463	Rbm45	Rbm45_sg4	CD40	-1.0865025027536572
GSE162463	Rbm45	Rbm45_sg4	PDL1	-1.7422934320040266
GSE162463	Eif3j2	Eif3j2_sg1	MHCII	1.4168419691970715
GSE162463	Eif3j2	Eif3j2_sg1	CD40	-1.8361626098624482
GSE162463	Eif3j2	Eif3j2_sg1	PDL1	-1.3713822790455132
GSE162463	Ndufa9	Ndufa9_sg2	MHCII	0.6502433861270287
GSE162463	Ndufa9	Ndufa9_sg2	CD40	-0.5692131347199434
GSE162463	Ndufa9	Ndufa9_sg2	PDL1	-0.6981767637901556
GSE162463	Ep400	Ep400_sg4	MHCII	-1.3169530674792178
GSE162463	Ep400	Ep400_sg4	CD40	-2.2470264577114842
GSE162463	Ep400	Ep400_sg4	PDL1	-1.4654801969837992
GSE162463	Lsm3	Lsm3_sg4	MHCII	-0.4028496164388077
GSE162463	Lsm3	Lsm3_sg4	CD40	0.7354779468269578
GSE162463	Lsm3	Lsm3_sg4	PDL1	-0.22231496388625918
GSE162463	Plpbp	Plpbp_sg1	MHCII	0.30740970089764175
GSE162463	Plpbp	Plpbp_sg1	CD40	3.1340211828970217
GSE162463	Plpbp	Plpbp_sg1	PDL1	-2.1593524525482635
GSE162463	Repin1	Repin1_sg1	MHCII	5.939339987137592
GSE162463	Repin1	Repin1_sg1	CD40	3.526441934128298
GSE162463	Repin1	Repin1_sg1	PDL1	1.064815549425602
GSE162463	Pnpt1	Pnpt1_sg4	MHCII	4.819502096441773
GSE162463	Pnpt1	Pnpt1_sg4	CD40	1.0567003241344433
GSE162463	Pnpt1	Pnpt1_sg4	PDL1	-3.579397189687069
GSE162463	Cmtm4	Cmtm4_sg1	MHCII	1.1346929035805955
GSE162463	Cmtm4	Cmtm4_sg1	CD40	-0.4289584587609808
GSE162463	Cmtm4	Cmtm4_sg1	PDL1	0.8707939753551659
GSE162463	Eif4ebp1	Eif4ebp1_sg2	MHCII	-0.6206342937741388
GSE162463	Eif4ebp1	Eif4ebp1_sg2	CD40	-4.624514168929347
GSE162463	Eif4ebp1	Eif4ebp1_sg2	PDL1	-1.583219014830714
GSE162463	Olfr1152	Olfr1152_sg3	MHCII	-0.262642077878142
GSE162463	Olfr1152	Olfr1152_sg3	CD40	0.26521951602273436
GSE162463	Olfr1152	Olfr1152_sg3	PDL1	-2.3054941216161167
GSE162463	Rasa4	Rasa4_sg2	MHCII	2.685917177410736
GSE162463	Rasa4	Rasa4_sg2	CD40	-0.2310620693263728
GSE162463	Rasa4	Rasa4_sg2	PDL1	1.0300232939765182
GSE162463	Lyl1	Lyl1_sg1	MHCII	1.0437910697544144
GSE162463	Lyl1	Lyl1_sg1	CD40	-1.4656845670893466
GSE162463	Lyl1	Lyl1_sg1	PDL1	4.824935620382648
GSE162463	Anxa5	Anxa5_sg2	MHCII	1.7080954031066629
GSE162463	Anxa5	Anxa5_sg2	CD40	-0.207672676493539
GSE162463	Anxa5	Anxa5_sg2	PDL1	1.4478495353036567
GSE162463	Dbt	Dbt_sg2	MHCII	-1.8260451043934867
GSE162463	Dbt	Dbt_sg2	CD40	0.5228854906867965
GSE162463	Dbt	Dbt_sg2	PDL1	1.0442026730782317
GSE162463	1810009A15Rik	1810009A15Rik_sg4	MHCII	5.510716628404836
GSE162463	1810009A15Rik	1810009A15Rik_sg4	CD40	-0.5313643684762372
GSE162463	1810009A15Rik	1810009A15Rik_sg4	PDL1	1.2855751009699894
GSE162463	Zbtb12	Zbtb12_sg2	MHCII	-2.7004507587495588
GSE162463	Zbtb12	Zbtb12_sg2	CD40	1.3952986549859356
GSE162463	Zbtb12	Zbtb12_sg2	PDL1	1.4325186848936662
GSE162463	Cenpu	Cenpu_sg3	MHCII	0.1350386633308811
GSE162463	Cenpu	Cenpu_sg3	CD40	-1.404275305152208
GSE162463	Cenpu	Cenpu_sg3	PDL1	0.0
GSE162463	Ly9	Ly9_sg3	MHCII	-0.418171067067472
GSE162463	Ly9	Ly9_sg3	CD40	-1.3615810149028786
GSE162463	Ly9	Ly9_sg3	PDL1	0.43248948540149373
GSE162463	Egln3	Egln3_sg2	MHCII	1.5258913797331621
GSE162463	Egln3	Egln3_sg2	CD40	-1.1524877527572424
GSE162463	Egln3	Egln3_sg2	PDL1	-3.9088956744703616
GSE162463	Sart3	Sart3_sg1	MHCII	-0.07926769716095138
GSE162463	Sart3	Sart3_sg1	CD40	-1.4894042206431894
GSE162463	Sart3	Sart3_sg1	PDL1	-3.4772354122741733
GSE162463	Rundc1	Rundc1_sg3	MHCII	-1.789654620722204
GSE162463	Rundc1	Rundc1_sg3	CD40	0.12248217357994401
GSE162463	Rundc1	Rundc1_sg3	PDL1	0.6456839952954807
GSE162463	Pafah1b2	Pafah1b2_sg3	MHCII	5.359513781330067
GSE162463	Pafah1b2	Pafah1b2_sg3	CD40	0.1254769133039387
GSE162463	Pafah1b2	Pafah1b2_sg3	PDL1	-3.579397189687069
GSE162463	Fbxo6	Fbxo6_sg4	MHCII	0.55056178268597
GSE162463	Fbxo6	Fbxo6_sg4	CD40	-0.8251054194187417
GSE162463	Fbxo6	Fbxo6_sg4	PDL1	-0.6423987509475966
GSE162463	Tut7	Tut7_sg2	MHCII	2.1848308033454593
GSE162463	Tut7	Tut7_sg2	CD40	-1.3194959622162112
GSE162463	Tut7	Tut7_sg2	PDL1	0.8483462696332668
GSE162463	Eps8	Eps8_sg2	MHCII	-2.2436028139547783
GSE162463	Eps8	Eps8_sg2	CD40	-0.11886869838902953
GSE162463	Eps8	Eps8_sg2	PDL1	-4.51234169858204
GSE162463	Chmp2a	Chmp2a_sg3	MHCII	-1.5135715772766238
GSE162463	Chmp2a	Chmp2a_sg3	CD40	3.243012525102665
GSE162463	Chmp2a	Chmp2a_sg3	PDL1	0.2276713863672693
GSE162463	Satb2	Satb2_sg3	MHCII	-0.29126177486073107
GSE162463	Satb2	Satb2_sg3	CD40	-1.0101454661795413
GSE162463	Satb2	Satb2_sg3	PDL1	-0.1236479385210937
GSE162463	Rfx2	Rfx2_sg1	MHCII	-0.033883313822875724
GSE162463	Rfx2	Rfx2_sg1	CD40	0.8027643793671543
GSE162463	Rfx2	Rfx2_sg1	PDL1	1.02321238651143
GSE162463	Poglut3	Poglut3_sg3	MHCII	-1.1273348945810209
GSE162463	Poglut3	Poglut3_sg3	CD40	1.0689155004448359
GSE162463	Poglut3	Poglut3_sg3	PDL1	0.15878730185090692
GSE162463	Hcfc1	Hcfc1_sg4	MHCII	-1.8643692138482677
GSE162463	Hcfc1	Hcfc1_sg4	CD40	0.3446525712793666
GSE162463	Hcfc1	Hcfc1_sg4	PDL1	-0.6692171660532547
GSE162463	Caskin2	Caskin2_sg2	MHCII	-0.9551999984538446
GSE162463	Caskin2	Caskin2_sg2	CD40	0.21802407332294593
GSE162463	Caskin2	Caskin2_sg2	PDL1	-0.10166613395756666
GSE162463	Tacc1	Tacc1_sg3	MHCII	-1.6452276116388083
GSE162463	Tacc1	Tacc1_sg3	CD40	2.2397743763203417
GSE162463	Tacc1	Tacc1_sg3	PDL1	2.5573538845035335
GSE162463	Ppil2	Ppil2_sg3	MHCII	0.26833292946545934
GSE162463	Ppil2	Ppil2_sg3	CD40	-2.0144410130695856
GSE162463	Ppil2	Ppil2_sg3	PDL1	-2.3574473181891875
GSE162463	Fyttd1	Fyttd1_sg4	MHCII	-3.659753798552998
GSE162463	Fyttd1	Fyttd1_sg4	CD40	-2.897356708211307
GSE162463	Fyttd1	Fyttd1_sg4	PDL1	1.0848813250243887
GSE162463	Abce1	Abce1_sg4	MHCII	-1.4167024907018475
GSE162463	Abce1	Abce1_sg4	CD40	0.5622523144621356
GSE162463	Abce1	Abce1_sg4	PDL1	1.0407981383868725
GSE162463	Rps28	Rps28_sg4	MHCII	7.380158090480417
GSE162463	Rps28	Rps28_sg4	CD40	-3.41031285332361
GSE162463	Rps28	Rps28_sg4	PDL1	3.427303270548087
GSE162463	Lypla2	Lypla2_sg3	MHCII	0.1147955220122961
GSE162463	Lypla2	Lypla2_sg3	CD40	1.474068138782063
GSE162463	Lypla2	Lypla2_sg3	PDL1	0.5348849268107545
GSE162463	Nedd1	Nedd1_sg2	MHCII	0.5196396877373989
GSE162463	Nedd1	Nedd1_sg2	CD40	-1.2621722185113902
GSE162463	Nedd1	Nedd1_sg2	PDL1	1.8579193676950472
GSE162463	Sap30l	Sap30l_sg2	MHCII	-0.5686268744713389
GSE162463	Sap30l	Sap30l_sg2	CD40	-0.9922359488050656
GSE162463	Sap30l	Sap30l_sg2	PDL1	1.1587481493662166
GSE162463	N4bp1	N4bp1_sg4	MHCII	0.8472366958649934
GSE162463	N4bp1	N4bp1_sg4	CD40	1.7630679418230677
GSE162463	N4bp1	N4bp1_sg4	PDL1	0.5302769659366198
GSE162463	Lrriq3	Lrriq3_sg3	MHCII	-0.5140620816189396
GSE162463	Lrriq3	Lrriq3_sg3	CD40	-1.91365008594948
GSE162463	Lrriq3	Lrriq3_sg3	PDL1	0.9171742047495544
GSE162463	Tmem102	Tmem102_sg1	MHCII	0.9574064241653993
GSE162463	Tmem102	Tmem102_sg1	CD40	-1.378821333184311
GSE162463	Tmem102	Tmem102_sg1	PDL1	0.0
GSE162463	Zswim3	Zswim3_sg4	MHCII	0.08890245026146483
GSE162463	Zswim3	Zswim3_sg4	CD40	0.7118848916469488
GSE162463	Zswim3	Zswim3_sg4	PDL1	3.246212652791106
GSE162463	Wipf1	Wipf1_sg3	MHCII	-0.37565008634320024
GSE162463	Wipf1	Wipf1_sg3	CD40	1.1697399121163825
GSE162463	Wipf1	Wipf1_sg3	PDL1	0.6851888639403395
GSE162463	Guk1	Guk1_sg1	MHCII	0.0
GSE162463	Guk1	Guk1_sg1	CD40	-4.335601935642024
GSE162463	Guk1	Guk1_sg1	PDL1	0.0
GSE162463	Psd	Psd_sg3	MHCII	-1.3349649549374594
GSE162463	Psd	Psd_sg3	CD40	-3.1032363484069956
GSE162463	Psd	Psd_sg3	PDL1	2.14607320925039
GSE162463	Smox	Smox_sg3	MHCII	0.9862822817423563
GSE162463	Smox	Smox_sg3	CD40	-1.2351059946019385
GSE162463	Smox	Smox_sg3	PDL1	-0.0006883192487187233
GSE162463	Polr2k	Polr2k_sg1	MHCII	-0.9661064512786036
GSE162463	Polr2k	Polr2k_sg1	CD40	0.6488535703994336
GSE162463	Polr2k	Polr2k_sg1	PDL1	0.67121380511435
GSE162463	Mtfr1l	Mtfr1l_sg3	MHCII	-1.7319944913894563
GSE162463	Mtfr1l	Mtfr1l_sg3	CD40	0.3659739242888244
GSE162463	Mtfr1l	Mtfr1l_sg3	PDL1	-0.47764890292353923
GSE162463	Rtf1	Rtf1_sg1	MHCII	-3.9022646996184824
GSE162463	Rtf1	Rtf1_sg1	CD40	1.0132887024235777
GSE162463	Rtf1	Rtf1_sg1	PDL1	-1.1543611955584543
GSE162463	Pabpc1	Pabpc1_sg4	MHCII	4.96638683970366
GSE162463	Pabpc1	Pabpc1_sg4	CD40	-2.511201647559678
GSE162463	Pabpc1	Pabpc1_sg4	PDL1	-1.6756898502218684
GSE162463	Tdrd3	Tdrd3_sg1	MHCII	0.9890861593512131
GSE162463	Tdrd3	Tdrd3_sg1	CD40	0.44980763850490557
GSE162463	Tdrd3	Tdrd3_sg1	PDL1	-2.0167207862420398
GSE162463	Gclm	Gclm_sg2	MHCII	0.8988967635411418
GSE162463	Gclm	Gclm_sg2	CD40	-0.12554010295057655
GSE162463	Gclm	Gclm_sg2	PDL1	-1.4631488047232133
GSE162463	Vars2	Vars2_sg1	MHCII	-3.634042206458884
GSE162463	Vars2	Vars2_sg1	CD40	0.0
GSE162463	Vars2	Vars2_sg1	PDL1	-2.929876716810487
GSE162463	Fam43a	Fam43a_sg2	MHCII	-1.1980286358034473
GSE162463	Fam43a	Fam43a_sg2	CD40	0.14386686115881483
GSE162463	Fam43a	Fam43a_sg2	PDL1	0.0
GSE162463	Slc17a5	Slc17a5_sg4	MHCII	-1.6492322653995284
GSE162463	Slc17a5	Slc17a5_sg4	CD40	-1.0924947007019261
GSE162463	Slc17a5	Slc17a5_sg4	PDL1	0.7141396770622171
GSE162463	Mfsd4b5	Mfsd4b5_sg2	MHCII	-1.4915788592773382
GSE162463	Mfsd4b5	Mfsd4b5_sg2	CD40	-1.16182196016875
GSE162463	Mfsd4b5	Mfsd4b5_sg2	PDL1	-0.6112627446304111
GSE162463	Zfp111	Zfp111_sg4	MHCII	0.6594212805316966
GSE162463	Zfp111	Zfp111_sg4	CD40	0.5712241306438719
GSE162463	Zfp111	Zfp111_sg4	PDL1	-0.3455729538187854
GSE162463	Jagn1	Jagn1_sg2	MHCII	-0.34534490366952886
GSE162463	Jagn1	Jagn1_sg2	CD40	2.8246885825633137
GSE162463	Jagn1	Jagn1_sg2	PDL1	0.07930014692209743
GSE162463	Ncapd3	Ncapd3_sg3	MHCII	2.1506821726364094
GSE162463	Ncapd3	Ncapd3_sg3	CD40	-0.16297005874784024
GSE162463	Ncapd3	Ncapd3_sg3	PDL1	0.0
GSE162463	Itga6	Itga6_sg2	MHCII	4.145927904469128
GSE162463	Itga6	Itga6_sg2	CD40	-0.9109898841905965
GSE162463	Itga6	Itga6_sg2	PDL1	0.03803414385142141
GSE162463	Cyth4	Cyth4_sg2	MHCII	1.6370410374442186
GSE162463	Cyth4	Cyth4_sg2	CD40	-1.5747176124576896
GSE162463	Cyth4	Cyth4_sg2	PDL1	-0.39742520896513306
GSE162463	Setd1b	Setd1b_sg1	MHCII	-0.44941353209241325
GSE162463	Setd1b	Setd1b_sg1	CD40	-0.9704859138913922
GSE162463	Setd1b	Setd1b_sg1	PDL1	-2.1830785925122598
GSE162463	Pigl	Pigl_sg4	MHCII	0.32119676833528
GSE162463	Pigl	Pigl_sg4	CD40	-0.16810885574926568
GSE162463	Pigl	Pigl_sg4	PDL1	0.8639495441445135
GSE162463	Ppp5c	Ppp5c_sg3	MHCII	-2.7402813894675755
GSE162463	Ppp5c	Ppp5c_sg3	CD40	0.6181581925836938
GSE162463	Ppp5c	Ppp5c_sg3	PDL1	-0.8026168134913694
GSE162463	Il4ra	Il4ra_sg3	MHCII	0.5083461983555742
GSE162463	Il4ra	Il4ra_sg3	CD40	0.5033030302650919
GSE162463	Il4ra	Il4ra_sg3	PDL1	-3.7692258057680235
GSE162463	Rpp38	Rpp38_sg3	MHCII	-5.880427530838101
GSE162463	Rpp38	Rpp38_sg3	CD40	-4.274171124269789
GSE162463	Rpp38	Rpp38_sg3	PDL1	-2.0239875161061485
GSE162463	Iba57	Iba57_sg2	MHCII	0.240474922501853
GSE162463	Iba57	Iba57_sg2	CD40	-1.9182835757046612
GSE162463	Iba57	Iba57_sg2	PDL1	1.4960612480031776
GSE162463	Bnip3	Bnip3_sg1	MHCII	-5.0604868044742615
GSE162463	Bnip3	Bnip3_sg1	CD40	-0.17769673100748531
GSE162463	Bnip3	Bnip3_sg1	PDL1	-1.2950478734430906
GSE162463	Bcl2a1d	Bcl2a1d_sg4	MHCII	0.4863165784892501
GSE162463	Bcl2a1d	Bcl2a1d_sg4	CD40	0.8402967392471217
GSE162463	Bcl2a1d	Bcl2a1d_sg4	PDL1	-2.171596093874042
GSE162463	Mtss2	Mtss2_sg2	MHCII	-0.10191339487838813
GSE162463	Mtss2	Mtss2_sg2	CD40	-1.002123495190569
GSE162463	Mtss2	Mtss2_sg2	PDL1	-0.7095116093938322
GSE162463	Control	BRDN0000737455	MHCII	-2.759050152998948
GSE162463	Control	BRDN0000737455	CD40	0.7460266711006189
GSE162463	Control	BRDN0000737455	PDL1	-1.0214264823255168
GSE162463	Rexo1	Rexo1_sg1	MHCII	-0.8359805951345282
GSE162463	Rexo1	Rexo1_sg1	CD40	2.4382536754925415
GSE162463	Rexo1	Rexo1_sg1	PDL1	-1.0893661860703199
GSE162463	Selenok	Selenok_sg2	MHCII	0.22536020320071073
GSE162463	Selenok	Selenok_sg2	CD40	-2.0713495192098037
GSE162463	Selenok	Selenok_sg2	PDL1	1.106636582759995
GSE162463	Drap1	Drap1_sg3	MHCII	3.3221839875063073
GSE162463	Drap1	Drap1_sg3	CD40	2.21855434129024
GSE162463	Drap1	Drap1_sg3	PDL1	-0.7843980845480686
GSE162463	Dtnbp1	Dtnbp1_sg1	MHCII	0.8416310742384059
GSE162463	Dtnbp1	Dtnbp1_sg1	CD40	-3.46982369921917
GSE162463	Dtnbp1	Dtnbp1_sg1	PDL1	1.3863107004390307
GSE162463	Dagla	Dagla_sg4	MHCII	-1.190041271715902
GSE162463	Dagla	Dagla_sg4	CD40	0.8945494115669314
GSE162463	Dagla	Dagla_sg4	PDL1	0.4479381828093395
GSE162463	Cdk6	Cdk6_sg4	MHCII	0.39088261346034053
GSE162463	Cdk6	Cdk6_sg4	CD40	-1.4571083032221717
GSE162463	Cdk6	Cdk6_sg4	PDL1	-0.517672715777696
GSE162463	Arpp19	Arpp19_sg2	MHCII	0.7937998586603444
GSE162463	Arpp19	Arpp19_sg2	CD40	-0.9009706340250057
GSE162463	Arpp19	Arpp19_sg2	PDL1	3.7150652598914085
GSE162463	Etf1	Etf1_sg1	MHCII	0.8216962885055235
GSE162463	Etf1	Etf1_sg1	CD40	0.23704376009790473
GSE162463	Etf1	Etf1_sg1	PDL1	-0.3897809309792908
GSE162463	Ppp6r1	Ppp6r1_sg4	MHCII	0.7544779410734493
GSE162463	Ppp6r1	Ppp6r1_sg4	CD40	-2.3864909057151267
GSE162463	Ppp6r1	Ppp6r1_sg4	PDL1	0.9896740598573753
GSE162463	Oxa1l	Oxa1l_sg1	MHCII	4.822511162334855
GSE162463	Oxa1l	Oxa1l_sg1	CD40	-2.817229337478814
GSE162463	Oxa1l	Oxa1l_sg1	PDL1	-0.2958985872793891
GSE162463	Lrrc59	Lrrc59_sg4	MHCII	1.0847473026769747
GSE162463	Lrrc59	Lrrc59_sg4	CD40	-2.3367261210175814
GSE162463	Lrrc59	Lrrc59_sg4	PDL1	-1.5814222113560168
GSE162463	Cpsf7	Cpsf7_sg2	MHCII	0.4082482477826464
GSE162463	Cpsf7	Cpsf7_sg2	CD40	-0.5352173181087325
GSE162463	Cpsf7	Cpsf7_sg2	PDL1	0.045093340624097505
GSE162463	Ube3b	Ube3b_sg1	MHCII	0.26545691331261
GSE162463	Ube3b	Ube3b_sg1	CD40	3.7082782496211935
GSE162463	Ube3b	Ube3b_sg1	PDL1	-3.9315229715156965
GSE162463	Tsc2	Tsc2_sg2	MHCII	-3.394063272525416
GSE162463	Tsc2	Tsc2_sg2	CD40	0.04351109949925751
GSE162463	Tsc2	Tsc2_sg2	PDL1	-1.9511779153474658
GSE162463	Espl1	Espl1_sg2	MHCII	3.4491843282546926
GSE162463	Espl1	Espl1_sg2	CD40	-1.6754081691290137
GSE162463	Espl1	Espl1_sg2	PDL1	1.7927133346025304
GSE162463	Fbf1	Fbf1_sg1	MHCII	1.4386185558364977
GSE162463	Fbf1	Fbf1_sg1	CD40	0.35912704299914733
GSE162463	Fbf1	Fbf1_sg1	PDL1	3.165104981473745
GSE162463	Spata5	Spata5_sg1	MHCII	-4.281791913570266
GSE162463	Spata5	Spata5_sg1	CD40	0.9009766706836632
GSE162463	Spata5	Spata5_sg1	PDL1	-0.8769487722974686
GSE162463	Rab43	Rab43_sg4	MHCII	0.12605597707198052
GSE162463	Rab43	Rab43_sg4	CD40	0.7674361132753175
GSE162463	Rab43	Rab43_sg4	PDL1	0.6136824229857432
GSE162463	Slc10a7	Slc10a7_sg4	MHCII	-2.4970945492130503
GSE162463	Slc10a7	Slc10a7_sg4	CD40	1.4205903975744514
GSE162463	Slc10a7	Slc10a7_sg4	PDL1	-0.8863120910112281
GSE162463	Rnaseh1	Rnaseh1_sg3	MHCII	-2.4881756720118755
GSE162463	Rnaseh1	Rnaseh1_sg3	CD40	-0.5174273775290287
GSE162463	Rnaseh1	Rnaseh1_sg3	PDL1	-2.998466005225405
GSE162463	Bnip1	Bnip1_sg1	MHCII	0.8505624527157509
GSE162463	Bnip1	Bnip1_sg1	CD40	0.7420624730088459
GSE162463	Bnip1	Bnip1_sg1	PDL1	0.07017630518872592
GSE162463	Letm1	Letm1_sg4	MHCII	-0.055888192670582676
GSE162463	Letm1	Letm1_sg4	CD40	-1.3993407749780953
GSE162463	Letm1	Letm1_sg4	PDL1	-0.989035943165964
GSE162463	Klhl21	Klhl21_sg4	MHCII	2.028429618042616
GSE162463	Klhl21	Klhl21_sg4	CD40	0.1648865942950133
GSE162463	Klhl21	Klhl21_sg4	PDL1	0.2696924067658444
GSE162463	E2f4	E2f4_sg4	MHCII	0.27409094877661
GSE162463	E2f4	E2f4_sg4	CD40	-0.6080209650274887
GSE162463	E2f4	E2f4_sg4	PDL1	0.047534447367224494
GSE162463	Psma2	Psma2_sg3	MHCII	-1.6618173827610137
GSE162463	Psma2	Psma2_sg3	CD40	-2.554602698291235
GSE162463	Psma2	Psma2_sg3	PDL1	0.0
GSE162463	Ifi205	Ifi205_sg4	MHCII	-1.3025167968137716
GSE162463	Ifi205	Ifi205_sg4	CD40	-1.8253188887096754
GSE162463	Ifi205	Ifi205_sg4	PDL1	-0.7760642797302855
GSE162463	Zfp84	Zfp84_sg2	MHCII	-0.36836334878440435
GSE162463	Zfp84	Zfp84_sg2	CD40	0.8031279173164231
GSE162463	Zfp84	Zfp84_sg2	PDL1	1.0302508239280896
GSE162463	Tnfsf9	Tnfsf9_sg2	MHCII	-2.209157437191091
GSE162463	Tnfsf9	Tnfsf9_sg2	CD40	-0.6172716877465898
GSE162463	Tnfsf9	Tnfsf9_sg2	PDL1	1.6075538213015836
GSE162463	Bcas2	Bcas2_sg4	MHCII	1.5520972535489674
GSE162463	Bcas2	Bcas2_sg4	CD40	-2.62556887953347
GSE162463	Bcas2	Bcas2_sg4	PDL1	-1.0981900465564844
GSE162463	Nudt21	Nudt21_sg3	MHCII	-4.759176415232551
GSE162463	Nudt21	Nudt21_sg3	CD40	-6.468857704753151
GSE162463	Nudt21	Nudt21_sg3	PDL1	0.0
GSE162463	Tbc1d22a	Tbc1d22a_sg3	MHCII	-0.8887035068980024
GSE162463	Tbc1d22a	Tbc1d22a_sg3	CD40	0.5398907443127011
GSE162463	Tbc1d22a	Tbc1d22a_sg3	PDL1	0.6573762284763006
GSE162463	Rhbdf2	Rhbdf2_sg2	MHCII	2.3687731649840593
GSE162463	Rhbdf2	Rhbdf2_sg2	CD40	-2.3441493245726335
GSE162463	Rhbdf2	Rhbdf2_sg2	PDL1	-2.011112362276723
GSE162463	Actr2	Actr2_sg3	MHCII	-0.5903285555579628
GSE162463	Actr2	Actr2_sg3	CD40	-1.2852660746095572
GSE162463	Actr2	Actr2_sg3	PDL1	-0.6445656694179026
GSE162463	Trappc5	Trappc5_sg2	MHCII	2.1341641315919664
GSE162463	Trappc5	Trappc5_sg2	CD40	-4.116989207144758
GSE162463	Trappc5	Trappc5_sg2	PDL1	-1.0194593386161364
GSE162463	Mboat7	Mboat7_sg4	MHCII	0.581713289706316
GSE162463	Mboat7	Mboat7_sg4	CD40	0.8019741914743763
GSE162463	Mboat7	Mboat7_sg4	PDL1	1.1230722075812383
GSE162463	Katnb1	Katnb1_sg2	MHCII	-1.2705118982674328
GSE162463	Katnb1	Katnb1_sg2	CD40	0.7960679825836939
GSE162463	Katnb1	Katnb1_sg2	PDL1	-2.512097469406112
GSE162463	Chpf2	Chpf2_sg1	MHCII	-0.5254829593397627
GSE162463	Chpf2	Chpf2_sg1	CD40	-1.430269235008455
GSE162463	Chpf2	Chpf2_sg1	PDL1	-1.121833338585729
