gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves	gene_norm
AXL	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-4.3	0.755036	0.0	2.8	0.0	0.0	1.5	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_MODEL_DIRECTION_SCREEN	unresolved; 0.0; 0.2436879373355509; 0.9971256078463696; remission_raw_up_fdr10; null_or_weak; 0; TAM inflammatory-resolution receptor; DESCRIPTIVE_GENE_SIGNAL; no_clear_directional_model_support; ...(+1)	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; TAM_oncology_fibrosis_thrombosis_context_risk; TAM biology likely requires agonism/restoration, while available small-molecule pharmacology is mostly kinase inhibition. Local broad h5ad recurrence is negative/contradictory.	wave38;wave70;wave70b;wave70c	AXL
MERTK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-4.3	0.316354	0.0	2.8	0.0	0.0	1.5	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; NO_GO_LOW_TOKEN_SUPPORT; NO_GO_INSUFFICIENT_CONVERGENCE; ...(+2)	unresolved; 0.0; 0.2471109034794576; 0.920009505703422; remission_raw_down_nominal; null_or_weak; 0; insufficient_token_support; GSE282122_Mono_macro_post_nonremission_to_remission; TAM efferocytosis receptor; ...(+1)	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; descriptive_no_replication; TAM biology likely requires agonism/restoration, while available small-molecule pharmacology is mostly kinase inhibition. Local broad h5ad recurrence is negative/contradictory.	wave38;wave70;wave70b;wave70c	MERTK
CD300LF	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-5.7	-0.113699	0.0	4.2	0.0	0.0	1.5	0	0	0	6	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; REOPEN_ONLY_IF_RECEPTOR_SPECIFIC_PERTURBATION_NOT_V3_PROMOTION; NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE; Plausible whitespace only if receptor-specific direction is proven; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; ...(+3)	unresolved; 0.0; 1.0; psoriasis; -0.0991212524448474; 0.9971256078463696; CD300_RECEPTOR_SPECIFIC_TUNING; receptor-specific CD300 lipid/apoptotic-cell checkpoint tuning; CD300E direct positives=3.0 (Crohn disease; ulcerative colitis); ...(+12)	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; family-level CD300 direction remains biologically unsafe: CD300A/F/LF/E have different inhibitory/activating roles, local MS anchoring is absent or negative, and the only strong-looking CRISPR contrast is not significant after FDR.; local_breadth_at_least_5_or_strong_state_specific_4; ...(+6)	wave25;wave38;wave48;wave70;wave70b;wave70c	CD300LF
TNFRSF1A	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	broad_host_defense_ms_direction_risk	-1.903665	4.247971	3.796335	0.7	0.0	3.5	1.5	2	0	2	1	2	1	1	1	0	external_genetics;unrestricted_gene_screen		broad_host_defense_ms_direction_risk	DESCRIPTIVE_GENE_SIGNAL; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; selective_target_suppression; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_DYNAMIC_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_WAVE61_GUARDRAIL	DC; 1.0; 3.0; 4.0; Mono_macro; TNF receptor superfamily member 1A; AS; Crohn; MS; PBC; ...(+9)	cross_disease_target_resolved; module_or_state_support; strict_residual_or_ms_expression; foundation_model_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; TNF_axis_prior_art_and_MS_paradox_risk; Mixscale selectivity is not an autoimmune APC result; TNF blockade is saturated and demyelination risk makes it unsuitable as an MS cure route.; MS_directionally_unsafe_TNF_axis; ...(+1)	wave55;wave63;wave68	TNFRSF1A
CXCR2	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	prior_art_and_safety_saturated_neutrophil_axis	-3.423648	2.839261	2.276352	0.7	0.0	3.5	1.5	3	0	2	1	2	1	2	0	0	external_genetics;geneformer;genetics_expression_druggability		prior_art_and_safety_saturated_neutrophil_axis	REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST; UNRESOLVED; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_L1000_ONLY_CONTROLLER; PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; NO_GO_L1000_ONLY	IBD_myeloid; 3; C-X-C motif chemokine receptor 2; UC; 0.0; 0.4852976461600768; 0.506317995365157; 0; foundation_model_reopener; 1.0; ...(+7)	gate_druggable_surface; gate_perturbation_or_model; REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST; ms_target_resolved; cross_disease_target_resolved; strict_residual_or_ms_expression; real_perturbation_support; repair_or_efferocytosis_guardrail; no_manual_or_prior_blocker; Chemokine recruitment route is not a demonstrated transition-controller and lacks V3 immune-cell selectivity.; ...(+2)	wave34;wave55;wave57;wave63	CXCR2
NFKB1	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	generic_nfkb_host_defense	-3.9428	1.0572	1.0572	0.0	0.0	3.5	1.5	1	0	0	0	1	0	1	0	0	external_genetics		generic_nfkb_host_defense	null_or_wrong_direction	nuclear factor kappa B subunit 1; AITD; AS; Crohn; PBC; Psoriasis; RA; UC; 0.0; 0.8922302358596594; ...(+1)		wave55	NFKB1
STAT3	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	generic_jak_stat_axis	-3.9428	1.0572	1.0572	0.0	0.0	3.5	1.5	1	0	0	0	1	0	1	0	0	external_genetics		generic_jak_stat_axis	null_or_wrong_direction	signal transducer and activator of transcription 3; Crohn; MS; UC; 0.6380651275555957; 0.0; 0.8430116569041388; 2; 0		wave55	STAT3
STAT4	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	generic_jak_stat_axis	-4.5085	1.550409	1.1915	0.7	0.0	3.5	1.5	1	0	0	1	1	0	1	0	0	external_genetics		generic_jak_stat_axis	null_or_wrong_direction; NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_MODEL_SCREEN; NO_GO_WAVE61_GUARDRAIL	signal transducer and activator of transcription 4; AITD; Celiac; MS; PBC; RA; SLE; Sjogren; 0.655585325609798; 0.0; ...(+8)	module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; STAT4_TF_not_selectively_druggable; prior_branch_blocker_or_directionality_unresolved; DEMOTE_NOT_DRUGGABLE_IN_CORRECT_DIRECTION; ...(+1)	wave55;wave63	STAT4
PTPN2	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	wrong_direction_restoration_and_prior_art_saturated	-5.3428	1.7497	1.0572	1.4	0.0	3.5	1.5	1	0	0	2	1	0	1	0	0	external_genetics		wrong_direction_restoration_and_prior_art_saturated	triage_only_gse162463_not_promotion_grade; COLOC_NEEDED_NOT_CLAIMABLE; NO_GO	protein tyrosine phosphatase non-receptor type 2; AITD; Celiac; Crohn; Psoriasis; RA; T1D; UC; 0.0; 0.7066743139724773; ...(+15)	correct direction is restoration, but no current target-selective modality can restore TCPTP in the relevant compartments.; true TCPTP activator/restorer or allele-correcting delivery plus human disease-cell rescue and coloc.; EuropePMC=1332; ClinicalTrials=1; ChEMBL_API=1279; restoration would need cell-selective tuning; global PTPN2 manipulation touches cytokine signaling, TCR signaling, and barrier homeostasis.; no_target_resolved_coloc_or_mr; broad disease locus evidence exists but is not target-level causal evidence; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; ...(+5)	wave23;wave25;wave55	PTPN2
TYK2	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	prior_art_saturated_jak_stat_axis	-5.4261	1.147116	0.9739	1.4	0.0	3.5	1.5	1	0	0	2	1	0	1	0	0	external_genetics		prior_art_saturated_jak_stat_axis	broad_ifn_jak_like_collapse; NO_GO; NO_GO_CAUSAL_PROXY	tyrosine kinase 2; AITD; Crohn; PBC; Psoriasis; RA; SLE; T1D; 0.0; 0.9891030741032508; ...(+10)	Not a restoration-first target in this scout: not a restoration target and explicitly excluded as generic JAK/IFN without a new modality/population delta.; no restoration reopen; only a new biomarker-defined TYK2 inhibitor delta could be separately reviewed.; EuropePMC=5230; ClinicalTrials=5; ChEMBL_API=17132; infection, malignancy/lab-monitoring concerns by cytokine-kinase class; broad JAK/IFN route.; no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave23;wave25;wave55	TYK2
STAT1	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	generic_ifn_jak_stat_axis	-5.7	0.43199	0.0	0.7	0.0	3.5	1.5	0	0	0	1	0	0	0	0	0			generic_ifn_jak_stat_axis	NO_GO_CAUSAL_PROXY	0; 1; 2; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25	STAT1
IL7R	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	prior_art_saturated_cytokine_axis	-6.820048	2.606921	0.979952	2.8	0.0	3.5	1.5	1	0	1	4	0	1	0	0	0	geneformer		prior_art_saturated_cytokine_axis	REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST; UNRESOLVED; do_not_promote; PARK_TRANSITION_CONTROLLER_NEEDS_MISSING_GATE; PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW; PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; NO_GO_CAUSAL_PROXY; NO_GO_MODEL_DIRECTION_SCREEN	ra_myeloid_dendritic; 3; interleukin 7 receptor; AITD; Crohn; MS; PBC; Psoriasis; SLE; T1D; ...(+14)	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; REOPEN_MODEL_SUPPORTED_INTERVENTION_FIRST; real_perturbation_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; prior_art_CD127_autoimmune_axis	wave25;wave55;wave57;wave63;wave70c	IL7R
IRF5	PARK_PRIOR_ART_OR_HOST_DEFENSE_PENALIZED	broad_innate_tf_no_selective_modality	-7.8	1.16312	0.0	2.8	0.0	3.5	1.5	0	0	0	5	0	0	0	0	0			broad_innate_tf_no_selective_modality	NO_GO_CAUSAL_PROXY; NO_GO; do_not_promote; null_or_wrong_direction; NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_WAVE61_GUARDRAIL	9; AS; Crohn; MS; PBC; Psoriasis; RA; SLE; Sjogren; UC; ...(+20)	Not a restoration-first target in this scout: not a restoration target; inhibitor route is feasible but saturated and close to generic TLR/IFN biology.; non-lupus biomarker population and freedom-to-operate beyond active IRF5 inhibitor/degrader programs.; EuropePMC=3523; ClinicalTrials=1; ChEMBL_API=0; host defense and broad type-I-IFN/TLR biology risks; heavy lupus prior art.; no_target_resolved_coloc_or_mr; broad disease locus evidence exists but is not target-level causal evidence; ...(+17)	wave23;wave25;wave55;wave63	IRF5
JAK2	NO_REOPEN_BLOCKED_BRANCH	closed_jak_comparator_family	-11.2822	2.2178	2.2178	0.0	12.0	0.0	1.5	2	0	1	0	2	0	2	0	0	external_genetics;genetics_expression_druggability	closed_jak_comparator_family		PARK_GENETIC_DRUGGABLE_NEEDS_CELL_STATE	13; 1.0; Crohn disease; CHEMBL2971; Janus kinase 2; AS; Crohn; RA; SLE; UC; ...(+5)	gate_local_cell_state; gate_perturbation_or_model; gate_not_prior_art_blocked; blocking_prior_art; JAK inhibition is established/crowded broad immunosuppression	wave34;wave55	JAK2
SP140	NO_REOPEN_BLOCKED_BRANCH	closed_prior_branch_sp140	-11.7221	2.806264	2.4779	0.7	12.0	0.0	1.5	2	0	1	2	2	0	2	0	0	external_genetics;genetics_expression_druggability	closed_prior_branch_sp140		PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW; NO_GO_MODEL_SCREEN	8; 4.0; Crohn disease; Sjogren syndrome; psoriasis; ulcerative colitis; 1.0; CHEMBL3108643; SP140 nuclear body protein; AS; ...(+15)	gate_druggable_surface; gate_perturbation_or_model; cross_disease_target_resolved; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; genetic and state signal, but no correct-direction modality or direct perturbation validation; ...(+3)	wave34;wave55;wave63	SP140
CD274	NO_REOPEN_BLOCKED_BRANCH	closed_checkpoint_comparator	-12.7	0.066724	0.0	0.7	12.0	0.0	0.0	0	0	0	1	0	0	0	0	0		closed_checkpoint_comparator		NO_GO_MODEL_DIRECTION_SCREEN	no_clear_directional_model_support; GSE282122_Mono_macro_post_nonremission_to_remission		wave70c	CD274
CD80	NO_REOPEN_BLOCKED_BRANCH	closed_costimulation_comparator	-12.7	0.079914	0.0	0.7	12.0	0.0	0.0	0	0	0	1	0	0	0	0	0		closed_costimulation_comparator		NO_GO_MODEL_DIRECTION_SCREEN	token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_Mono_macro_post_nonremission_to_remission_CD_only; GSE282122_DC_post_nonremission_to_remission		wave70c	CD80
CD40	NO_REOPEN_BLOCKED_BRANCH	prior_art_saturated_costimulation	-13.0085	0.854955	1.1915	0.7	12.0	0.0	1.5	1	0	0	1	1	0	1	0	0	external_genetics	prior_art_saturated_costimulation		NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_MODEL_SCREEN	CD40 molecule; AITD; AS; Crohn; MS; Psoriasis; RA; SLE; UC; 0.7292906022301274; ...(+10)	ms_target_resolved; cross_disease_target_resolved; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; prior_art_costimulation_axis	wave55;wave63	CD40
INPP5D	NO_REOPEN_BLOCKED_BRANCH	wave70_failed_reopener_threshold_ship1	-13.4	0.049267	0.0	1.4	12.0	0.0	0.0	0	0	0	2	0	0	0	0	0		wave70_failed_reopener_threshold_ship1		NO_GO_MODEL_DIRECTION_SCREEN; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_WAVE62_TARGET_RESOLUTION	token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission_CD_only; SHIP1 inhibitory Fc/PI3K lipid phosphatase; DESCRIPTIVE_GENE_SIGNAL; Psoriasis		wave70;wave70c	INPP5D
FCGR2A	NO_REOPEN_BLOCKED_BRANCH	closed_fc_receptor_branch	-13.9006	1.453883	0.9994	1.4	12.0	0.0	1.5	1	0	0	2	1	0	1	0	0	external_genetics	closed_fc_receptor_branch		NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION; MODEL_SUPPORT_BUT_BLOCKED_COMPARATOR	Fc gamma receptor IIa; AS; Crohn; RA; SLE; UC; 0.0; 0.8158800925401983; 1; 0; ...(+9)	Fc_receptor_directionality_and_safety	wave55;wave70;wave70c	FCGR2A
LILRB2	NO_REOPEN_BLOCKED_BRANCH	wave70_failed_reopener_threshold_lilrb2	-14.1	0.54181	0.0	2.1	12.0	0.0	0.0	0	0	0	3	0	0	0	0	0		wave70_failed_reopener_threshold_lilrb2		PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; not_present_in_wave37_mouse_screen; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_MODEL_DIRECTION_SCREEN	remission_adjusted_down_fdr10; ms_down_nominal; 2; Crohn disease; ulcerative colitis; myeloid inhibitory receptor; DESCRIPTIVE_GENE_SIGNAL; token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission_UC_only; ...(+1)	No local Wave68/Wave62 cross-autoimmune genetic anchor in this scout.	wave70;wave70b;wave70c	LILRB2
NCF2	NO_REOPEN_BLOCKED_BRANCH	closed_nox_ros_branch	-14.1032	1.1018	0.7968	1.4	12.0	0.0	1.5	1	0	1	2	1	0	1	0	0	genetics_expression_druggability	closed_nox_ros_branch		PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION; MODEL_SUPPORT_BUT_BLOCKED_COMPARATOR	6; 2.0; Crohn disease; ulcerative colitis; 0.0; NOX2 cytosolic subunit; DESCRIPTIVE_GENE_SIGNAL; Celiac; SLE; token_deletion_moves_nonremission_cells_toward_remission_centroid; ...(+4)	gate_druggable_surface; gate_perturbation_or_model; NADPH_oxidase_host_defense_CGD_directionality_risk	wave34;wave70;wave70c	NCF2
FCGRT	NO_REOPEN_BLOCKED_BRANCH	closed_fc_receptor_family	-14.2	0.572283	0.0	0.7	12.0	0.0	1.5	0	0	0	1	0	0	0	0	0		closed_fc_receptor_family		NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.0231623625607966; 0.920009505703422	insufficient_directional_cross_disease_state_support; disease_state_direction_conflict; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38	FCGRT
CYBA	NO_REOPEN_BLOCKED_BRANCH	closed_nox_ros_branch	-14.9	0.124741	0.0	1.4	12.0	0.0	1.5	0	0	0	2	0	0	0	0	0		closed_nox_ros_branch		MODEL_OPPOSING_BUT_BLOCKED_COMPARATOR; NO_GO_BLOCKED_OR_BROAD_CLASS	no_clear_directional_model_support; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only; NOX2 p22phox subunit; DESCRIPTIVE_GENE_SIGNAL	NADPH_oxidase_host_defense_CGD_directionality_risk	wave70;wave70c	CYBA
CYBB	NO_REOPEN_BLOCKED_BRANCH	closed_nox_ros_branch	-14.9	0.364353	0.0	1.4	12.0	0.0	1.5	0	0	0	2	0	0	0	0	0		closed_nox_ros_branch		NO_GO_BLOCKED_OR_BROAD_CLASS; MODEL_SUPPORT_BUT_BLOCKED_COMPARATOR	NOX2 catalytic subunit; DESCRIPTIVE_GENE_SIGNAL; token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission_CD_only; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	NADPH_oxidase_host_defense_CGD_directionality_risk	wave70;wave70c	CYBB
FCGR2B	NO_REOPEN_BLOCKED_BRANCH	closed_fc_receptor_branch	-14.9	0.186293	0.0	1.4	12.0	0.0	1.5	0	0	0	2	0	0	0	0	0		closed_fc_receptor_branch		NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION; MODEL_OPPOSING_BUT_BLOCKED_COMPARATOR	inhibitory Fc-gamma receptor comparator; PARK_GENETIC_PERTURBATION_INTERSECTION; AS; Crohn; SLE; UC; token_deletion_moves_nonremission_cells_away_from_remission_centroid; restoration_or_agonism_direction; GSE282122_DC_post_nonremission_to_remission	Fc_receptor_directionality_and_safety	wave70;wave70c	FCGR2B
NCF1	NO_REOPEN_BLOCKED_BRANCH	closed_nox_ros_branch	-14.9	0.467672	0.0	1.4	12.0	0.0	1.5	0	0	0	2	0	0	0	0	0		closed_nox_ros_branch		NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION; MODEL_SUPPORT_BUT_BLOCKED_COMPARATOR	NOX2 cytosolic subunit comparator; PARK_GENETIC_PERTURBATION_INTERSECTION; Crohn; SLE; Sjogren; token_deletion_moves_nonremission_cells_toward_remission_centroid; suppression_or_antagonism_direction; GSE282122_DC_post_nonremission_to_remission_UC_only; GSE282122_DC_post_nonremission_to_remission_CD_only; GSE282122_Mono_macro_post_nonremission_to_remission_CD_only	NADPH_oxidase_host_defense_CGD_directionality_risk	wave70;wave70c	NCF1
SYK	NO_REOPEN_BLOCKED_BRANCH	closed_fc_ros_syk_comparator	-14.9	0.034612	0.0	1.4	12.0	0.0	1.5	0	0	0	2	0	0	0	0	0		closed_fc_ros_syk_comparator		NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_LOW_TOKEN_SUPPORT	Fc receptor kinase comparator; DESCRIPTIVE_GENE_SIGNAL; insufficient_token_support; GSE282122_DC_post_nonremission_to_remission	SYK_prior_art_broad_immunosuppression	wave70;wave70c	SYK
BTK	NO_REOPEN_BLOCKED_BRANCH	closed_fc_ros_btk_comparator	-15.6	0.162858	0.0	2.1	12.0	0.0	1.5	0	0	0	3	0	0	0	0	0		closed_fc_ros_btk_comparator		PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; ra_antitnf_down_fdr10; null_or_weak; UNRESOLVED; NO_GO_BLOCKED_OR_BROAD_CLASS; NO_GO_MODEL_DIRECTION_SCREEN	null_or_weak; 0; B-cell/myeloid Fc receptor kinase; DESCRIPTIVE_GENE_SIGNAL; no_clear_directional_model_support; GSE282122_Mono_macro_post_nonremission_to_remission_UC_only	BTK_MS_and_autoimmune_prior_art_clinical_saturation; BTK inhibitors are direct MS/autoimmune prior-art comparators and broad B-cell/myeloid immunosuppression, not a new Fc-resolution node. Local broad h5ad recurrence is negative/contradictory.	wave70;wave70b;wave70c	BTK
