gene	axis	priority_score	weighted_evidence_score	ms_anchor_score	positive_disease_count	negative_disease_count	positive_non_ms_disease_count	negative_non_ms_disease_count	ms_channels	ms_datasets	positive_diseases	negative_diseases	prior_flag
HNRNPA0	unassigned	0.5030849299083545	-0.9969150700916455	1.5	0	0	0	0	2	2			
SERBP1	unassigned	0.5023997077898938	-0.9976002922101062	1.5	0	0	0	0	2	2			
PRDX2	unassigned	0.500678905997074	-0.999321094002926	1.5	0	0	0	0	2	2			
TAX1BP3	unassigned	0.5001831674770953	-0.9998168325229047	1.5	0	0	0	0	2	2			
ADCY2	unassigned	0.4996028278577287	-1.0003971721422713	1.5	0	0	0	0	2	2			
HMBS	unassigned	0.4995743441049365	-1.0004256558950635	1.5	0	0	0	0	2	2			
RBSN	unassigned	0.49934807486730737	-1.0006519251326926	1.5	0	0	0	0	2	2			
PANK4	unassigned	0.49824412079246283	-1.0017558792075372	1.5	0	0	0	0	2	2			
PLCB1	unassigned	0.4973593755818133	-1.0026406244181867	1.5	0	0	0	0	2	2			
BAG5	unassigned	0.49491701099389585	-1.0050829890061042	1.5	0	0	0	0	2	2			
SARM1	unassigned	0.4945627940510662	-1.0054372059489338	1.5	0	0	0	0	2	2			
PLXNA4	unassigned	0.49452637849277914	-1.0054736215072209	1.5	0	0	0	0	2	2			
NUP98	unassigned	0.49449164733273143	-1.0055083526672686	1.5	0	0	0	0	2	2			
RMDN3	unassigned	0.49447832708439954	-1.0055216729156005	1.5	0	0	0	0	2	2			
PLPBP	unassigned	0.4944651942354019	-1.005534805764598	1.5	0	0	0	0	2	2			
PPP2R5D	unassigned	0.49345223410546857	-1.0065477658945314	1.5	0	0	0	0	2	2			
COQ6	unassigned	0.4934173141283238	-1.0065826858716762	1.5	0	0	0	0	2	2			
ALDH2	unassigned	0.4920544918625518	-1.0079455081374482	1.5	0	0	0	0	2	2			
VDAC3	unassigned	0.49198669412109286	-1.0080133058789071	1.5	0	0	0	0	2	2			
CAPZA2	unassigned	0.4905733809595265	-1.0094266190404735	1.5	0	0	0	0	2	2			
ENO2	unassigned	0.49031742177844206	-1.009682578221558	1.5	0	0	0	0	2	2			
PPIP5K2	unassigned	0.4900452938582056	-1.0099547061417944	1.5	0	0	0	0	2	2			
TRIO	unassigned	0.4897011829141342	-1.0102988170858658	1.5	0	0	0	0	2	2			
ENO3	unassigned	0.4896384295190006	-1.0103615704809994	1.5	0	0	0	0	2	2			
PPIA	unassigned	0.48925035547712015	-1.0107496445228799	1.5	0	0	0	0	2	2			
CUL4B	unassigned	0.48908864072804237	-1.0109113592719576	1.5	0	0	0	0	2	2			
GYG1	unassigned	0.4889412477416968	-1.0110587522583032	1.5	0	0	0	0	2	2			
PPFIA4	unassigned	0.4880209104999602	-1.0119790895000398	1.5	0	0	0	0	2	2			
ELOC	unassigned	0.48754808578568554	-1.0124519142143145	1.5	0	0	0	0	2	2			
PSMD10	unassigned	0.4866620899949996	-1.0133379100050004	1.5	0	0	0	0	2	2			
PSMA2	unassigned	0.4864044639106315	-1.0135955360893685	1.5	0	0	0	0	2	2			
ELMO2	unassigned	0.48634623204865424	-1.0136537679513458	1.5	0	0	0	0	2	2			
ENSA	unassigned	0.48628074287988676	-1.0137192571201132	1.5	0	0	0	0	2	2			
PGP	unassigned	0.4860829289585533	-1.0139170710414467	1.5	0	0	0	0	2	2			
NSFL1C	unassigned	0.4855507113972448	-1.0144492886027552	1.5	0	0	0	0	2	2			
TBC1D10B	unassigned	0.4855458071897931	-1.0144541928102069	1.5	0	0	0	0	2	2			
KIF3B	unassigned	0.48447838659208675	-1.0155216134079132	1.5	0	0	0	0	2	2			
EFEMP1	unassigned	0.4842203680923205	-1.0157796319076795	1.5	0	0	0	0	2	2			
ANKFY1	unassigned	0.48404462045280416	-1.0159553795471958	1.5	0	0	0	0	2	2			
CLYBL	unassigned	0.4819202087695278	-1.0180797912304722	1.5	0	1	0	0	2	2		MS	
SLC25A1	unassigned	0.4816931980034931	-1.018306801996507	1.5	0	0	0	0	2	2			
AP3B2	unassigned	0.48102834587689025	-1.0189716541231097	1.5	0	0	0	0	2	2			
ACAT1	unassigned	0.48094343830967246	-1.0190565616903275	1.5	0	0	0	0	2	2			
USP11	unassigned	0.4808333210848186	-1.0191666789151814	1.5	0	0	0	0	2	2			
TLN1	unassigned	0.48074934600037666	-1.0192506539996233	1.5	0	0	0	0	2	2			
CKB	unassigned	0.48049646018661685	-1.0195035398133832	1.5	0	1	0	0	2	2		MS	
ZC3HAV1	unassigned	0.4793482178591493	-1.0206517821408507	1.5	0	0	0	0	2	2			
KIF2A	unassigned	0.47898818559409295	-1.021011814405907	1.5	0	0	0	0	2	2			
PHYHIP	unassigned	0.4773162732292875	-1.0226837267707125	1.5	0	0	0	0	2	2			
SFN	unassigned	0.47726456213114643	-1.0227354378688536	1.5	0	0	0	0	2	2			
PAK2	unassigned	0.47629626850940165	-1.0237037314905983	1.5	0	0	0	0	2	2			
OTUB1	unassigned	0.4756295032371358	-1.0243704967628642	1.5	0	0	0	0	2	2			
MRPS36	unassigned	0.4748229029330897	-1.0251770970669103	1.5	0	0	0	0	2	2			
TBCC	unassigned	0.47338270543961114	-1.0266172945603889	1.5	0	0	0	0	2	2			
MRPS21	unassigned	0.47151846630394556	-1.0284815336960544	1.5	0	0	0	0	2	2			
PFKP	unassigned	0.4710672560894533	-1.0289327439105467	1.5	0	0	0	0	2	2			
MAPRE3	unassigned	0.4705252026282132	-1.0294747973717868	1.5	0	0	0	0	2	2			
KIFAP3	unassigned	0.4682920000332149	-1.031707999966785	1.5	0	0	0	0	2	2			
NUP62	unassigned	0.4676026662964978	-1.0323973337035022	1.5	0	0	0	0	2	2			
TRIM25	unassigned	0.46720059650260826	-1.0327994034973917	1.5	0	0	0	0	2	2			
TWF1	unassigned	0.4671902381542108	-1.0328097618457892	1.5	0	0	0	0	2	2			
PELO	unassigned	0.46705465895990583	-1.0329453410400942	1.5	0	0	0	0	2	2			
AIFM1	unassigned	0.4649868629685434	-1.0350131370314566	1.5	0	0	0	0	2	2			
GNB2	unassigned	0.46463464738590066	-1.0353653526140993	1.5	0	0	0	0	2	2			
TIMM50	unassigned	0.4645656862022063	-1.0354343137977937	1.5	0	0	0	0	2	2			
AASDHPPT	unassigned	0.4643055281209336	-1.0356944718790664	1.5	0	0	0	0	2	2			
BROX	unassigned	0.464152872401306	-1.035847127598694	1.5	0	0	0	0	2	2			
GSN	unassigned	0.4635416181456691	-1.036458381854331	1.5	0	1	0	0	2	2		MS	
COX7A2	unassigned	0.46294403808230333	-1.0370559619176967	1.5	0	0	0	0	2	2			
RO60	unassigned	0.4627674106811288	-1.0372325893188712	1.5	0	0	0	0	2	2			
PTPMT1	unassigned	0.4614861928411529	-1.0385138071588471	1.5	0	0	0	0	2	2			
VBP1	unassigned	0.46095321286990387	-1.0390467871300961	1.5	0	0	0	0	2	2			
DTX3	unassigned	0.46068419588753695	-1.039315804112463	1.5	0	0	0	0	2	2			
ATP2B3	unassigned	0.46027808281436844	-1.0397219171856316	1.5	0	0	0	0	2	2			
OLA1	unassigned	0.4596979781242907	-1.0403020218757093	1.5	0	0	0	0	2	2			
CYFIP2	unassigned	0.45960664558984243	-1.0403933544101576	1.5	0	0	0	0	2	2			
CPNE4	unassigned	0.45923198776961827	-1.0407680122303817	1.5	0	0	0	0	2	2			
FOLR2	unassigned	0.45884386520745357	-1.0411561347925464	1.5	0	0	0	0	2	2			
MDH1	unassigned	0.4586011802057359	-1.041398819794264	1.5	0	0	0	0	2	2			
PPOX	unassigned	0.4558147011779985	-1.0441852988220015	1.5	0	0	0	0	2	2			
PRKAR2A	unassigned	0.4557341753642543	-1.0442658246357457	1.5	0	0	0	0	2	2			
COASY	unassigned	0.45567790583753465	-1.0443220941624654	1.5	0	0	0	0	2	2			
CARMIL2	unassigned	0.4543903437068719	-1.045609656293128	1.5	0	0	0	0	2	2			
APIP	unassigned	0.4529917806169954	-1.0470082193830046	1.5	0	0	0	0	2	2			
NEDD4L	unassigned	0.4529833458493038	-1.0470166541506962	1.5	0	0	0	0	2	2			
HNRNPDL	unassigned	0.4528867243453054	-1.0471132756546946	1.5	0	0	0	0	2	2			
LCMT1	unassigned	0.45265222376861036	-1.0473477762313896	1.5	0	0	0	0	2	2			
RHOT2	unassigned	0.4516832590563782	-1.0483167409436218	1.5	0	0	0	0	2	2			
CAPN1	unassigned	0.45091850837776937	-1.0490814916222306	1.5	0	1	0	0	2	2		MS	
ACOX3	unassigned	0.449249237077185	-1.050750762922815	1.5	0	0	0	0	2	2			
CNTN2	unassigned	0.44886692006822226	-1.0511330799317777	1.5	0	0	0	0	2	2			
DCAKD	unassigned	0.44777308844660846	-1.0522269115533915	1.5	0	0	0	0	2	2			
CD58	unassigned	0.4465760353092101	-1.05342396469079	1.5	0	0	0	0	2	2			
LARS2	unassigned	0.4459970376187212	-1.0540029623812788	1.5	0	0	0	0	2	2			
LSM1	unassigned	0.44580942580712124	-1.0541905741928788	1.5	0	0	0	0	2	2			
RAB22A	unassigned	0.44529747855350776	-1.0547025214464922	1.5	0	0	0	0	2	2			
ABHD11	unassigned	0.4449158503603905	-1.0550841496396095	1.5	0	0	0	0	2	2			
UBA1	unassigned	0.4428387856913767	-1.0571612143086233	1.5	0	1	0	0	2	2		MS	
CEND1	unassigned	0.44277072526125405	-1.057229274738746	1.5	0	0	0	0	2	2			
APOE	lipid_droplet_efflux,tissue_remodeling	0.4426059926524255	-0.9181673667934849	4.29827335944591	3	3	2	3	2	2	Crohn,MS,UC	RA,lupus_nephritis,psoriasis	
IGFBP7	unassigned	0.4422374153853288	-1.0577625846146712	1.5	0	0	0	0	2	2			
CS	unassigned	0.4420519773366862	-1.0579480226633138	1.5	0	0	0	0	2	2			
NAXD	unassigned	0.44162392266980266	-1.0583760773301973	1.5	0	1	0	0	2	2		MS	
PRKCB	unassigned	0.44129743660191734	-1.0587025633980827	1.5	0	0	0	0	2	2			
CHCHD3	unassigned	0.4403206593631115	-1.0596793406368885	1.5	0	1	0	0	2	2		MS	
DMTN	unassigned	0.43955330421503214	-1.0604466957849679	1.5	0	0	0	0	2	2			
TXNDC17	unassigned	0.43912043477618035	-1.0608795652238197	1.5	0	0	0	0	2	2			
APOO	unassigned	0.4375970199917232	-1.0624029800082768	1.5	0	0	0	0	2	2			
FHL1	unassigned	0.43751921217577006	-1.06248078782423	1.5	0	0	0	0	2	2			
ACY1	unassigned	0.4363784037653078	-1.0636215962346922	1.5	0	1	0	0	2	2		MS	
GNB1	unassigned	0.4363081481760509	-1.063691851823949	1.5	0	0	0	0	2	2			
SFXN1	unassigned	0.43618407731531317	-1.0638159226846868	1.5	0	1	0	0	2	2		MS	
CAP2	unassigned	0.4360206535935145	-1.0639793464064855	1.5	0	0	0	0	2	2			
PLCD1	unassigned	0.43599577448000915	-1.0640042255199909	1.5	0	0	0	0	2	2			
XPO4	unassigned	0.434858224976044	-1.065141775023956	1.5	0	0	0	0	2	2			
TAOK1	unassigned	0.4339773318935163	-1.0660226681064837	1.5	0	0	0	0	2	2			
ITCH	unassigned	0.432537679063437	-1.067462320936563	1.5	0	1	0	0	2	2		MS	
SPTBN2	unassigned	0.43146059984990215	-1.0685394001500979	1.5	0	0	0	0	2	2			
AP1G1	unassigned	0.43052001028273645	-1.0694799897172635	1.5	0	0	0	0	2	2			
GSTZ1	unassigned	0.4298902681369423	-1.0701097318630577	1.5	0	0	0	0	2	2			
TRAPPC6B	unassigned	0.4298211561169276	-1.0701788438830724	1.5	0	0	0	0	2	2			
ABCE1	unassigned	0.42942341052156907	-1.070576589478431	1.5	0	0	0	0	2	2			
DHRS11	unassigned	0.4288840534501013	-1.0711159465498987	1.5	0	0	0	0	2	2			
TRIM36	unassigned	0.42853402771332894	-1.071465972286671	1.5	0	0	0	0	2	2			
PURA	unassigned	0.42812105669635026	-1.0718789433036497	1.5	0	0	0	0	2	2			
ALDOA	unassigned	0.42605981660313974	-1.0739401833968603	1.5	0	0	0	0	2	2			
PRKAR1A	unassigned	0.4258686754745502	-1.0741313245254498	1.5	0	0	0	0	2	2			
SEPTIN5	unassigned	0.4249478499380166	-1.0750521500619834	1.5	0	0	0	0	2	2			
BIN1	unassigned	0.4248183141841335	-1.0751816858158665	1.5	0	1	0	0	2	2		MS	
NDUFA4	unassigned	0.4237783993752253	-1.0762216006247747	1.5	0	0	0	0	2	2			
SPTBN1	unassigned	0.42220700946484246	-1.0777929905351575	1.5	0	1	0	0	2	2		MS	
KLC2	unassigned	0.42218376035990945	-1.0778162396400905	1.5	0	0	0	0	2	2			
PLGRKT	unassigned	0.4221502175536851	-1.077849782446315	1.5	0	0	0	0	2	2			
SF1	unassigned	0.42210611877766824	-1.0778938812223318	1.5	0	0	0	0	2	2			
NEO1	unassigned	0.4219284782669317	-1.0780715217330683	1.5	0	0	0	0	2	2			
SPTAN1	unassigned	0.4209884963124726	-1.0790115036875274	1.5	0	0	0	0	2	2			
GOT2	unassigned	0.4208475592343608	-1.0791524407656392	1.5	0	0	0	0	2	2			
ACAA2	unassigned	0.4208040619291764	-1.0791959380708236	1.5	0	1	0	0	2	2		MS	
RPS6KA2	unassigned	0.42060467815334057	-1.0793953218466594	1.5	0	0	0	0	2	2			
SIRT3	unassigned	0.42018386084843673	-1.0798161391515633	1.5	0	0	0	0	2	2			
PDXK	unassigned	0.41984697885495237	-1.0801530211450476	1.5	0	0	0	0	2	2			
ATP5PD	unassigned	0.4197796530712161	-1.0802203469287839	1.5	0	0	0	0	2	2			
STMN3	unassigned	0.4176360380834643	-1.0823639619165357	1.5	0	0	0	0	2	2			
PSMA6	unassigned	0.41529038380230165	-1.0847096161976983	1.5	0	0	0	0	2	2			
CZIB	unassigned	0.4151345348117892	-1.0848654651882108	1.5	0	1	0	0	2	2		MS	
TOMM70	unassigned	0.4144619905656699	-1.08553800943433	1.5	0	0	0	0	2	2			
WDR26	unassigned	0.413541221362028	-1.086458778637972	1.5	0	0	0	0	2	2			
TNIK	unassigned	0.41296271917985883	-1.0870372808201412	1.5	0	0	0	0	2	2			
CCT7	unassigned	0.4124919131510205	-1.0875080868489795	1.5	0	0	0	0	2	2			
ENTPD1	unassigned	0.4124201077769416	-1.0875798922230584	1.5	0	1	0	0	2	2		MS	
PDE6D	unassigned	0.4122031273516331	-1.0877968726483669	1.5	0	1	0	0	2	2		MS	
MYH10	unassigned	0.41162043422407524	-1.0883795657759248	1.5	0	1	0	0	2	2		MS	
ATP1A1	unassigned	0.41139284995224124	-1.0886071500477588	1.5	0	0	0	0	2	2			
HAAO	unassigned	0.41084137479607685	-1.0891586252039231	1.5	0	0	0	0	2	2			
CACNA2D1	unassigned	0.41083308077136316	-1.0891669192286368	1.5	0	0	0	0	2	2			
MINK1	unassigned	0.410355637084737	-1.089644362915263	1.5	0	0	0	0	2	2			
CKAP5	unassigned	0.4102086000321059	-1.089791399967894	1.5	0	0	0	0	2	2			
CIAO1	unassigned	0.4100052447150597	-1.0899947552849403	1.5	0	0	0	0	2	2			
TXNDC12	unassigned	0.40869031002083966	-1.0913096899791603	1.5	0	0	0	0	2	2			
EIF2S3	unassigned	0.4084898353002697	-1.0915101646997303	1.5	0	0	0	0	2	2			
ASNS	unassigned	0.4084071345723985	-1.0915928654276015	1.5	0	0	0	0	2	2			
CARNS1	unassigned	0.407536431369139	-1.092463568630861	1.5	0	1	0	0	2	2		MS	
PDZD11	unassigned	0.4065865473852779	-1.0934134526147221	1.5	0	0	0	0	2	2			
GNG7	unassigned	0.4063793106930178	-1.0936206893069822	1.5	0	0	0	0	2	2			
FBXO3	unassigned	0.40541235752717464	-1.0945876424728254	1.5	0	0	0	0	2	2			
ANLN	unassigned	0.4028916938755873	-1.0971083061244127	1.5	0	0	0	0	2	2			
TRAPPC9	unassigned	0.4018211185958651	-1.0981788814041349	1.5	0	1	0	0	2	2		MS	
MAPK1	unassigned	0.4016880449516451	-1.0983119550483549	1.5	0	0	0	0	2	2			
UBE2O	unassigned	0.4016124849339795	-1.0983875150660205	1.5	0	0	0	0	2	2			
DST	unassigned	0.4008577647897864	-1.0991422352102136	1.5	0	0	0	0	2	2			
PPP1R2	unassigned	0.3995653602327587	-1.1004346397672413	1.5	0	0	0	0	2	2			
NIT1	unassigned	0.3988268855991395	-1.1011731144008605	1.5	0	0	0	0	2	2			
PRKACA	unassigned	0.39768433251566293	-1.102315667484337	1.5	0	0	0	0	2	2			
ERAP1	unassigned	0.39714918274925437	-1.1028508172507456	1.5	0	0	0	0	2	2			
SYNCRIP	unassigned	0.39622127467287704	-1.103778725327123	1.5	0	0	0	0	2	2			
DOCK4	unassigned	0.3951022260314838	-1.1048977739685162	1.5	0	1	0	0	2	2		MS	
MTMR2	unassigned	0.3948596670262534	-1.1051403329737466	1.5	0	0	0	0	2	2			
NAP1L4	unassigned	0.3948586087673651	-1.1051413912326349	1.5	0	0	0	0	2	2			
SUCLA2	unassigned	0.39472482856087776	-1.1052751714391222	1.5	0	0	0	0	2	2			
DPYSL4	unassigned	0.3943005841556986	-1.1056994158443014	1.5	0	0	0	0	2	2			
CRYM	unassigned	0.3942019903893368	-1.1057980096106632	1.5	0	0	0	0	2	2			
ACAD9	unassigned	0.39418404903668725	-1.1058159509633128	1.5	0	0	0	0	2	2			
DNAL1	unassigned	0.39414226000232855	-1.1058577399976715	1.5	0	0	0	0	2	2			
PPP6C	unassigned	0.39329217923977944	-1.1067078207602206	1.5	0	0	0	0	2	2			
BCAM	unassigned	0.39162729958877707	-1.108372700411223	1.5	0	0	0	0	2	2			
MPP2	unassigned	0.3909321370176517	-1.1090678629823483	1.5	0	0	0	0	2	2			
EIF3L	unassigned	0.3902407252231215	-1.1097592747768785	1.5	0	0	0	0	2	2			
RBKS	unassigned	0.3888658762625523	-1.1111341237374477	1.5	0	0	0	0	2	2			
RAB3GAP1	unassigned	0.3887535973300862	-1.1112464026699138	1.5	0	0	0	0	2	2			
PLSCR3	unassigned	0.38863364118264654	-1.1113663588173535	1.5	0	0	0	0	2	2			
ARVCF	unassigned	0.3883987527047412	-1.1116012472952588	1.5	0	0	0	0	2	2			
PCCA	unassigned	0.3875920881759025	-1.1124079118240975	1.5	0	0	0	0	2	2			
ATP5MG	unassigned	0.38743410215428176	-1.1125658978457182	1.5	0	0	0	0	2	2			
SIAE	unassigned	0.3864326660880564	-1.1135673339119436	1.5	0	0	0	0	2	2			
MCTS1	unassigned	0.3828889276885816	-1.1171110723114184	1.5	0	0	0	0	2	2			
PITHD1	unassigned	0.38238805525241215	-1.1176119447475878	1.5	0	0	0	0	2	2			
CNTNAP2	unassigned	0.381983939457049	-1.118016060542951	1.5	0	0	0	0	2	2			
ALDH18A1	unassigned	0.3817522771013848	-1.1182477228986152	1.5	0	0	0	0	2	2			
REEP2	unassigned	0.3812188802646006	-1.1187811197353994	1.5	0	0	0	0	2	2			
UBE2N	unassigned	0.38044899231734663	-1.1195510076826534	1.5	0	0	0	0	2	2			
PLEKHA6	unassigned	0.37917062829343395	-1.120829371706566	1.5	0	0	0	0	2	2			
EXOC3	unassigned	0.37826335818846957	-1.1217366418115304	1.5	0	0	0	0	2	2			
SUCLG1	unassigned	0.376761785512872	-1.123238214487128	1.5	0	0	0	0	2	2			
OCIAD1	unassigned	0.37675541786550415	-1.1232445821344959	1.5	0	0	0	0	2	2			
ARPIN	unassigned	0.37651950217271457	-1.1234804978272854	1.5	0	0	0	0	2	2			
KYAT3	unassigned	0.3752375797164489	-1.1247624202835511	1.5	0	0	0	0	2	2			
OPCML	unassigned	0.3748180150548377	-1.1251819849451623	1.5	0	0	0	0	2	2			
SARS2	unassigned	0.3724644290659298	-1.1275355709340702	1.5	0	1	0	0	2	2		MS	
MTMR1	unassigned	0.3723251754710497	-1.1276748245289503	1.5	0	0	0	0	2	2			
ADGRG1	unassigned	0.37224768556372645	-1.1277523144362736	1.5	0	1	0	0	2	2		MS	
KCMF1	unassigned	0.3721195610009371	-1.1278804389990629	1.5	0	0	0	0	2	2			
ENOPH1	unassigned	0.37160058777242266	-1.1283994122275773	1.5	0	0	0	0	2	2			
CCDC51	unassigned	0.37101561577798803	-1.128984384222012	1.5	0	0	0	0	2	2			
ATG2A	unassigned	0.37020963037201615	-1.1297903696279838	1.5	0	0	0	0	2	2			
NUDCD3	unassigned	0.3679243417224829	-1.132075658277517	1.5	0	0	0	0	2	2			
NDUFA1	unassigned	0.36771050593599464	-1.1322894940640054	1.5	0	0	0	0	2	2			
ARHGEF37	unassigned	0.36663050973231637	-1.1333694902676836	1.5	0	1	0	0	2	2		MS	
CPNE5	unassigned	0.36637533835416947	-1.1336246616458305	1.5	0	0	0	0	2	2			
RIDA	unassigned	0.3662915829370257	-1.1337084170629743	1.5	0	1	0	0	2	2		MS	
PFKFB2	unassigned	0.36558875780291444	-1.1344112421970856	1.5	0	0	0	0	2	2			
CTH	unassigned	0.36431593237582627	-1.1356840676241737	1.5	0	0	0	0	2	2			
NEBL	unassigned	0.3629115534629721	-1.137088446537028	1.5	0	0	0	0	2	2			
EPHA5	unassigned	0.36166584815990444	-1.1383341518400956	1.5	0	0	0	0	2	2			
UBA5	unassigned	0.3616413473219653	-1.1383586526780347	1.5	0	0	0	0	2	2			
MLC1	unassigned	0.36092375052609427	-1.1390762494739057	1.5	0	0	0	0	2	2			
AP3M2	unassigned	0.36050113853469123	-1.1394988614653088	1.5	0	0	0	0	2	2			
CSDE1	unassigned	0.35931334364521206	-1.140686656354788	1.5	0	0	0	0	2	2			
TAGLN3	unassigned	0.3590367539555541	-1.1409632460444459	1.5	0	0	0	0	2	2			
MTR	unassigned	0.3588751105455428	-1.1411248894544572	1.5	0	0	0	0	2	2			
NDRG2	unassigned	0.35845600715575276	-1.1415439928442472	1.5	0	0	0	0	2	2			
NEFH	unassigned	0.35590422021198687	-1.1440957797880131	1.5	0	0	0	0	2	2			
SEC14L2	unassigned	0.3502110540117216	-1.1497889459882784	1.5	0	0	0	0	2	2			
PIN1	unassigned	0.3488271895008288	-1.1511728104991712	1.5	0	0	0	0	2	2			
SH3BGRL2	unassigned	0.3483527374566535	-1.1516472625433465	1.5	0	0	0	0	2	2			
NECTIN1	unassigned	0.34831998755651616	-1.1516800124434838	1.5	0	0	0	0	2	2			
PIWIL4	unassigned	0.34805101304167496	-1.151948986958325	1.5	0	0	0	0	2	2			
ACO1	unassigned	0.34700383307339533	-1.1529961669266047	1.5	0	0	0	0	2	2			
AMPH	unassigned	0.3467422712858661	-1.153257728714134	1.5	0	0	0	0	2	2			
YKT6	unassigned	0.3458434138087285	-1.1541565861912715	1.5	0	0	0	0	2	2			
ADD2	unassigned	0.34559848498536105	-1.154401515014639	1.5	0	0	0	0	2	2			
ARL1	unassigned	0.3451779187483227	-0.4048220812516773	0.75	0	0	0	0	1	1			
SERPINA3	unassigned	0.34315962972635017	-1.1568403702736498	1.5	0	0	0	0	2	2			
SPTBN4	unassigned	0.3431513602648266	-1.1568486397351734	1.5	0	0	0	0	2	2			
PMPCA	unassigned	0.34143157736875107	-1.158568422631249	1.5	0	1	0	0	2	2		MS	
MTMR10	unassigned	0.34082628397394776	-1.1591737160260522	1.5	0	0	0	0	2	2			
IGHM	unassigned	0.34046346515590686	-1.1595365348440931	1.5	0	0	0	0	2	2			
OPLAH	unassigned	0.3401291162035416	-1.1598708837964584	1.5	0	1	0	0	2	2		MS	
JPT1	unassigned	0.3374770604516568	-1.1625229395483432	1.5	0	0	0	0	2	2			
PCYOX1L	unassigned	0.33738847137177275	-1.1626115286282273	1.5	0	0	0	0	2	2			
ATP5F1A	unassigned	0.3358357101672249	-1.164164289832775	1.5	0	1	0	0	2	2		MS	
STK24	unassigned	0.33448534050460954	-1.1655146594953905	1.5	0	0	0	0	2	2			
KRAS	unassigned	0.3344597104125486	-1.1655402895874514	1.5	0	0	0	0	2	2			
LDHA	metabolic_licensing	0.33373609479846955	-1.1662639052015304	1.5	0	0	0	0	2	2			
TUBA8	unassigned	0.33303695640999864	-1.1669630435900014	1.5	0	0	0	0	2	2			
SLC25A4	unassigned	0.3328414917373781	-1.167158508262622	1.5	0	0	0	0	2	2			
NDUFA2	unassigned	0.33273355595589416	-1.1672664440441058	1.5	0	1	0	0	2	2		MS	
NDUFA5	unassigned	0.33138622049596567	-1.1686137795040343	1.5	0	1	0	0	2	2		MS	
AAK1	unassigned	0.33079746817294575	-1.1692025318270542	1.5	0	0	0	0	2	2			
ASPRV1	unassigned	0.33004091989457884	-0.41995908010542116	0.75	0	0	0	0	1	1			
IPO5	unassigned	0.32951691861889154	-1.1704830813811085	1.5	0	1	0	0	2	2		MS	
MTURN	unassigned	0.32881937983392806	-1.171180620166072	1.5	0	0	0	0	2	2			
NPLOC4	unassigned	0.32780979927559706	-1.172190200724403	1.5	0	1	0	0	2	2		MS	
SSBP1	unassigned	0.32767250543717363	-1.1723274945628264	1.5	0	0	0	0	2	2			
VCPIP1	unassigned	0.32691109638693616	-1.1730889036130638	1.5	0	0	0	0	2	2			
TATDN1	unassigned	0.3263483397190541	-1.173651660280946	1.5	0	0	0	0	2	2			
DCLK2	unassigned	0.3260776929527909	-1.1739223070472091	1.5	0	1	0	0	2	2		MS	
CAMK2D	unassigned	0.3243402033389289	-1.1756597966610711	1.5	0	0	0	0	2	2			
AP1B1	unassigned	0.3243200391582204	-1.1756799608417796	1.5	0	0	0	0	2	2			
PCCB	unassigned	0.3231343118841541	-1.176865688115846	1.5	0	0	0	0	2	2			
HECTD4	unassigned	0.32253896717938657	-1.1774610328206134	1.5	0	0	0	0	2	2			
CAB39	unassigned	0.3223671467524387	-1.1776328532475613	1.5	0	0	0	0	2	2			
PREP	unassigned	0.3223272469422418	-1.1776727530577582	1.5	0	0	0	0	2	2			
MAN2C1	unassigned	0.32203808321751737	-1.1779619167824826	1.5	0	1	0	0	2	2		MS	
FAM162A	unassigned	0.32183167402852786	-1.1781683259714721	1.5	0	0	0	0	2	2			
SNAPIN	unassigned	0.32142648037586197	-1.178573519624138	1.5	0	0	0	0	2	2			
COPS8	unassigned	0.32131598531423	-1.17868401468577	1.5	0	1	0	0	2	2		MS	
IST1	unassigned	0.3208610687046769	-1.179138931295323	1.5	0	0	0	0	2	2			
RBBP7	unassigned	0.3204943762299646	-1.1795056237700354	1.5	0	0	0	0	2	2			
GLG1	unassigned	0.3198468356343289	-1.180153164365671	1.5	0	0	0	0	2	2			
GSR	unassigned	0.31944676027837726	-1.1805532397216227	1.5	0	0	0	0	2	2			
PPP1R7	unassigned	0.3180236335147235	-1.1819763664852765	1.5	0	1	0	0	2	2		MS	
RGS6	unassigned	0.3175706296480726	-0.4324293703519274	0.75	0	0	0	0	1	1			
NME1	unassigned	0.31690911174142133	-1.1830908882585787	1.5	0	1	0	0	2	2		MS	
DNM1L	unassigned	0.3166753786080361	-1.183324621391964	1.5	0	0	0	0	2	2			
PDHA1	unassigned	0.3147016282569173	-1.1852983717430827	1.5	0	0	0	0	2	2			
GART	unassigned	0.31459436065867474	-1.1854056393413253	1.5	0	0	0	0	2	2			
NCKIPSD	unassigned	0.31446775576671504	-1.185532244233285	1.5	0	0	0	0	2	2			
UBR4	unassigned	0.3124932281544248	-1.1875067718455752	1.5	0	0	0	0	2	2			
AP3S1	unassigned	0.31163665304257593	-0.43836334695742407	0.75	0	0	0	0	1	1			
CIAPIN1	unassigned	0.31156115434161835	-1.1884388456583816	1.5	0	0	0	0	2	2			
ABHD10	unassigned	0.3105476994146943	-1.1894523005853057	1.5	0	0	0	0	2	2			
CEP170	unassigned	0.309955478246394	-1.190044521753606	1.5	0	0	0	0	2	2			
APEX1	unassigned	0.30990462240993777	-1.1900953775900622	1.5	0	0	0	0	2	2			
TPD52	unassigned	0.30769698043765903	-1.192303019562341	1.5	0	0	0	0	2	2			
