gene	n_contexts_compared	c15_trend_contexts_tested	c15_trend_positive_context_count	c15_trend_positive_disease_count	c15_trend_negative_context_count	c15_strict_positive_context_count	c15_strict_positive_disease_count	c15_myeloid_positive_context_count	c15_state_pearson_r	c15_state_pearson_p	c15_state_spearman_r	c15_state_spearman_p	best_c15_context_delta	best_c15_context	positive_c15_contexts	negative_c15_contexts	contrast_state_score	mechanistic_seed	ms_delta_log2	ms_p	ms_fdr	residual_strict_disease_count	residual_retained_disease_count	wave39_call	wave39_score	uniprot_accessible	chembl_activity_count	wave55_score	wave55_n_genetic_diseases_ge_0_25	wave55_genetic_diseases_ge_0_25	wave62_score	wave62_call	wave62_ms_max_l2g_score	wave62_ms_max_relevant_qtl_h4	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	manual_blocker	prior_context_blocker	w68_cell_state	w68_remission_adjusted_delta	w68_remission_adjusted_p	w68_remission_adjusted_fdr	w68_call	w37_screen_call	w37_contrast_lfc	w37_contrast_fdr	w18_strong_support_contexts	w18_recommendation	wave79_call	wave79_gate_count	wave94_call	wave94_score	wave95_call	gate_ms_anchor	gate_c15_contrast_state	gate_cross_disease_residual	gate_cell_response_or_transition	gate_real_perturbation	gate_foundation_support	gate_genetics	gate_modality	gate_prior_not_blocked	intervention_evidence_count	pre_donor_controller_score	candidate_for_donor_validation
FUT5	5	3	0	0	0	0	0	0	0.22002705530737854	0.7221299670789294	0.09999999999999999	0.8728885715695384					0.4400541106147571	False	1.4080516681371424	0.108393611494938	0.8989378106274888	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.4400541106147571	False
AL662789.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TUBA3D	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC104002.3	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
MUSTN1	2	0	0	0	0	0	0	0									0.0	False	-0.4993731077798333	0.529605603324028	0.9357323188472788	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0708615456687011	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AP005121.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL133166.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
PRAMEF17	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0403898543218151	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
DOCK9-AS1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
POTED	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
KRT25	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1047774527975639	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL138921.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TECTB	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5771511823222675	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL356747.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC245884.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC131009.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC115837.2	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
GSG1L2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
LARS2-AS1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
RIPPLY3	7	3	0	0	0	0	0	0	-0.14786458866921715	0.7517124270210236	-0.28571428571428575	0.5345092286010408					-0.2957291773384343	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.2496402101671337	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.2957291773384343	False
ORM2	3	1	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.1616526433643221	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
KLHL30	4	1	0	0	0	0	0	0	0.3590005133565192	0.6409994866434807	0.19999999999999998	0.8					0.7180010267130384	False	0.5938252552447492	0.5653838183871669	0.9421605384459328	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.0608000843048843	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.7180010267130384	False
PSG1	3	1	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TSPAN9-IT1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC104393.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL121832.3	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL158013.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
CNNM3-DT	7	3	0	0	0	0	0	0	0.13260629363087184	0.7768546307620299	-0.10714285714285716	0.8191508555699912					0.2652125872617437	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.2652125872617437	False
PRSS50	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.3408376870153173	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
DYNAP	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5604089939863429	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC107886.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TRIM43B	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.1001026750450988	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
SIM1	7	4	1	1	1	0	0	0	-0.02547825633307825	0.9567608060420809	0.0	1.0	0.2788909516437075	t1d_ductal_cell	t1d_ductal_cell	t1d_acinar_cell	-0.5509565126661565	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-1.106723506900262	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-1.5509565126661564	False
AL357509.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
SLC6A5	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4795605109949845	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
IL25	3	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.535491217193391	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
GPC6-AS1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL591167.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC100778.2	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC233701.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL357052.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC109460.4	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
OPN5	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4225438567468565	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
NCF4-AS1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
MAGI1-IT1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
PAGE1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
FREM3	4	1	0	0	1	0	0	0	-0.2437526851039607	0.7562473148960394	-0.19999999999999998	0.8				t1d_ductal_cell	-1.9875053702079213	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.3546260565771991	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-2.9875053702079213	False
TRIM43	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL355073.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
NCKAP5-IT1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL390195.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
SYNJ2-IT1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
NTF4	4	0	0	0	0	0	0	0	0.6070073562779604	0.3929926437220397	0.7999999999999999	0.2000000000000001					1.2140147125559209	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	1.2140147125559209	False
TAGLN3	8	4	0	0	1	0	0	0	-0.32524142703460646	0.43181340592943485	-0.6190476190476191	0.1017330374542648				t1d_acinar_cell	-2.150482854069213	False	-0.6168998167594917	0.4938501061913468	0.927200700507266	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.0434961727566038	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.150482854069213	False
AL670729.3	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
CU633904.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AP001267.4	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC104078.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
SPDYC	3	1	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL354989.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AF131215.3	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
DEFB131A	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
ASCL5	6	2	0	0	1	0	0	0	-0.7469727400500932	0.08793443531141779	-0.8285714285714287	0.04156268221574335				t1d_acinar_cell	-2.9939454801001864	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.4677857719180613	1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.9939454801001864	False
AL121772.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AP001085.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
RPS4Y2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
CASP12	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0								UNRESOLVED	-0.195481043650329	0.9971256078463696	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
LSAMP-AS1	4	0	0	0	0	0	0	0	-0.08478483636269878	0.9152151636373012	0.0	1.0					-0.16956967272539755	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.16956967272539755	False
AC127496.4	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL136984.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC100793.3	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL355974.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
CSHL1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
IL26	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TEX38	4	2	0	0	1	0	0	0	-0.49225781101995136	0.5077421889800486	-0.39999999999999997	0.6				t1d_acinar_cell	-2.4845156220399027	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	-0.5377017886621644	0.9965506589785832	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-3.4845156220399027	False
AL139008.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC138207.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
CNTNAP3C	3	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC114808.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC112187.3	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
TMEM108-AS1	3	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL359682.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AP001615.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL109767.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
FO680682.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AP000221.1	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
NHLH2	5	1	0	0	0	0	0	0	-0.26377241851473027	0.6680906734104368	-0.3	0.623837664781073					-0.5275448370294605	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.4834329055612997	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	-0.5275448370294605	False
FAM242E	1	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AL591428.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
LRRTM3	3	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			Mono_macro				DESCRIPTIVE_GENE_SIGNAL	UNRESOLVED	0.5136405491079712	0.920009505703422	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
AC116666.1	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
VXN	8	3	0	0	0	0	0	0	0.48516669731827133	0.22298409667499108	0.6904761904761906	0.05799031816457273					0.9703333946365427	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.9703333946365427	False
AP001830.2	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0			DC				DESCRIPTIVE_GENE_SIGNAL			1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
HOXC-AS3	2	0	0	0	0	0	0	0									0.0	False				0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0										1.0	0.0			0.0				False	False	False	False	False	False	False	False	True	0	0.0	False
