gene	tested_compartment_count	positive_compartment_count	negative_compartment_count	positive_fdr10_compartment_count	negative_fdr10_compartment_count	positive_disease_count	negative_disease_count	positive_diseases	negative_diseases	best_positive_p	best_positive_fdr	max_positive_delta_log2_cpm	median_positive_hedges_g	best_negative_p	min_negative_delta_log2_cpm	top_positive_compartments	in_lipid_lysosomal_myeloid_neighborhood	ms_wm_delta_log2	ms_wm_hedges_g	ms_wm_p	ms_wm_fdr	opentargets_disease_count	opentargets_diseases	opentargets_max_overall	opentargets_max_genetic_association	opentargets_max_known_drug_or_clinical	opentargets_channels_present	existing_priority_score	existing_weighted_evidence_score	existing_ms_anchor_score	existing_positive_disease_count	existing_negative_disease_count	existing_positive_diseases	existing_negative_diseases	existing_prior_flag	ms_positive_nominal	ms_positive_trend	genetic_or_target_db_breadth	discovery_priority_score	has_ms_anchor	broad_pool_reason
UQCRC1	17	3	0	0	0	3	0	Crohn disease;psoriasis;type 1 diabetes mellitus		0.0002608800673006	0.1420710845673067	0.9252010092670524	1.8947947516010448			psoriasis_keratinocyte:0.925,p=0.00026;ibd_crohn_epithelial:0.501,p=0.0058;t1d_acinar_cell:0.28,p=0.017	False	0.2554910437205446	0.6609689901903516	0.1445881458805587	0.8989378106274888							0.1963079271715164	-1.3036920728284835	1.5	0.0	1.0		MS		False	True	0.0	14.009815396358576	True	positive_disease_count>=3_with_MS_anchor
SRPRB	17	3	0	1	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0009782529960792	0.0887611741911268	0.9544847491241376	2.191613716085276			ibd_crohn_epithelial:0.883,p=0.00098;ibd_uc_epithelial:0.954,p=0.0035;psoriasis_keratinocyte:0.61,p=0.039	False	0.3675286242333886	0.5375269196499866	0.2065821317720323	0.8993702893651148															False	False	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
LAPTM5	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0032646368812315	0.1364986614165965	2.7627129904622203	1.287319593893823			ibd_uc_stromal:2.76,p=0.0033;t1d_endothelial_cell:1.61,p=0.02;ibd_crohn_stromal:1.68,p=0.045	False	0.2726573823705198	0.6924799073505363	0.1303632586408956	0.8989378106274888															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
NBN	17	5	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0049898026124519	0.1491475039222904	1.3026564363685518	2.012352736291686			ibd_uc_myeloid:1.19,p=0.005;ibd_crohn_epithelial:0.644,p=0.0067;ibd_crohn_myeloid:1.3,p=0.013;psoriasis_keratinocyte:0.573,p=0.032;ibd_uc_epithelial:0.801,p=0.046	False	0.2769054544342513	0.5513958790984457	0.2079833765165565	0.8993702893651148															False	False	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
LRIG3	15	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0089079030761151	0.1603146482324397	1.0204627721777868	1.2062222985715227			ibd_crohn_epithelial:0.675,p=0.0089;t1d_stellate_cell:1.02,p=0.036;ibd_uc_epithelial:0.502,p=0.048	False	1.4284885080798049	0.8508598309758607	0.0537582280326119	0.8904676266102052															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
EIF2B4	17	5	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0097138075552163	0.1633438623739612	1.106867115669031	1.2556788393539795			ibd_crohn_epithelial:0.495,p=0.0097;t1d_beta_cell:0.497,p=0.025;t1d_acinar_cell:0.401,p=0.032;t1d_endothelial_cell:1.11,p=0.034;ibd_uc_stromal:0.48,p=0.047	False	0.2877674652187689	0.5655645864609553	0.1859705438511412	0.8993702893651148															False	False	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
STARD3NL	17	3	0	0	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0156824190828098	0.2869120920854114	0.7110203178341314	1.4615997254682802			psoriasis_keratinocyte:0.711,p=0.016;ibd_uc_stromal:0.547,p=0.022;t1d_stellate_cell:0.494,p=0.026	False	0.390165879492395	0.6653790243297889	0.123344185153865	0.8989378106274888															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
ALKBH7	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;psoriasis		0.0295901267477847	0.5822713528426208	1.7966946737387612	1.413651381380047			sjogren_gland_stromal:0.464,p=0.03;ibd_crohn_stromal:1.8,p=0.04;psoriasis_skin_apc:0.544,p=0.05	False	0.4117824093932132	0.7494800442986602	0.0918558101456558	0.8989378106274888															False	True	0.0	14.0	True	positive_disease_count>=3_with_MS_anchor
CENPF	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0063543716667655	0.1988658550032037	1.6670076932552624	2.4042394489243537			psoriasis_keratinocyte:1.67,p=0.0064;psoriasis_skin_stromal:1.56,p=0.0073;ibd_crohn_epithelial:1.48,p=0.018;ibd_uc_epithelial:1.14,p=0.035	False	0.9442555978549034	0.5211173200938907	0.2196408882425368	0.8993702893651148															False	False	0.0	13.0	True	positive_disease_count>=3_with_MS_anchor
STARD5	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0068656340681158	0.2181187554896872	1.9109202261699985	1.361453098615363			t1d_endothelial_cell:1.82,p=0.0069;ibd_crohn_myeloid:1.91,p=0.0083;t1d_stellate_cell:0.848,p=0.032;ibd_uc_myeloid:1.64,p=0.037	False	0.3405236664023316	0.5365244255576554	0.2090343477941671	0.8993702893651148															False	False	0.0	13.0	True	positive_disease_count>=3_with_MS_anchor
BTN3A1	17	4	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0070705127839726	0.1516184326881906	1.747964187869783	1.323701601461098			ibd_crohn_epithelial:1.15,p=0.0071;ibd_uc_epithelial:1.16,p=0.029;t1d_ductal_cell:1.75,p=0.032;t1d_stellate_cell:1.25,p=0.049	False	0.332851918626238	0.5824156142884032	0.180138895914588	0.8993702893651148															False	False	0.0	13.0	True	positive_disease_count>=3_with_MS_anchor
BTN2A2	17	4	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0102124579961972	0.1912903007943069	1.74439708065408	1.5295423781082156			ibd_uc_epithelial:1.74,p=0.01;ibd_crohn_epithelial:0.839,p=0.047;ibd_uc_stromal:1.22,p=0.047;psoriasis_skin_apc:1.17,p=0.048	False	0.2667644858023408	0.5647469973944027	0.1863670669301857	0.8993702893651148															False	False	0.0	13.0	True	positive_disease_count>=3_with_MS_anchor
ATG7	17	3	0	0	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0117502125514534	0.2254230874938375	1.1749754010350475	1.639730092811224			ibd_uc_stromal:0.876,p=0.012;psoriasis_skin_stromal:0.309,p=0.014;t1d_endothelial_cell:1.17,p=0.028	False	0.3458460116218482	0.5394776014839906	0.2326137674343736	0.9004758652001262							7.162199944879863	2.8310999724399313	4.331099972439931	1.0	0.0	MS			False	False	0.0	12.358109997243991	True	positive_disease_count>=3_with_MS_anchor
TSN	17	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0074984968238318	0.1733796076908522	0.664141458133626	1.9940726256025656			ibd_uc_epithelial:0.664,p=0.0075;psoriasis_keratinocyte:0.399,p=0.042;ibd_crohn_epithelial:0.234,p=0.046	False	0.2564747912330389	0.6057707120879179	0.166883356677974	0.8989378106274888							1.458146772810203	-0.0418532271897968	1.5	0.0	1.0		MS		False	False	0.0	12.07290733864051	True	positive_disease_count>=3_with_MS_anchor
CXCL11	16	3	0	0	0	3	0	Crohn disease;psoriasis;ulcerative colitis		0.0030344746360804	0.1332579567234817	3.929186801101718	2.041969727418463			ibd_uc_stromal:2.77,p=0.003;ibd_crohn_myeloid:3.93,p=0.007;psoriasis_skin_stromal:2.03,p=0.041	False	1.4257281563943538	0.5619393942266113	0.2008760468856298	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
MIPEP	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0074809851224894	0.1657127789662995	1.700943758810734	1.6676232021775592			t1d_endothelial_cell:1.7,p=0.0075;ibd_crohn_epithelial:1.07,p=0.01;ibd_uc_epithelial:1.09,p=0.011	False	0.9516126165584088	0.5495291000186122	0.1969728982785398	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
ETV7	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0.0098186617072935	0.3708356959625244	2.120998904854126	1.2251848005145791			t1d_acinar_cell:1.15,p=0.0098;ibd_crohn_myeloid:2.12,p=0.043;sjogren_gland_stromal:0.631,p=0.044	False	1.2818765454897223	0.5820849016926886	0.1865737416259766	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
RHOF	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0.0131153672458357	0.2491755809733345	1.1926780429927222	0.920996608548408			ibd_crohn_myeloid:1.13,p=0.013;sjogren_gland_stromal:0.876,p=0.027;t1d_stellate_cell:1.19,p=0.032	False	0.958311358264864	0.5565395633110964	0.1915339443614679	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
ADM	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis		0.0165039809203659	0.2718898511008051	2.446026161182271	1.393061937626414			ibd_crohn_myeloid:2.45,p=0.017;ibd_uc_myeloid:2.04,p=0.034;sjogren_gland_stromal:0.537,p=0.039	False	0.4472306428657475	0.5238764707784727	0.2265084165897911	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
BUD13	17	3	0	0	0	3	0	psoriasis;type 1 diabetes mellitus;ulcerative colitis		0.0173040126765798	0.380809858161559	1.597153643295261	1.3521358504208787			psoriasis_skin_apc:1.03,p=0.017;t1d_acinar_cell:0.607,p=0.041;ibd_uc_myeloid:1.6,p=0.045	False	0.3572683459622823	0.5859759193663235	0.1730613096774222	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
LY6E	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;type 1 diabetes mellitus		0.0180415140842396	0.3460182842246059	1.477329536705387	1.318541406038544			t1d_acinar_cell:1.23,p=0.018;ibd_crohn_myeloid:1.11,p=0.033;sjogren_gland_apc:1.48,p=0.045	False	0.3272828033253923	0.517960505549519	0.2373098656275115	0.9004758652001262															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
LITAF	17	3	0	0	0	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis		0.0198794358380266	0.289181658767819	1.1553043961161509	1.4968667215380047			ibd_uc_myeloid:1.14,p=0.02;ibd_crohn_myeloid:1.16,p=0.021;t1d_acinar_cell:0.662,p=0.032	False	0.3084198322537244	0.5968595911362213	0.1715754140954014	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
KBTBD6	17	3	0	0	0	3	0	Crohn disease;psoriasis;type 1 diabetes mellitus		0.0251065464102998	0.2242678965802862	1.4079219491749415	1.580804461267456			ibd_crohn_epithelial:0.498,p=0.025;psoriasis_skin_apc:1.41,p=0.048;t1d_ductal_cell:0.824,p=0.049	False	0.3766793388769338	0.5434057081802849	0.2035455678257442	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
MRPS12	17	3	0	0	0	3	0	Crohn disease;Sjogren syndrome;psoriasis		0.030138149533426	0.4001980016287315	0.7548849773257862	1.2913927229875497			psoriasis_keratinocyte:0.755,p=0.03;ibd_crohn_stromal:0.552,p=0.036;sjogren_gland_epithelial:0.346,p=0.044	False	0.5602188351892394	0.5283660722185923	0.2166213901035375	0.8993702893651148															False	False	0.0	12.0	True	positive_disease_count>=3_with_MS_anchor
CRTAP	17	3	2	0	0	3	2	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	Crohn disease;ulcerative colitis	0.020423020726336	0.2085759398696079	0.9888210641004522	1.4719463050022648	0.0038783435888698	-0.9276239126018836	ibd_crohn_epithelial:0.644,p=0.02;t1d_acinar_cell:0.428,p=0.023;ibd_uc_epithelial:0.989,p=0.023	False	0.3843746543733211	0.8753546948055304	0.0498891394668517	0.8768579428612613															True	True	0.0	11.0	True	positive_disease_count>=3_with_MS_anchor
MED25	17	4	1	0	0	3	1	Crohn disease;psoriasis;type 1 diabetes mellitus	Sjogren syndrome	0.0082405431840837	0.2085759398696079	1.6159194433201884	1.7629230375493377	0.0468324762583867	-1.9632598368481595	ibd_crohn_myeloid:1.15,p=0.0082;psoriasis_skin_stromal:0.555,p=0.016;ibd_crohn_epithelial:0.709,p=0.02;t1d_endothelial_cell:1.62,p=0.026	False	0.4125659279239304	0.7257702769476079	0.0981521022922135	0.8989378106274888															False	True	0.0	11.0	True	positive_disease_count>=3_with_MS_anchor
GRHL1	17	4	1	0	0	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.0189130412168827	0.2463286324409767	2.06511752962803	1.2875967944940112	0.0009442251813484	-1.5832057772685046	t1d_beta_cell:1.07,p=0.019;t1d_endothelial_cell:2.07,p=0.03;ibd_crohn_epithelial:0.761,p=0.033;ibd_uc_stromal:1.11,p=0.036	False	2.001771380319651	0.8700447762038712	0.0513990236206579	0.8793979920162018															False	True	0.0	11.0	True	positive_disease_count>=3_with_MS_anchor
ELK3	17	5	1	0	0	3	1	Crohn disease;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.0090440326527062	0.2229492836348736	1.4237677375779183	1.5036731774457075	0.0446874643448759	-1.0166405500292592	ibd_uc_myeloid:1.42,p=0.009;ibd_crohn_myeloid:1.11,p=0.019;ibd_crohn_stromal:0.74,p=0.024;ibd_crohn_epithelial:0.97,p=0.039;psoriasis_keratinocyte:0.557,p=0.043	False	0.2715276955211649	0.5385862253706061	0.2197664273138365	0.8993702893651148															False	False	0.0	10.0	True	positive_disease_count>=3_with_MS_anchor
ABHD13	17	3	1	0	0	3	1	Crohn disease;psoriasis;ulcerative colitis	type 1 diabetes mellitus	0.0164921394636003	0.2424874251669218	0.947309447277212	1.5348108953104085	0.0407966899954278	-0.6217224402171997	ibd_uc_myeloid:0.947,p=0.016;psoriasis_skin_stromal:0.458,p=0.019;ibd_crohn_epithelial:0.543,p=0.031	False	0.2523206566289371	0.8151546140958147	0.0675857913143448	0.8989378106274888															False	True	0.0	10.0	True	positive_disease_count>=3_with_MS_anchor
GPT2	17	3	1	0	0	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	Sjogren syndrome	0.0067331003865649	0.1491475039222904	1.8882895430428648	1.640771532391999	0.0157682787956485	-0.4985614648236458	ibd_crohn_epithelial:1.24,p=0.0067;t1d_stellate_cell:1.89,p=0.0068;ibd_uc_epithelial:1.24,p=0.017	False	0.4009008708410366	0.5871401094880986	0.1889811548533993	0.8993702893651148							1.8952377415328632	0.1976188707664318	1.6976188707664317	1.0	0.0	MS			False	False	0.0	8.094761887076643	True	positive_disease_count>=3_with_MS_anchor
ACTG1	17	3	1	0	0	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	psoriasis	0.0088618231561458	0.2487347852851226	0.8431426445606398	1.3806617717600045	0.0223489923253333	-0.8031703704534703	t1d_endothelial_cell:0.843,p=0.0089;ibd_uc_myeloid:0.667,p=0.02;ibd_crohn_myeloid:0.357,p=0.043	False	0.2705016865406886	0.5763434735599925	0.1886772248244732	0.8993702893651148															False	False	0.0	8.0	True	positive_disease_count>=3_with_MS_anchor
MID1IP1	17	4	2	0	0	3	1	Crohn disease;psoriasis;type 1 diabetes mellitus	psoriasis	0.0093567688339229	0.2203398835750989	1.9180367424126277	1.1282802818050552	0.007915077140204	-1.1733729241544752	psoriasis_keratinocyte:1.92,p=0.0094;t1d_endothelial_cell:1.65,p=0.012;t1d_stellate_cell:1.27,p=0.023;ibd_crohn_epithelial:0.818,p=0.024	False	0.2683398180107677	0.4973012508136536	0.2426398037856185	0.9004758652001262															False	False	0.0	8.0	True	positive_disease_count>=3_with_MS_anchor
UBL5	17	5	2	0	0	3	2	Sjogren syndrome;psoriasis;type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.0096335821591734	0.4012178530095457	0.6401909422434784	1.0854800518570349	0.0022399182558758	-0.712452575408161	sjogren_gland_apc:0.414,p=0.0096;sjogren_gland_stromal:0.383,p=0.028;t1d_acinar_cell:0.64,p=0.034;psoriasis_keratinocyte:0.382,p=0.036;t1d_ductal_cell:0.32,p=0.045	False	0.2835639253096165	0.5542026515487991	0.1966424033633563	0.8993702893651148							0.2583313264602267	-0.4916686735397733	0.75	0.0	0.0				False	False	0.0	6.012916566323011	True	positive_disease_count>=3_with_MS_anchor
IL32	17	5	2	0	1	3	2	Crohn disease;psoriasis;type 1 diabetes mellitus	Crohn disease;ulcerative colitis	0.0024386367616401	0.2221134452597335	2.7283815207499127	1.575667369464819	0.0005257835282844	-1.3318046198709954	t1d_ductal_cell:1.13,p=0.0024;psoriasis_skin_stromal:1.22,p=0.021;ibd_crohn_myeloid:1.51,p=0.026;psoriasis_skin_apc:2.73,p=0.038;t1d_endothelial_cell:1.23,p=0.049	False	1.0081045036770142	0.5756342378307668	0.1778387908597707	0.8993702893651148															False	False	0.0	6.0	True	positive_disease_count>=3_with_MS_anchor
NUCB2	17	4	2	0	0	3	2	Crohn disease;Sjogren syndrome;ulcerative colitis	Crohn disease;type 1 diabetes mellitus	0.0045342610892669	0.1443771995729229	1.481080774130359	1.2587913297369715	0.0023033423922133	-0.6723279179403416	ibd_uc_epithelial:1.19,p=0.0045;sjogren_gland_stromal:1.48,p=0.029;ibd_uc_stromal:0.318,p=0.035;ibd_crohn_epithelial:0.681,p=0.049	False	0.4995345741886563	0.5288509600287234	0.2214851652580735	0.8993702893651148							1.7259110537311877	0.1129555268655938	1.6129555268655935	0.0	0.0				False	False	0.0	5.086295552686559	True	positive_disease_count>=3_with_MS_anchor
GORASP2	17	5	3	1	2	3	3	Crohn disease;psoriasis;ulcerative colitis	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	0.0006764530275508	0.0568190772908195	0.8798761551067686	2.344921425083829	7.91190390812785e-05	-0.7047653903044031	ibd_uc_epithelial:0.88,p=0.00068;ibd_crohn_epithelial:0.703,p=0.003;psoriasis_skin_apc:0.539,p=0.021;psoriasis_skin_stromal:0.517,p=0.028;psoriasis_keratinocyte:0.471,p=0.046	False	0.4316215496223208	0.5040097509439544	0.2341673831447943	0.9004758652001262							-0.1651735156305172	-0.9151735156305172	0.75	0.0	1.0		MS		False	False	0.0	3.991741324218474	True	positive_disease_count>=3_with_MS_anchor
DSTN	17	4	3	0	1	3	3	Crohn disease;Sjogren syndrome;ulcerative colitis	Crohn disease;psoriasis;ulcerative colitis	0.0049572558863476	0.1616852426069232	0.6184021984923156	1.6425066888623183	0.0002527094419837	-0.7352779920014418	ibd_uc_stromal:0.597,p=0.005;ibd_crohn_stromal:0.618,p=0.0071;ibd_uc_epithelial:0.361,p=0.029;sjogren_gland_stromal:0.295,p=0.031	False	0.4342386170352448	0.6751144886860903	0.1242017348998947	0.8989378106274888							0.2040003175137656	-1.2959996824862343	1.5	0.0	1.0		MS		False	True	0.0	3.010200015875688	True	positive_disease_count>=3_with_MS_anchor
