	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11
RPL4P5	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	1.0	0.0
RPL4P6	6.0	2.0	0.0	4.0	1.0	1.0	4.0	3.0	1.0	9.0	0.0
RPL5	1516.0	1250.0	1916.0	1596.0	634.0	1470.0	393.0	481.0	490.0	1250.0	183.0
RPL5P1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0
RPL5P10	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL5P11	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
RPL5P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P13	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL5P16	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL5P17	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
RPL5P18	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P19	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL5P20	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P22	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL5P23	3.0	4.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
RPL5P24	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
RPL5P25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
RPL5P26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL5P28	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RPL5P29	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0
RPL5P3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL5P30	2.0	2.0	3.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0
RPL5P31	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0
RPL5P32	0.0	2.0	1.0	0.0	1.0	1.0	0.0	3.0	8.0	0.0	0.0
RPL5P33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P34	2.0	0.0	10.0	1.0	19.0	30.0	1.0	15.0	8.0	34.0	1.0
RPL5P35	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
RPL5P4	6.0	1.0	3.0	8.0	2.0	3.0	2.0	0.0	2.0	2.0	1.0
RPL5P5	2.0	5.0	1.0	0.0	1.0	2.0	0.0	1.0	5.0	1.0	1.0
RPL5P6	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0
RPL5P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL5P8	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL5P9	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
RPL6P12	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL6P2	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RPL6P21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6P24	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
RPL6P25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
RPL6P27	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RPL6P29	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
RPL6P30	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6P7	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL6P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL6P9	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RPL7	1246.0	1006.0	1465.0	1143.0	555.0	1255.0	320.0	428.0	448.0	1000.0	153.0
RPL7A	1125.0	930.0	1248.0	1067.0	523.0	1135.0	273.0	461.0	404.0	1022.0	151.0
RPL7AP10	0.0	2.0	1.0	3.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0
RPL7AP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7AP14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
RPL7AP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL7AP23	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
RPL7AP25	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL7AP26	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP28	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL7AP3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP30	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7AP31	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL7AP33	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP34	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL7AP38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP4	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP49	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7AP50	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
RPL7AP51	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP52	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0
RPL7AP53	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP57	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7AP58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP6	0.0	0.0	5.0	0.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0
RPL7AP60	3.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
RPL7AP61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP64	1.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP65	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
RPL7AP66	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7AP69	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP7	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL7AP71	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP73	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
RPL7AP8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7AP9	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7L1	289.0	282.0	289.0	253.0	164.0	360.0	97.0	119.0	269.0	330.0	41.0
RPL7L1P1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
RPL7L1P10	0.0	0.0	2.0	1.0	3.0	2.0	2.0	3.0	9.0	8.0	1.0
RPL7L1P11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7L1P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7L1P13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL7L1P2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7L1P3	0.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	0.0
RPL7L1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7L1P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7L1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7L1P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7L1P9	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
RPL7P1	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
RPL7P10	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7P11	0.0	2.0	1.0	0.0	0.0	3.0	1.0	0.0	4.0	0.0	0.0
RPL7P12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL7P13	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0
RPL7P14	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL7P15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P16	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P18	0.0	2.0	0.0	3.0	2.0	8.0	5.0	3.0	5.0	1.0	0.0
RPL7P19	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
RPL7P2	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P20	1.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0
RPL7P21	2.0	0.0	8.0	0.0	2.0	3.0	4.0	1.0	0.0	2.0	0.0
RPL7P22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P23	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL7P24	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	5.0	3.0	0.0
RPL7P25	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0
RPL7P26	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P27	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
RPL7P28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P29	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
RPL7P3	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL7P30	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P32	1.0	2.0	4.0	0.0	4.0	3.0	0.0	6.0	4.0	4.0	0.0
RPL7P33	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P34	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
RPL7P35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
RPL7P36	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0
RPL7P37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P38	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P39	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P40	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
RPL7P41	2.0	3.0	4.0	1.0	5.0	0.0	0.0	0.0	3.0	5.0	0.0
RPL7P42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P43	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
RPL7P44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P46	2.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
RPL7P47	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
RPL7P48	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL7P49	7.0	6.0	1.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0
RPL7P5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P52	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
RPL7P53	1.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	2.0	1.0	0.0
RPL7P54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
RPL7P55	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
RPL7P56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7P57	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL7P58	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P59	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPL7P6	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL7P60	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0
RPL7P61	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	8.0	0.0	1.0
RPL7P7	2.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0
RPL7P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL8	1829.0	1513.0	1794.0	1777.0	819.0	1462.0	471.0	706.0	642.0	1249.0	225.0
RPL8P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9	1532.0	168.0	827.0	733.0	921.0	785.0	192.0	834.0	89.0	937.0	148.0
RPL9P15	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL9P16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P18	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RPL9P2	1.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0
RPL9P21	0.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
RPL9P25	3.0	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
RPL9P28	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL9P29	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPL9P30	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
RPL9P31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P32	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
RPL9P33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPL9P6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPL9P7	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP0	1570.0	1254.0	1974.0	1762.0	749.0	1663.0	457.0	603.0	570.0	1428.0	214.0
RPLP0P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP0P11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP0P2	21.0	24.0	33.0	18.0	12.0	41.0	7.0	16.0	34.0	28.0	5.0
RPLP0P6	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RPLP0P7	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP1	1921.0	1312.0	2108.0	1986.0	986.0	2057.0	585.0	882.0	800.0	1849.0	345.0
RPLP1P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP1P11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
RPLP1P13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPLP1P6	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPLP2	1029.0	859.0	1226.0	1052.0	587.0	1251.0	332.0	477.0	481.0	1081.0	130.0
RPLP2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
RPN1	1935.0	1299.0	2031.0	2148.0	912.0	1678.0	626.0	858.0	744.0	1908.0	361.0
RPN2	1689.0	1446.0	2305.0	2016.0	997.0	2294.0	621.0	857.0	818.0	1997.0	322.0
RPP14	112.0	101.0	121.0	78.0	61.0	112.0	30.0	57.0	82.0	119.0	11.0
RPP21	60.0	34.0	60.0	51.0	14.0	44.0	4.0	11.0	10.0	31.0	5.0
RPP25	4.0	0.0	8.0	5.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0
RPP25L	51.0	30.0	44.0	28.0	12.0	30.0	3.0	24.0	4.0	11.0	5.0
RPP30	141.0	105.0	99.0	102.0	42.0	66.0	13.0	22.0	45.0	37.0	19.0
RPP38	51.0	38.0	66.0	57.0	23.0	55.0	17.0	23.0	36.0	57.0	3.0
RPP40	9.0	4.0	4.0	7.0	0.0	6.0	4.0	1.0	2.0	1.0	1.0
RPP40P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPP40P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPRD1A	47.0	28.0	46.0	74.0	15.0	18.0	8.0	10.0	16.0	25.0	6.0
RPRD1B	121.0	95.0	128.0	101.0	66.0	119.0	34.0	62.0	59.0	124.0	17.0
RPRD2	65.0	51.0	77.0	65.0	24.0	46.0	16.0	25.0	17.0	24.0	7.0
RPRM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPRML	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS10	938.0	741.0	1000.0	793.0	454.0	770.0	202.0	384.0	341.0	686.0	101.0
RPS10-NUDT3	30.0	89.0	73.0	61.0	47.0	34.0	22.0	6.0	49.0	50.0	13.0
RPS10P14	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS10P16	0.0	1.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
RPS10P18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPS10P2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS10P20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPS10P21	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS10P27	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
RPS10P28	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPS10P3	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS10P5	0.0	0.0	1.0	5.0	4.0	4.0	0.0	1.0	1.0	2.0	0.0
RPS10P7	32.0	27.0	39.0	29.0	18.0	50.0	13.0	20.0	55.0	42.0	3.0
RPS11	1292.0	1106.0	1520.0	1297.0	619.0	1472.0	420.0	557.0	599.0	1198.0	224.0
RPS11P1	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS11P5	4.0	3.0	8.0	1.0	1.0	13.0	4.0	0.0	5.0	5.0	1.0
RPS11P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPS12	1113.0	888.0	1347.0	1162.0	604.0	1122.0	342.0	515.0	458.0	994.0	156.0
RPS12P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS12P15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
RPS12P16	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS12P17	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RPS12P18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS12P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
RPS12P20	21.0	12.0	20.0	31.0	17.0	61.0	17.0	9.0	6.0	25.0	2.0
RPS12P21	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
RPS12P23	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
RPS12P24	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
RPS12P26	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RPS12P27	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
RPS12P28	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS12P31	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
RPS12P5	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS13	1440.0	1188.0	1722.0	1456.0	780.0	1782.0	463.0	618.0	736.0	1473.0	217.0
RPS13P2	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
RPS14	1034.0	870.0	1197.0	854.0	476.0	1022.0	213.0	395.0	442.0	896.0	111.0
RPS14P4	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	4.0	0.0
RPS14P7	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPS14P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15	950.0	794.0	1249.0	1050.0	417.0	1004.0	248.0	369.0	374.0	940.0	112.0
RPS15A	733.0	620.0	923.0	774.0	376.0	745.0	217.0	268.0	346.0	654.0	100.0
RPS15AP1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
RPS15AP10	3.0	0.0	12.0	2.0	2.0	0.0	1.0	0.0	3.0	2.0	0.0
RPS15AP11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP12	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPS15AP16	2.0	2.0	0.0	1.0	0.0	5.0	0.0	2.0	1.0	3.0	0.0
RPS15AP17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RPS15AP18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP24	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0
RPS15AP25	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
RPS15AP28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP29	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RPS15AP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP30	11.0	10.0	9.0	6.0	19.0	25.0	7.0	18.0	20.0	31.0	4.0
RPS15AP32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP38	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPS15AP40	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
