disease	disease_id	study_id	trait_from_source	study_type	has_sumstats	n_cases	n_controls	n_samples	pubmed_id	publication_first_author	publication_date	mapped_diseases	credible_set_count	disease_study_count_from_api	study_cap
AS	EFO_0003898	FINNGEN_R12_M13_ANKYLOSPON	Ankylosing spondylitis	gwas	True	3838	353224	357062	36653562			ankylosing spondylitis	12	35	60
AS	EFO_0003898	FINNGEN_R12_M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	gwas	True	1705	496755	498460	36653562			ankylosing spondylitis	12	35	60
AS	EFO_0003898	GCST000563	Ankylosing spondylitis	gwas	False	2053	5140	7193	20062062	Reveille JD	2010-01-10	ankylosing spondylitis	4	35	60
AS	EFO_0003898	GCST001149	Ankylosing spondylitis	gwas	False	3023	8779	11802	21743469	Evans DM	2011-07-10	ankylosing spondylitis	7	35	60
AS	EFO_0003898	GCST001345	Ankylosing spondylitis	gwas	False	1837	4231	6068	22138694	Lin Z	2011-12-04	ankylosing spondylitis	1	35	60
AS	EFO_0003898	GCST003097	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	35	60
AS	EFO_0003898	GCST003097_2	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	35	60
AS	EFO_0003898	GCST005529	Ankylosing spondylitis	gwas	True	10619	15145	25764	23749187	Cortes A	2013-07-01	ankylosing spondylitis	21	35	60
AS	EFO_0003898	GCST005530	Ankylosing spondylitis (SNP x SNP interaction)	gwas	False	9069	13578	22647	23749187	Cortes A	2013-07-01	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST005537	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	gwas	False	52262	34213	86475	26974007	Ellinghaus D	2016-03-14	Crohn's disease;ankylosing spondylitis;psoriasis;sclerosing cholangitis;ulcerative colitis	143	35	60
AS	EFO_0003898	GCST007844	Ankylosing spondylitis	gwas	False	1343	1661	3004	30946743	Li Z	2019-04-04	ankylosing spondylitis	4	35	60
AS	EFO_0003898	GCST008910	Multiple traits (pleiotropy)	gwas	False	29898	28387	62103	30920090	Trochet H	2019-03-28	Barrett's esophagus;Parkinson disease;ankylosing spondylitis;bacteriemia;cardioembolic stroke;glaucoma;large artery stroke;mathematical ability;multiple sclerosis;pneumococcal bacteremia;psoriasis;psychosis;reading;response to metformin;schizophrenia;small vessel stroke;ulcerative colitis;visceral Leishmaniasis	0	35	60
AS	EFO_0003898	GCST90014438	Ankylosing spondylitis	gwas	True	1344	324074	325418	34278373	Glanville KP	2021-06-01	ankylosing spondylitis	20	35	60
AS	EFO_0003898	GCST90014439	Ankylosing spondylitis	gwas	True	413	324074	324487	34278373	Glanville KP	2021-06-01	ankylosing spondylitis	45	35	60
AS	EFO_0003898	GCST90044542	Ankylosing spondylitis (PheCode 715.2)	gwas	True	186	456162	456348	34737426	Jiang L	2021-11-04	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90081771	Ankylosing spondylitis (Gene-based burden)	gwas	False	1239	330515	331754	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90081772	ICD10 M45: ankylosing spondylitis (Gene-based burden)	gwas	False	1113	327939	329052	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90083518	ICD M45: Ankylosing spondylitis - B27 positive (Gene-based burden)	gwas	False	526	30652	31178	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90083519	ICD SR: Ankylosing spondylitis - B27 negative (Gene-based burden)	gwas	False	761	355581	356342	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90083520	ICD SR: Ankylosing spondylitis - B27 positive (Gene-based burden)	gwas	False	715	30652	31367	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90083521	ICD SR: Ankylosing spondylitis (Gene-based burden)	gwas	False	1476	386233	387709	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90083522	ICD M45: Ankylosing spondylitis (Gene-based burden)	gwas	False	848	386233	387081	34662886	Backman JD	2021-10-18	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90103423	Source of report of M45 (ankylosing spondylitis) (UKB data field 131913)	gwas	False	655	170102	170757	36779085	Fitzgerald T	2022-08-10	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90245872	Ankylosing spondylitis	gwas	False	206	1236	1442	36510243	Ko CL	2022-12-12	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90435154	Extraintestinal manifestations in inflammatory bowel disease (ankylosing spondylitis and sacroiliitis)	gwas	False	403	11624	12027	38490347	Khrom M	2024-02-27	Sacroiliac arthritis;ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90435162	Extraintestinal manifestations in inflammatory bowel disease (any of 6 phenotypes)	gwas	False	1704	10190	11894	38490347	Khrom M	2024-02-27	Sacroiliac arthritis;ankylosing spondylitis;eye disease;sclerosing cholangitis;skin disease	0	35	60
AS	EFO_0003898	GCST90435163	Extraintestinal manifestations in inflammatory bowel disease (any of 7 phenotypes)	gwas	False	3255	8572	11827	38490347	Khrom M	2024-02-27	ankylosing spondylitis;arthritis;eye disease;sclerosing cholangitis;skin disease	0	35	60
AS	EFO_0003898	GCST90435164	Extraintestinal manifestations in inflammatory bowel disease (2 or more of 6 phenotypes)	gwas	False	240	8572	8812	38490347	Khrom M	2024-02-27	Sacroiliac arthritis;ankylosing spondylitis;eye disease;sclerosing cholangitis;skin disease	0	35	60
AS	EFO_0003898	GCST90476232	Ankylosing spondylitis (PheCode 715.2)	gwas	True	1637	448993	450630	39024449	Verma A	2024-07-19	ankylosing spondylitis	1	35	60
AS	EFO_0003898	GCST90480502	Ankylosing spondylitis (PheCode 715.2)	gwas	True	2080	630112	632192	39024449	Verma A	2024-07-19	ankylosing spondylitis	248	35	60
AS	EFO_0003898	GCST90482382	Ankylosing spondylitis (PheCode 715.2)	gwas	False	201	59609	59810	39024449	Verma A	2024-07-19	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90482383	Ankylosing spondylitis (PheCode 715.2)	gwas	False	242	121510	121752	39024449	Verma A	2024-07-19	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90558086	Ankylosing spondylitis	gwas	True	1493	319532	321025	40262193	Shigesi N	2025-04-22	ankylosing spondylitis	0	35	60
AS	EFO_0003898	GCST90558087	Ankylosing spondylitis	gwas	True	547	162403	162950	40262193	Shigesi N	2025-04-22	ankylosing spondylitis	1	35	60
AS	EFO_0003898	GCST90651118	Ankylosing spondylitis (PheCode 715.2)	gwas	False	1695	216888	218583	40465716	Liu TY	2025-06-04	ankylosing spondylitis	0	35	60
AITD	EFO_0006812	FINNGEN_R12_E4_THYROIDITAUTOIM	Autoimmune thyroiditis	gwas	True	688	424208	424896	36653562			autoimmune thyroid disease	2	10	60
AITD	EFO_0006812	GCST002705	Hashimoto thyroiditis versus Graves' disease	gwas	False	523	0	523	25429627	Oryoji D	2014-11-27	Graves disease;Hashimoto's thyroiditis;autoimmune thyroid disease	0	10	60
AITD	EFO_0006812	GCST002876	Type 1 diabetes and autoimmune thyroid diseases	gwas	False	346	727	1073	25936594	Tomer Y	2015-04-27	autoimmune thyroid disease;type 1 diabetes mellitus	2	10	60
AITD	EFO_0006812	GCST003097	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	10	60
AITD	EFO_0006812	GCST003097_2	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	10	60
AITD	EFO_0006812	GCST005524	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis)	gwas	False	2733	9364	12097	22922229	Cooper JD	2012-12-01	Graves disease;Hashimoto's thyroiditis;autoimmune thyroid disease	2	10	60
AITD	EFO_0006812	GCST010571	Autoimmune thyroid disease	gwas	False	30234	724172	754406	32581359	Saevarsdottir S	2020-06-24	autoimmune thyroid disease	88	10	60
AITD	EFO_0006812	GCST90014440	Autoimmune thyroid disease	gwas	True	859	324074	324933	34278373	Glanville KP	2021-06-01	autoimmune thyroid disease	26	10	60
AITD	EFO_0006812	GCST90014441	Autoimmune thyroid disease	gwas	True	607	324074	324681	34278373	Glanville KP	2021-06-01	autoimmune thyroid disease	26	10	60
AITD	EFO_0006812	GCST90454273	Autoimmune thyroid disease	gwas	False	22224	354647	376871	37002690	Zeng Y	2023-04-01	autoimmune thyroid disease	31	10	60
Celiac	EFO_0001060	FINNGEN_R12_K11_COELIAC	Coeliac disease	gwas	True	5130	478189	483319	36653562			celiac disease	31	37	60
Celiac	EFO_0001060	GCST000048	Celiac disease	gwas	False	778	1422	2200	17558408	van Heel DA	2007-06-10	celiac disease	1	37	60
Celiac	EFO_0001060	GCST000157	Celiac disease	gwas	False	767	1422	2189	18311140	Hunt KA	2008-03-02	celiac disease	5	37	60
Celiac	EFO_0001060	GCST000612	Celiac disease	gwas	True	4533	10750	15283	20190752	Dubois PC	2010-02-28	celiac disease	10	37	60
Celiac	EFO_0001060	GCST000955	Crohn's disease and celiac disease	gwas	False	3998	6251	10249	21298027	Festen EA	2011-01-27	Crohn's disease;celiac disease	2	37	60
Celiac	EFO_0001060	GCST002112	Celiac disease	gwas	False	0	0	206	23936387	Ostensson M	2013-08-02	celiac disease	0	37	60
Celiac	EFO_0001060	GCST002520	Celiac disease	gwas	False	1550	3084	4634	24999842	Garner C	2014-07-07	celiac disease	2	37	60
Celiac	EFO_0001060	GCST003097	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	37	60
Celiac	EFO_0001060	GCST003097_2	Pediatric autoimmune diseases	gwas	False	6035	10718	16753	26301688	Li YR	2015-08-24	Crohn's disease;ankylosing spondylitis;autoimmune disease;autoimmune thyroid disease;celiac disease;common variable immunodeficiency;juvenile idiopathic arthritis;psoriasis;systemic lupus erythematosus;type 1 diabetes mellitus;ulcerative colitis	23	37	60
Celiac	EFO_0001060	GCST005319	Frontotemporal dementia and immune-mediated diseases (pleiotropy)	gwas	False	129419	131573	133727	29315334	Broce I	2018-01-09	Crohn's disease;celiac disease;frontotemporal dementia;psoriasis;rheumatoid arthritis;ulcerative colitis	0	37	60
Celiac	EFO_0001060	GCST005320	Progressive supranuclear palsy and immune-mediated diseases (pleiotropy)	gwas	False	128379	130512	131626	29315334	Broce I	2018-01-09	Crohn's disease;celiac disease;progressive supranuclear palsy;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	37	60
Celiac	EFO_0001060	GCST005321	Amyotrophic lateral sclerosis and immune-mediated diseases (pleiotropy)	gwas	False	139842	150740	163317	29315334	Broce I	2018-01-09	Crohn's disease;amyotrophic lateral sclerosis;celiac disease;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	37	60
Celiac	EFO_0001060	GCST005322	Corticobasal degeneration and immune-mediated diseases (pleiotropy)	gwas	False	127417	130576	130728	29315334	Broce I	2018-01-09	Crohn's disease;celiac disease;corticobasal degeneration disorder;psoriasis;rheumatoid arthritis;type 1 diabetes mellitus;ulcerative colitis	0	37	60
Celiac	EFO_0001060	GCST005523	Celiac disease	gwas	True	12041	12228	24269	22057235	Trynka G	2011-11-06	celiac disease	32	37	60
Celiac	EFO_0001060	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	gwas	False	37492	106357	143849	23603763	Liu JZ	2013-06-01	Crohn's disease;celiac disease;psoriasis;rheumatoid arthritis;sarcoidosis;sclerosing cholangitis;type 1 diabetes mellitus;ulcerative colitis	0	37	60
Celiac	EFO_0001060	GCST008489	Celiac disease	gwas	False	425	453	878	25920553	Coleman C	2015-04-29	celiac disease	3	37	60
Celiac	EFO_0001060	GCST008644	Celiac disease and Rheumatoid arthritis	gwas	False	26200	20754	46954	26546613	Gutierrez-Achury J	2016-01-01	celiac disease;rheumatoid arthritis	20	37	60
Celiac	EFO_0001060	GCST009874	Celiac disease	gwas	False	11489	22308	33797	30572963	Marquez A	2018-12-20	celiac disease	26	37	60
Celiac	EFO_0001060	GCST010064	Celiac disease	gwas	False	12948	14826	27774	31591516	Ricano-Ponce I	2019-10-07	celiac disease	3	37	60
Celiac	EFO_0001060	GCST90014442	Celiac disease	gwas	True	2364	324074	326438	34278373	Glanville KP	2021-06-01	celiac disease	30	37	60
Celiac	EFO_0001060	GCST90014443	Celiac disease	gwas	True	1260	324074	325334	34278373	Glanville KP	2021-06-01	celiac disease	29	37	60
Celiac	EFO_0001060	GCST90044158	Celiac disease (PheCode 557.1)	gwas	True	1036	455312	456348	34737426	Jiang L	2021-11-04	celiac disease	2	37	60
Celiac	EFO_0001060	GCST90081845	Malabsorption coeliac disease (Gene-based burden)	gwas	False	1968	329786	331754	34662886	Backman JD	2021-10-18	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90081846	ICD10 K90: malabsorption coeliac disease (Gene-based burden)	gwas	False	1766	327286	329052	34662886	Backman JD	2021-10-18	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90082818	Coeliac disease or gluten sensitivity (UKB data field 21068) (Gene-based burden)	gwas	False	2911	151167	154078	34662886	Backman JD	2021-10-18	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90084300	ICD10 K90.0: Celiac disease (Gene-based burden)	gwas	False	2213	385716	387929	34662886	Backman JD	2021-10-18	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90297616	ICD10 K90.0: celiac disease (CNV mirror model)	gwas	False	2224	245689	247913	38185688	Auwerx C	2024-01-08	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90297670	ICD10 K90.0: celiac disease (CNV U-shape model)	gwas	False	2224	245689	247913	38185688	Auwerx C	2024-01-08	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90297717	ICD10 K90.0: celiac disease (CNV duplication-only model)	gwas	False	2224	245689	247913	38185688	Auwerx C	2024-01-08	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90436342	Celiac disease (PheCode 557.1)	gwas	True	1855	334783	336638	30104761	Zhou W	2018-08-13	celiac disease	11	37	60
Celiac	EFO_0001060	GCST90476741	Takes medication for celiac disease/sprue?	gwas	True	832	314836	315668	39024449	Verma A	2024-07-19	celiac disease;drug use measurement	0	37	60
Celiac	EFO_0001060	GCST90479614	Takes medication for celiac disease/sprue?	gwas	True	1075	370098	371173	39024449	Verma A	2024-07-19	celiac disease;drug use measurement	80	37	60
Celiac	EFO_0001060	GCST90481311	Celiac disease / sprue	gwas	False	1179	314489	315668	39024449	Verma A	2024-07-19	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90481312	Takes medication for celiac disease/sprue?	gwas	False	243	55262	55505	39024449	Verma A	2024-07-19	celiac disease;drug use measurement	0	37	60
Celiac	EFO_0001060	GCST90482158	Celiac disease (PheCode 557.1)	gwas	False	1391	449516	450907	39024449	Verma A	2024-07-19	celiac disease	0	37	60
Celiac	EFO_0001060	GCST90558088	Coeliac disease	gwas	True	7173	330282	337455	40262193	Shigesi N	2025-04-22	celiac disease	12	37	60
Celiac	EFO_0001060	GCST90558089	Coeliac disease	gwas	True	1706	162403	164109	40262193	Shigesi N	2025-04-22	celiac disease	9	37	60
PBC	EFO_1001486	FINNGEN_R12_CHIRBIL_PRIM	Primary biliary cholangitis (PBC)	gwas	True	760	372273	373033	36653562			primary biliary cirrhosis	2	14	60
PBC	EFO_1001486	GCST003129	Primary biliary cholangitis	gwas	True	2764	10475	13239	26394269	Cordell HJ	2015-09-22	primary biliary cirrhosis	20	14	60
PBC	EFO_1001486	GCST004120	Primary biliary cholangitis	gwas	False	443	934	1377	28056976	Paziewska A	2017-01-06	primary biliary cirrhosis	0	14	60
PBC	EFO_1001486	GCST004145	Primary biliary cholangitis	gwas	False	1381	1505	2886	28062665	Kawashima M	2017-01-05	primary biliary cirrhosis	5	14	60
PBC	EFO_1001486	GCST004302	Primary biliary cholangitis	gwas	False	1122	4036	5158	28425483	Qiu F	2017-04-20	primary biliary cirrhosis	14	14	60
PBC	EFO_1001486	GCST005581	Primary biliary cirrhosis	gwas	True	2861	8514	11375	22961000	Liu JZ	2012-10-01	primary biliary cirrhosis	19	14	60
PBC	EFO_1001486	GCST007036	Primary biliary cholangitis	gwas	False	1855	1719	3574	30643196	Hitomi Y	2019-01-14	primary biliary cirrhosis	5	14	60
PBC	EFO_1001486	GCST009956	Primary biliary cirrhosis	gwas	False	2216	5594	7810	22936693	Juran BD	2012-08-29	primary biliary cirrhosis	8	14	60
PBC	EFO_1001486	GCST90044188	Primary biliary cirrhosis (PheCode 571.6)	gwas	True	121	456227	456348	34737426	Jiang L	2021-11-04	primary biliary cirrhosis	0	14	60
PBC	EFO_1001486	GCST90061440	Primary biliary cholangitis	gwas	True	8021	16489	24510	34033851	Cordell HJ	2021-05-22	primary biliary cirrhosis	50	14	60
PBC	EFO_1001486	GCST90061441	Primary biliary cholangitis	gwas	False	2495	4283	6778	34033851	Cordell HJ	2021-05-22	primary biliary cirrhosis	11	14	60
PBC	EFO_1001486	GCST90061442	Primary biliary cholangitis	gwas	False	10516	20772	31288	34033851	Cordell HJ	2021-05-22	primary biliary cirrhosis	31	14	60
PBC	EFO_1001486	GCST90428827	B-cell lymphoblastic leukemia or primary biliary cholangitis (pleiotropy)	gwas	False	13342	33155	46497	38616254	Yu X	2024-04-15	B-cell acute lymphoblastic leukemia;primary biliary cirrhosis	9	14	60
PBC	EFO_1001486	GCST90482173	Primary biliary cirrhosis (PheCode 571.6)	gwas	False	302	450930	451232	39024449	Verma A	2024-07-19	primary biliary cirrhosis	0	14	60
