gene	wave71_call	wave71_reason	meta_score	raw_channel_points	positive_channel_points	hard_no_channel_penalty	hard_block_penalty	soft_prior_penalty	text_prior_penalty	evidence_channel_count	positive_status_count	parked_status_count	hard_no_status_count	genetics_channel_count	perturbation_channel_count	modality_channel_count	expression_channel_count	reopener_channel_count	evidence_channels	hard_block_reason	soft_penalty_reason	top_calls	evidence_summary	blockers	source_waves
TOP1_TOP2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_TARGET_RESOLVED_BUT_BLOCKED_OR_NARROW; PARK_GENETIC_CELL_STATE_NOT_CURRENTLY_DRUGGABLE; NO_GO_MODEL_SCREEN	Wave62 SP140 genetics plus published Crohn SP140-loss topoisomerase rescue route; tested here as transferability hypothesis only.; 3.0; 6.0; 4.0; 0.0	cross_disease_target_resolved; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality; no_manual_or_prior_blocker; not_generic_or_cytotoxic; topoisomerase_cytotoxicity_and_Crohn_genotype_specificity; genetic and state signal, but no correct-direction modality or direct perturbation validation; ...(+1)	wave63
TPST1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 1.0; 0.0; -1.0764144244582106; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
TPX2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.433696	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 2.0; Crohn disease; psoriasis; 0.388655050343254; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
TREM2_APOE_LIPID_REPAIR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.525	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_TREM2_PRIOR_ART_MARKER_CONFOUNDER; PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE | NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY | | | | | |	TREM2_APOE_LIPID_REPAIR; enhance lesion-local phagolysosomal lipid/debris repair without chronic inflammatory lipid loading; strong route-level biology in resolution/efferocytosis space; 4.0; 0.0	Route-level lipid repair biology is plausible, but target-specific causality is not established; TREM2 agonism is crowded in neurodegeneration and may mark phagocytic state rather than control it across autoimmune tissues.; TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | LXR/ABCA1 is biologically coherent but broad lipid-metabolic prior art and lipogenesis/safety liabilities block a novel V3 target claim. | gate_genetic_breadth; gate_local_cell_state; gate_druggable_surface; gate_perturbation_or_model | | | | | | | high | high | blocking | | | | | | |	wave52
TRIM46	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.159457	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; -0.6632328513969799; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
TRIQK	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.053665	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1; 2	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
TSC1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.153913	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	inhibit_or_reduce; 0.0; 0.0364246955213065; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
UGCG	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.108131	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 3	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
UNC93B1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.203447	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
VDR	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.26926	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 2	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	wave25
VPS18	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.306196	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; 1.0; psoriasis; -0.0085398998610699	too_few_guides; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
VPS35	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.203447	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CAUSAL_PROXY	0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25
WASF2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.043043	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; -0.0149201510365575; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
WDFY3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.065217	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	activate_or_restore; 0.0; -0.2067134637824477; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
YTHDF2	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.181467	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.1327571129098164; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
YWHAE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	0.32837	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 1.0; type 1 diabetes mellitus; 0.114292112036793	too_few_guides; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
ZC2HC1A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.030545	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_MS_TARGET_RESOLVED_NO_CROSS_DISEASE_MODULE; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	wave62_parked_target_resolution; 2.0; 1.0; 0.0	cross_disease_target_resolved; broad_genetic_support; module_or_state_support; strict_residual_or_ms_expression; real_perturbation_support; foundation_model_support; repair_or_efferocytosis_guardrail; druggable_or_modality	wave63
ZCCHC6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.142826	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
ZFP385A	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.120652	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
ZSWIM7	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.2	-0.192717	0.0	0.7	0.0	0.0	1.5	0	0	0	1	0	0	0	0	0				NO_GO_CRISPR_RESCUE; KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	inhibit_or_reduce; 0.0; 0.080290570252691; 0.920009505703422	insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; prior_art_or_trial_crowded; screen_wilcoxon_fdr_not_significant	wave38
GAS6	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	0.010998	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_LOW_TOKEN_SUPPORT	unresolved; 0.0; 1.0; Crohn disease; -0.3747614007199935; 0.920009505703422; null_or_weak; 1; TAM ligand; DESCRIPTIVE_GENE_SIGNAL; ...(+2)	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; Ligand restoration is modality-immature and pro-thrombotic/TAM-pleiotropy concerns remain unresolved.	wave38;wave70;wave70b;wave70c
PROS1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	-0.162936	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_LOW_TOKEN_SUPPORT; NO_GO_INSUFFICIENT_CONVERGENCE; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; null_or_weak	unresolved; 0.0; -0.2744612083561524; 0.9971256078463696; insufficient_token_support; GSE282122_DC_post_nonremission_to_remission; null_or_weak; 0; TAM ligand; DESCRIPTIVE_GENE_SIGNAL	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; Protein S biology is anticoagulation/TAM-pleiotropic; autoimmune delivery and directionality are unresolved.	wave38;wave70;wave70b;wave70c
TYRO3	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.8	-0.280719	0.0	2.8	0.0	0.0	0.0	0	0	0	4	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_INSUFFICIENT_CONVERGENCE; NO_GO_WAVE62_TARGET_RESOLUTION; NO_GO_LOW_TOKEN_SUPPORT; PARK_BLOCKED_OR_DIRECTIONALLY_UNRESOLVED; DESCRIPTIVE_GENE_SIGNAL; ...(+1)	unresolved; 0.0; -0.5221106413811212; 0.9971256078463696; TAM receptor; DESCRIPTIVE_GENE_SIGNAL; insufficient_token_support; GSE282122_DC_post_nonremission_to_remission; null_or_weak; 0	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; TAM biology likely requires agonism/restoration, while available small-molecule pharmacology is mostly kinase inhibition.	wave38;wave70;wave70b;wave70c
ABCA1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.330252	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 0.6056046515502906; 0.9971256078463696; 0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
ABCG1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.197024	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 0.8150581476256988; 0.920009505703422; 0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
APOE	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.471335	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_TREM2_PRIOR_ART_MARKER_CONFOUNDER; PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | PARK_RESOLUTION_BIOLOGY_NO_CAUSAL_ANCHOR | NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE | NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY | | | | | |; NO_GO_CAUSAL_PROXY	TREM2_APOE_LIPID_REPAIR; enhance lesion-local phagolysosomal lipid/debris repair without chronic inflammatory lipid loading; strong route-level biology in resolution/efferocytosis space; 4.0; 0.0; 0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; Route-level lipid repair biology is plausible, but target-specific causality is not established; TREM2 agonism is crowded in neurodegeneration and may mark phagocytic state rather than control it across autoimmune tissues.; TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | TREM2 agonism is crowded in neurodegeneration and local cross-autoimmune support is marker/confounder dominated rather than target-causal. | LXR/ABCA1 is biologically coherent but broad lipid-metabolic prior art and lipogenesis/safety liabilities block a novel V3 target claim. | gate_genetic_breadth; gate_local_cell_state; gate_druggable_surface; gate_perturbation_or_model | | | | | | | high | high | blocking | | | | | | |	wave25;wave52
C1QA	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.360741	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; Sjogren syndrome; -0.6196742601671481; 0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
C1QB	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.114545	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; Sjogren syndrome; -0.6194027951632819; 0.920009505703422; 0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
C1QC	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.213654	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; -0.5091140011096105; 0.9965506589785832; 0	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
CD300E	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.47216	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CAUSAL_PROXY; REOPEN_ONLY_IF_RECEPTOR_SPECIFIC_PERTURBATION_NOT_V3_PROMOTION; NO_GO_RESOLUTION_MARKER_OR_UNVALIDATED_ROUTE; Plausible whitespace only if receptor-specific direction is proven	0; 1; 3; CD300_RECEPTOR_SPECIFIC_TUNING; receptor-specific CD300 lipid/apoptotic-cell checkpoint tuning; CD300E direct positives=3.0 (Crohn disease; psoriasis; ulcerative colitis); CD300E Geneformer strong contexts=1.0; CD300A Wave37 median efficient-minus-noneater=1.3382347566762522, contrast_fdr=0.920009505703422; ...(+3)	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; family-level CD300 direction remains biologically unsafe: CD300A/F/LF/E have different inhibitory/activating roles, local MS anchoring is absent or negative, and the only strong-looking CRISPR contrast is not significant after FDR.; local_breadth_at_least_5_or_strong_state_specific_4; state_coupling_not_density_only; genetic_or_real_perturbation_anchor; correct_direction_modality; has_independent_validation_channel; NOT_BLOCKED_BUT_DIRECTION_AMBIGUOUS	wave25;wave48
CD44	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.252219	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				do_not_promote; NO_GO_CAUSAL_PROXY	CD44 molecule (IN blood group); SLE; 0.0; 0.904819831660976; 2; 0; 1; systemic lupus erythematosus	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25;wave55
CD74	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	1.082438	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 4.0; Crohn disease; Sjogren syndrome; type 1 diabetes mellitus; ulcerative colitis; 0.2553907019006836; 0.920009505703422; 0; ...(+3)	no_target_resolved_coloc_or_mr; no disease genetic locus evidence in supplied OT credible-set rows; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; candidate is close to HLA-II state biology but lacks target-level disease genetics; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; ...(+4)	wave25;wave38
CTSD	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.572847	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CAUSAL_PROXY; NO_GO_CRISPR_RESCUE; UNRESOLVED	0; 1; unresolved; 0.0; 0.4931363740249406; 0.920009505703422	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
CTSS	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.160193	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; type 1 diabetes mellitus; 0.189873422640673; 0; 3; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
DAP	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.718984	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				do_not_promote; NO_GO_CAUSAL_PROXY	death associated protein; Crohn; RA; UC; 0.0; 0.1322249484805276; 3; 0; 7	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25;wave55
DCLRE1B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.152365	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CAUSAL_PROXY; do_not_promote	0; 2; DNA cross-link repair 1B; RA; T1D; 0.0; 0.095580230957827	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	wave25;wave55
GPNMB	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	0.185937	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_CRISPR_RESCUE; UNRESOLVED; NO_GO_CAUSAL_PROXY	unresolved; 0.0; 1.0; type 1 diabetes mellitus; 1.4339584334150557; 0.920009505703422; 0; 1	no_target_resolved_coloc_or_mr; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.; screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant	wave25;wave38
GSK3B	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	-0.084211	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; PARK_SELECTIVE_PERTURBATION_BUT_TRANSLATION_BLOCKED; NO_GO_WAVE61_GUARDRAIL; NO_GO_CAUSAL_PROXY	prior_transition_controller_audit; 0.0; 1.0; 2.0; 0; 1	no_target_resolved_coloc_or_mr; no disease genetic locus evidence in supplied OT credible-set rows; GTEx cis-eQTL exists but full SNP-level eQTL summary stats were not downloaded; no paired disease GWAS summary stats and eQTL/pQTL summary files were available locally for multi-signal coloc; OpenGWAS endpoint returned auth barrier in this run; local GWAS Catalog parquet lacks an installed reader; pleiotropic kinase with no candidate-specific autoimmune genetics in supplied rows; Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.; ms_target_resolved; cross_disease_target_resolved; ...(+11)	wave25;wave63
HSP90AA1	NO_REOPEN_INSUFFICIENT_CONVERGENCE	insufficient_independent_convergence_after_guardrails	-2.9	1.011522	0.0	1.4	0.0	0.0	1.5	0	0	0	2	0	0	0	0	0				NO_GO_WAVE63_TRANSITION_CONTROLLER; NO_GO_L1000_ONLY_CONTROLLER; NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY; NO_GO_L1000_ONLY; NO_GO_CRISPR_RESCUE; UNRESOLVED	prior_transition_controller_audit; 0.0; 2.5; unresolved; 0.2603217467653351; 0.9971256078463696	screen_direction_unresolved; insufficient_directional_cross_disease_state_support; no_ms_directional_anchor; no_chembl_target; no_chembl_activity; screen_wilcoxon_fdr_not_significant; ms_target_resolved; cross_disease_target_resolved; broad_genetic_support; module_or_state_support; ...(+9)	wave38;wave63
