predictor	analysis	disease_name	compartment	role	n_case	rho	p
gene:FABP5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.7999999999999999	0.009627924725379839
gene:FABP5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.41818181818181827	0.20057021703405048
gene:FABP5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.12727272727272726	0.7260570147627894
gene:FABP5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:FABP5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:FABP5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:FABP5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:FABP5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	-0.39999999999999997	0.6
gene:FAM136A	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:FAM136A	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:FAM136A	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:FAM136A	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:FAM136A	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:FAM136A	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.2	0.7040000000000001
gene:FAM136A	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:FAM136A	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:FAM136A	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:FAM136A	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5333333333333333	0.13922686754397814
gene:FAM136A	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.7181818181818183	0.012799598068858449
gene:FAM136A	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.18787878787878787	0.6032176100292089
gene:FAM136A	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.7999999999999999	0.10408803866182788
gene:FAM136A	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:FAM136A	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:FAM136A	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.19999999999999998	0.7470600781046621
gene:FAM136A	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.6000000000000001	0.4
gene:FBXO6	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:FBXO6	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.08571428571428573	0.8717434402332361
gene:FBXO6	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.6	0.208
gene:FBXO6	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.6	0.208
gene:FBXO6	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.7714285714285715	0.07239650145772594
gene:FBXO6	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:FBXO6	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:FBXO6	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:FBXO6	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:FBXO6	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.43333333333333335	0.24395243588005172
gene:FBXO6	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.1272727272727273	0.709214625773305
gene:FBXO6	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.19999999999999998	0.5795840000000001
gene:FBXO6	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:FBXO6	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:FBXO6	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:FBXO6	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	-0.09999999999999999	0.8728885715695384
gene:FBXO6	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:FCGR2B	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.11595420713048968	0.826848213385815
gene:FCGR2B	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:FCGR2B	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:FCGR2B	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.13093073414159545	0.8047261622231062
gene:FCGR2B	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.48571428571428577	0.3287230320699708
gene:FCGR2B	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6546536707079772	0.15830242337545788
gene:FCGR2B	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	1.0	0.0
gene:FCGR2B	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	1.0	0.0
gene:FCGR2B	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:FCGR2B	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.75	0.01994212613199253
gene:FCGR2B	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.009174698042719672	0.9786414788578403
gene:FCGR2B	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.05471149893120582	0.8806762012346144
gene:FCGR2B	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.35355339059327373	0.5594043441634877
gene:FCGR2B	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.0	1.0
gene:FCGR2B	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.8944271909999159	0.04051932635383402
gene:FKBP1A	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:FKBP1A	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.3142857142857143	0.5440932944606415
gene:FKBP1A	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.7142857142857143	0.11078717201166179
gene:FKBP1A	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:FKBP1A	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.028571428571428574	0.9571545189504373
gene:FKBP1A	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.8857142857142858	0.01884548104956266
gene:FKBP1A	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:FKBP1A	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:FKBP1A	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	1.0	0.0
gene:FKBP1A	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.08333333333333334	0.831214097710308
gene:FKBP1A	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5363636363636364	0.08895341813596266
gene:FKBP1A	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	-0.18787878787878787	0.6032176100292089
gene:FKBP1A	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:FKBP1A	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	0.5	0.6666666666666666
gene:FKBP1A	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:FKBP1A	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.8999999999999998	0.03738607346849874
gene:FKBP1A	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:FMNL2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.3142857142857143	0.5440932944606415
gene:FMNL2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.6	0.208
gene:FMNL2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.3714285714285715	0.4684781341107872
gene:FMNL2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:FMNL2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.48571428571428577	0.3287230320699708
gene:FMNL2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.7714285714285715	0.07239650145772594
gene:FMNL2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:FMNL2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:FMNL2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-0.5	0.6666666666666666
gene:FMNL2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.6166666666666666	0.07692880993776312
gene:FMNL2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5181818181818182	0.10249153979096377
gene:FMNL2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.41818181818181815	0.22911284098281895
gene:FMNL2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.49999999999999994	0.3910022189557703
gene:FMNL2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	-0.5	0.6666666666666666
gene:FMNL2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:FMNL2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.3	0.623837664781073
gene:FMNL2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.39999999999999997	0.6
gene:FXYD5	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	-0.2571428571428572	0.6227871720116619
gene:FXYD5	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.2571428571428572	0.6227871720116619
gene:FXYD5	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:FXYD5	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.2	0.7040000000000001
gene:FXYD5	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:FXYD5	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:FXYD5	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	0.5	0.6666666666666666
gene:FXYD5	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	0.5	0.6666666666666666
gene:FXYD5	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:FXYD5	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	-0.13333333333333333	0.7323675052362973
gene:FXYD5	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.6272727272727273	0.03884525362035333
gene:FXYD5	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.13939393939393938	0.7009318849100583
gene:FXYD5	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.3	0.623837664781073
gene:FXYD5	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:FXYD5	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:FXYD5	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:FXYD5	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:GABARAPL2	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:GABARAPL2	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3142857142857143	0.5440932944606415
gene:GABARAPL2	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:GABARAPL2	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.14285714285714288	0.7871720116618076
gene:GABARAPL2	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	0.6	0.208
gene:GABARAPL2	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:GABARAPL2	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:GABARAPL2	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:GABARAPL2	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:GABARAPL2	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5833333333333334	0.09918581647988327
gene:GABARAPL2	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.690909090909091	0.018565033381595007
gene:GABARAPL2	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.32121212121212117	0.3654683104386705
gene:GABARAPL2	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.49999999999999994	0.3910022189557703
gene:GABARAPL2	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:GABARAPL2	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.7	0.1881204043741873
gene:GABARAPL2	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.6	0.28475697986529386
gene:GABARAPL2	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:GALE	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:GALE	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	0.3714285714285715	0.4684781341107872
gene:GALE	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.8285714285714287	0.04156268221574335
gene:GALE	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.6	0.208
gene:GALE	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.4285714285714286	0.3965014577259473
gene:GALE	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.4285714285714286	0.3965014577259473
gene:GALE	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:GALE	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:GALE	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:GALE	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.15	0.7000942309691418
gene:GALE	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.5909090909090909	0.05557560428877467
gene:GALE	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.04242424242424241	0.9073638178128159
gene:GALE	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.09999999999999999	0.8728885715695384
gene:GALE	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:GALE	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.6	0.28475697986529386
gene:GALE	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.7999999999999999	0.10408803866182788
gene:GALE	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:GBP1	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:GBP1	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.6	0.208
gene:GBP1	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	-0.5428571428571429	0.26570262390670546
gene:GBP1	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	0.028571428571428574	0.9571545189504373
gene:GBP1	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.2571428571428572	0.6227871720116619
gene:GBP1	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.08571428571428573	0.8717434402332361
gene:GBP1	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-0.5	0.6666666666666666
gene:GBP1	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-1.0	0.0
gene:GBP1	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	-1.0	0.0
gene:GBP1	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.39999999999999997	0.286105101908313
gene:GBP1	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.24545454545454545	0.46692236698201633
gene:GBP1	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.33333333333333326	0.3465935070873344
gene:GBP1	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	0.3	0.623837664781073
gene:GBP1	t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	3	1.0	0.0
gene:GBP1	t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	5	0.3	0.623837664781073
gene:GBP1	t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	5	0.0	1.0
gene:GBP1	t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	4	0.7999999999999999	0.2000000000000001
gene:GBP4	ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	6	0.6	0.208
gene:GBP4	ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	6	-0.7714285714285715	0.07239650145772594
gene:GBP4	ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	6	0.5428571428571429	0.26570262390670546
gene:GBP4	ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	6	-0.08571428571428573	0.8717434402332361
gene:GBP4	ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	6	-0.8285714285714287	0.04156268221574335
gene:GBP4	ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	6	0.6571428571428573	0.1561749271137024
gene:GBP4	psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	3	-1.0	0.0
gene:GBP4	psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	3	-0.5	0.6666666666666666
gene:GBP4	psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	3	0.5	0.6666666666666666
gene:GBP4	sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	9	0.5333333333333333	0.13922686754397814
gene:GBP4	sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	11	0.14545454545454548	0.6695786456420787
gene:GBP4	sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	10	0.32121212121212117	0.3654683104386705
gene:GBP4	t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	5	-0.19999999999999998	0.7470600781046621
