cell_state	gene	n	remission_adjusted_delta	remission_adjusted_p	formula	remission_adjusted_fdr
Mono_macro	SPP1	29	-3.808253020806027	0.005523077027127108	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02302616948799433
Mono_macro	SPSB3	29	0.9289331623931171	0.0004195572177374673	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010388258645119284
Mono_macro	SQOR	29	-0.7252992523319839	0.03495513840788547	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05081348677822511
Mono_macro	SRGN	29	-0.520819773872131	0.0007826952186218738	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011794674482598931
Mono_macro	SSH2	29	-0.5318453420405543	0.08634577871068143	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09792717972999786
Mono_macro	ST3GAL6	29	0.9026422619193075	0.009180102103998498	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.026705829775067403
Mono_macro	ST6GALNAC1	29	-1.0965626916964544	0.0009200411340125968	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012015838368909999
Mono_macro	STAT1	29	-1.3708962861670724	0.003888037184338559	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0205471965089003
Mono_macro	STAT4	29	-2.7638924115452257	0.0001654893239718979	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	STK24-AS1	29	-0.7187975463484695	0.04508312236437343	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.060084511592448646
Mono_macro	STK26	29	-2.2077023843383805	0.0012424553641127874	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	STOM	29	-0.45663311791377176	0.05735054244459346	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07094221084152462
Mono_macro	STOML1	29	-0.9341004819860559	0.05869443474976517	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07221740476082666
Mono_macro	STON2	29	1.7958986069358915	0.015152373045299839	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032814041424872854
Mono_macro	STS	29	-2.029213322005197	0.0032337358517909548	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.018572626288399372
Mono_macro	STX12	29	-0.4456979372188813	0.009528584111781323	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02715824909762392
Mono_macro	STXBP5-AS1	29	-0.27153208746825563	0.13383104178103702	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.14204382537708393
Mono_macro	SULT1B1	29	-1.9868516652989494	0.0010205620854958537	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012377667186547817
Mono_macro	SYN1	29	-2.661182751482755	0.0018737581821808896	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.014624922837329815
Mono_macro	SYNGR3	29	0.5828734924390004	0.04430268594037651	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05935623943772275
Mono_macro	SYNPO	29	-1.1942627073146805	0.003966119850972692	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02067272059308369
Mono_macro	SZRD1	29	-0.4915421066108121	0.005162401681900103	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022414244655359346
Mono_macro	TAF1A	29	-1.1101367914055587	0.041438067961430805	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.056869918338410895
Mono_macro	TAPBP	29	-0.4722019382861916	0.01574964585936704	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0334563663633408
Mono_macro	TATDN1	29	-2.069784768894763	0.0011443364474569362	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012737330849103454
Mono_macro	TAX1BP1	29	-0.560946854482159	0.0003366292897945931	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008833616880471908
Mono_macro	TBC1D2	29	-1.8579357059477686	0.010573756706293983	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028202923854071596
Mono_macro	TBC1D22B	29	-1.1216799506453285	0.043378804855208494	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.058678431101047854
Mono_macro	TBL2	29	-1.805872792862798	0.009850625484786001	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02747736596963372
Mono_macro	TCF7L1	29	-1.8981339999488278	0.003848750738071651	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.020538035218381094
Mono_macro	TERF1	29	0.6440549826980195	0.025694596412723217	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04288067515368941
Mono_macro	TFEC	29	-0.4303683772598431	0.03398552808311445	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.049787855906354234
Mono_macro	TGM2	29	-2.6701443713183903	0.0002841786321192701	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008376547124301003
Mono_macro	THAP3	29	-1.3933149765643225	0.01074359112809656	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.028329196907323537
Mono_macro	THUMPD2	29	-1.7165408092747125	0.012761974589983634	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.030444710542249356
Mono_macro	TIMP3	29	-1.2155219155169559	0.03900388787351672	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05481432811033467
Mono_macro	TKT	29	-0.4781810693406826	0.016465859984476874	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03405725853876379
Mono_macro	TLCD1	29	-0.603867955997728	0.03806068104860575	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.05393701727744688
Mono_macro	TLR8	29	-1.0776681107397033	0.011179300478716653	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02879000901625507
Mono_macro	TM4SF1	29	-1.199545642357389	0.02391057393923387	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04135442447217494
Mono_macro	TM4SF19	29	-1.7425848638216865	6.4781121845475975e-06	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.003468441879913982
Mono_macro	TM9SF1	29	-1.640700869721961	0.0015329111848698754	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013724063666893827
Mono_macro	TM9SF3	29	-0.5029806821727248	0.025609412452859002	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04288067515368941
Mono_macro	TMED8	29	-0.9513487879164964	0.07475646788370235	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0873257566853912
Mono_macro	TMEM120A	29	-0.8022921991711638	0.050566912805345	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.06540148576966093
Mono_macro	TMEM136	29	1.7268058770980135	0.0007653306699892101	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01169488002952743
Mono_macro	TMEM163	29	-1.1255837709688277	0.07457336049329807	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.08724108737186753
Mono_macro	TMEM241	29	-1.532826668505774	0.015192988914489261	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.032814041424872854
Mono_macro	TMEM33	29	-0.648264185926541	0.05899498440907537	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.07242004331665314
Mono_macro	TMEM38A	29	-0.7824673682375197	0.03187070998660936	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04807454965274474
Mono_macro	TMEM98	29	1.3856479534010782	0.0005842402375219254	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011331376879442459
Mono_macro	TNFAIP6	29	-2.2460820461877593	0.006061553231472394	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	TNFRSF4	29	-2.062288269908209	0.004970103343837304	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.022325055423400533
Mono_macro	TNFSF13B	29	-0.7799002813800772	0.0012585427646760541	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.012778709657305518
Mono_macro	TNFSF14	29	-0.6544820017047781	0.3812255120365647	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.38323991368537086
Mono_macro	TNNT1	29	-2.1040313437962292	0.00045009440903150637	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.010539133700706964
Mono_macro	TOMM40L	29	-1.1917306177217966	0.028351563329495497	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04504288036272666
Mono_macro	TPCN2	29	-1.898741689071964	0.006207654402766553	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02323304285557702
Mono_macro	TPD52	29	0.9518043665180476	0.10157226043560982	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.11251308615938731
Mono_macro	TPM3	29	-0.3385866712125093	0.00859480319652289	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.025852352697841578
Mono_macro	TPRN	29	1.5426364633462784	0.011506934578539707	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.02896546353711122
Mono_macro	TRAPPC6A	29	0.7478540976928874	0.026772560332600424	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04387305920486499
Mono_macro	TRBC2	29	-1.2015142579603488	0.049934198234729076	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0650127029198098
Mono_macro	TRG-AS1	29	-2.1099144083560297	0.00016301709164585112	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007837786068337288
Mono_macro	TRIB3	29	-2.3642034926619124	5.007086393402748e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.006927986809780893
Mono_macro	TRIM16	29	-1.22481361540279	0.0243359357363606	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.0417109168814649
Mono_macro	TRIM28	29	0.6421788662391934	0.001436232477798332	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013328937995177202
Mono_macro	TRIM41	29	-1.2355903210622938	0.029466049435195513	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04602719435954644
Mono_macro	TRPM4	29	1.1050568995984107	0.030535183466156416	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04666119401153621
Mono_macro	TSC22D1	29	-1.1147865920636415	0.02152737334157561	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.038823567273347036
Mono_macro	TSPYL5	29	-0.8965347281604423	0.03165836514292596	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04794431019655055
Mono_macro	TTC39A	29	-0.6768346048380249	0.00662157422275377	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023437292946584275
Mono_macro	TTLL11	29	-0.6827623850897492	0.08527483970734256	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.09685694480192193
Mono_macro	TTLL7	29	-1.1395062960251303	0.0017905760737399216	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.01426836012686995
Mono_macro	TXLNA	29	-1.5202382430732038	0.0014223245148846436	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.013328937995177202
Mono_macro	TXN	29	-1.359583659052301	0.0005325155895793998	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.011056346100118585
Mono_macro	TXNDC5	29	-1.4132852869529577	0.00035794279705134364	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.009233710798510932
Mono_macro	TXNRD2	29	-1.7539200831258097	0.0070842154004038945	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.023676136961150777
Mono_macro	U47924.2	29	-0.5049271336182394	0.030125218681401222	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04650160530739621
Mono_macro	UBAC2-AS1	29	-1.1408968528997652	0.013507950951617496	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.03134009351884425
Mono_macro	UBAP1	29	-1.4873700800264789	7.424858014853996e-05	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.007062896186629864
Mono_macro	UBB	29	0.41993380536122205	0.012280641584961552	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.029678420155284043
Mono_macro	UBD	29	-1.11774512044664	0.09228850250330307	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.10343380030193466
Mono_macro	UBE2D1	29	-0.811507053411765	0.00020867835335682311	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.008181145936638972
Mono_macro	UBE2J1	29	-0.5959364428123012	0.0045108371253601825	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.021657710109773493
Mono_macro	UBR2	29	-0.8710560809731014	0.03303084680304961	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04885612131607532
Mono_macro	ULBP2	29	-1.248457526235767	0.030287716365379268	target_delta ~ remission_binary + generic_delta + baseline_inflammation_score + C(Disease)	0.04664853166736304
