gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
BTG3	ENSG00000154640	BTG anti-proliferation factor 3	0.0	False	0		0		0	0.0	0.0	0.03561827941747402	0.0	0.29294682517654663	0	1		-0.0047019938918495	0.983315639755296	0.9982687727683835	0	False				
BTG4	ENSG00000137707	BTG anti-proliferation factor 4	0.0	False	0		0		0	0.0	0.0	0.04675324330124689	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C10orf143	ENSG00000237489	chromosome 10 open reading frame 143	0.0	False	0		0		0	0.0	0.0	0.1087168247469653	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C19orf38	ENSG00000214212	chromosome 19 open reading frame 38	0.0	False	0		0		0	0.0	0.0	0.1402315001555048	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C1QTNF3	ENSG00000082196	C1q and TNF related 3	0.0	False	0		0		0	0.0	0.0	0.032389978464567266	0.0	0.01823792392834863	0	1		-1.165719719805006	0.2613542162294913	0.9049965616313804	0	False				
C1QTNF3-AMACR	ENSG00000273294	C1QTNF3-AMACR readthrough (NMD candidate)	0.0	False	0		0		0	0.0	0.0	0.03183560868254021	0.0	0.0	0	0		-0.1341390891404175	0.9285355516789532	0.9906908528042592	0	False				
C1orf53	ENSG00000203724	chromosome 1 open reading frame 53	0.0	False	0		0		0	0.0	0.0	0.025426425744799457	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C3orf80	ENSG00000180044	chromosome 3 open reading frame 80	0.0	False	0		0		0	0.0	0.0	0.07210133781569805	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C4A	ENSG00000244731	complement C4A (Chido/Rodgers blood group)	0.0	False	0		0		1	0.0	0.0	0.4033757072768391	0.0	0.9125390007726689	0	0		-1.0600950305334091	0.1531983916654058	0.8989378106274888	0	False				
C4orf33	ENSG00000151470	chromosome 4 open reading frame 33	0.0	False	0		0		0	0.0	0.0	0.13044331132484194	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C6orf58	ENSG00000184530	chromosome 6 open reading frame 58	0.0	False	0		0		0	0.0	0.0	0.018697646893534623	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C9orf153	ENSG00000187753	chromosome 9 open reading frame 153	0.0	False	0		0		0	0.0	0.0	0.04450772818913652	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
C9orf72	ENSG00000147894	C9orf72-SMCR8 complex subunit	0.0	False	0		0		0	0.0	0.0	0.03415657016996014	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CA1	ENSG00000133742	carbonic anhydrase 1	0.0	False	0		0		0	0.0	0.0	0.015565458975727336	0.0	0.12801999040745576	0	1		0.0	1.0	1.0	0	False				
CA11	ENSG00000063180	carbonic anhydrase 11 (inactive)	0.0	False	0		0		0	0.0	0.0	0.11221635528080647	0.0	0.0	0	2		0.1802351682237937	0.7253727145321736	0.9677805697088556	0	False				
CACNA1D	ENSG00000157388	calcium voltage-gated channel subunit alpha1 D	0.0	False	0		0		0	0.0	0.0	0.2979262770943209	0.48154873957480515	0.17034727558075635	0	0		-0.2381962479440584	0.610306115879632	0.9476308467322015	0	False				
CACNA1F	ENSG00000102001	calcium voltage-gated channel subunit alpha1 F	0.0	False	0		0		0	0.0	0.0	0.2927483093385821	0.48154873957480515	0.0	0	0		0.2736378251078477	0.7833329491946995	0.9745041645639924	0	False				
CACNA1S	ENSG00000081248	calcium voltage-gated channel subunit alpha1 S	0.0	False	0		0		0	0.0	0.0	0.2927483093385821	0.48154873957480515	0.0	0	0		-1.2080803245583756	0.1444830821212439	0.8989378106274888	0	False				
CADM2	ENSG00000175161	cell adhesion molecule 2	0.0	False	0		0		0	0.0	0.0	0.12392489904846635	0.0	0.062312906755191154	0	2		-0.8358163144125275	0.4517677278444855	0.9226676071654472	0	False				
CALCA	ENSG00000110680	calcitonin related polypeptide alpha	0.0	False	0		0		0	0.0	0.0	0.014054886341048756	0.0	0.11559610399955238	0	1		-0.7382084102595838	0.4343427965391893	0.9203090508605808	0	False				
CAMK1G	ENSG00000008118	calcium/calmodulin dependent protein kinase IG	0.0	False	0		0		1	0.0	0.3477740744117417	0.3477740744117417	0.0	0.0	0	0		0.3187191857177087	0.777012987930864	0.9737243919138366	0	False				
CAMLG	ENSG00000164615	calcium modulating ligand	0.0	False	0		0		1	0.0	0.4942015495075213	0.4942015495075213	0.0	0.0	0	2		0.3319053195734032	0.0912927326092189	0.8989378106274888	0	False				
CARD11	ENSG00000198286	caspase recruitment domain family member 11	0.0	False	0		0		0	0.0	0.0	0.2880133212980306	0.0	0.03951550184475537	0	0		-0.618094157138577	0.1820306685607181	0.8993702893651148	0	False				
CASP8AP2	ENSG00000118412	caspase 8 associated protein 2	0.0	False	0		0		0	0.0	0.0	0.022247769035290067	0.0	0.0	0	1		0.1153084624897591	0.5956307389791816	0.9466965949245808	0	False				
CBLIF	ENSG00000134812	cobalamin binding intrinsic factor	0.0	False	0		0		0	0.0	0.0	0.021644250281308324	0.0	0.030396539880581056	0	0		0.0	1.0	1.0	0	False				
CBLN1	ENSG00000102924	cerebellin 1 precursor	0.0	False	0		0		0	0.0	0.0	0.1223845405143996	0.0	0.11077850089811761	0	0		-0.5561178494567434	0.5843719129036509	0.9464449594593544	0	False				
CCDC102A	ENSG00000135736	coiled-coil domain containing 102A	0.0	False	0		0		0	0.0	0.0	0.14381695353990698	0.0	0.0	0	1		-0.7523387044070873	0.4810879021789246	0.926038761164836	0	False				
CCDC116	ENSG00000161180	coiled-coil domain containing 116	0.0	False	0		0		0	0.0	0.0	0.09259713735191798	0.0	0.0	0	0		-0.922717200877516	0.283203285606105	0.9055783835864206	0	False				
CCDC88A	ENSG00000115355	coiled-coil and HOOK domain protein 88A	0.0	False	0		0		1	0.0	0.35838264354540367	0.35838264354540367	0.0	0.030396539880581056	0	0		0.2528295264529721	0.063570909387929	0.8989378106274888	0	False				
CCK	ENSG00000187094	cholecystokinin	0.0	False	0		0		0	0.0	0.0	0.028586589178087225	0.0	0.2351138426478426	0	0		-1.0746853748238183	0.2975717935963348	0.9075477698307116	0	False				
CCL1	ENSG00000108702	C-C motif chemokine ligand 1	0.0	False	0		0		0	0.0	0.0	0.018552548135398268	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CCL17	ENSG00000102970	C-C motif chemokine ligand 17	0.0	False	0		0		0	0.0	0.0	0.15516908024897377	0.0	0.49802653261079544	0	0		0.7913457250612177	0.3829581427001076	0.9141270983319502	0	False				
CCL25	ENSG00000131142	C-C motif chemokine ligand 25	0.0	False	0		0		0	0.0	0.0	0.03730703310900573	0.0	0.30683618312786537	0	0		0.0	1.0	1.0	0	False				
CCL27	ENSG00000213927	C-C motif chemokine ligand 27	0.0	False	0		0		0	0.0	0.0	0.0768071353262139	0.0	0.6317095270379971	0	3		-0.6668864985076186	0.4704771343056222	0.9239963547089984	0	False				
CCL8	ENSG00000108700	C-C motif chemokine ligand 8	0.0	False	0		0		0	0.0	0.0	0.020530467152765366	0.0	0.0	0	1		0.8702298462950715	0.3813856190290782	0.9141270983319502	0	False				
CCNT1	ENSG00000129315	cyclin T1	0.0	False	0		0		0	0.0	0.0	0.035501840841012454	0.0	0.0	0	1		0.1809340676029993	0.4437945510622846	0.9217125325774036	0	False				
CCR9	ENSG00000173585	C-C motif chemokine receptor 9	0.0	False	0		0		0	0.0	0.0	0.2985656407222194	0.47737765882452543	0.3889259697944709	0	0		-1.4077393802750455	0.1095679596252003	0.8989378106274888	0	False				
CD14	ENSG00000170458	CD14 molecule	0.0	False	0		0		0	0.0	0.0	0.11949964265314722	0.1654922726831635	0.6070446669008426	0	2		-0.4947527710909156	0.0815846365792005	0.8989378106274888	0	False				
CD163	ENSG00000177575	CD163 molecule	0.0	False	0		0		0	0.0	0.0	0.05669731603742828	0.0	0.46631389839250725	0	0		-1.581019471827977	0.0504362540702019	0.8768579428612613	0	False				
CD180	ENSG00000134061	CD180 molecule	0.0	False	0		0		0	0.0	0.0	0.05525771654782314	0.0	0.0	0	0		0.336366850504044	0.1277737024532036	0.8989378106274888	0	False				
CD33	ENSG00000105383	CD33 molecule	0.0	False	0		0		1	0.0	0.3487737810929573	0.3487737810929573	0.0	0.5650379024468012	0	0		-0.4373384055733744	0.1455986690004239	0.8989378106274888	0	False				
CD4	ENSG00000010610	CD4 molecule	0.0	False	0		0		0	0.0	0.0	0.1326453020740338	0.15198269940290526	0.993308364346461	0	2		-0.035734570933176	0.8452487995023814	0.9762025754672216	0	False				
CD8A	ENSG00000153563	CD8 subunit alpha	0.0	False	0		0		0	0.0	0.0	0.11896526107644885	0.0	0.9784441053474169	0	0		-0.8020517547077723	0.4994878720654185	0.9281154724758768	0	False				
CDH16	ENSG00000166589	cadherin 16	0.0	False	0		0		0	0.0	0.0	0.06786040466899729	0.0	0.0	0	0		0.965712618340988	0.4063017771765506	0.917114990754058	0	False				
CDK12	ENSG00000167258	cyclin dependent kinase 12	0.0	False	0		0		1	0.0	0.5012604633369799	0.5012604633369799	0.0	0.0	0	1		0.0736182241389133	0.6063269738275571	0.9472844695506754	0	False				
CDK5RAP3	ENSG00000108465	CDK5 regulatory subunit associated protein 3	0.0	False	0		0		0	0.0	0.0	0.13892698674773252	0.0	0.0	0	0		-0.2684808300411418	0.0700108840284339	0.8989378106274888	0	False				
CDKN1C	ENSG00000129757	cyclin dependent kinase inhibitor 1C	0.0	False	0		0		1	0.0	0.5248734820639451	0.5248734820639451	0.0	0.06535256074324927	0	2		-0.0007225939270352	0.9983957583134077	0.999536131442628	0	False				
CDYL	ENSG00000153046	chromodomain Y like	0.0	False	0		0		1	0.0	0.3695798546847018	0.3695798546847018	0.0	0.0	0	0		-0.0819461926469742	0.6249648427307728	0.9494948904801764	0	False				
CENPB	ENSG00000125817	centromere protein B	0.0	False	0		0		0	0.0	0.0	0.05354938067182551	0.0	0.44042332517290683	0	1		0.3661308018397164	0.1513079993103525	0.8989378106274888	0	False				
CEP15	ENSG00000114405	centrosomal protein 15	0.0	False	0		0		0	0.0	0.0	0.09204928968809552	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CEP192	ENSG00000101639	centrosomal protein 192	0.0	False	0		0		0	0.0	0.0	0.019961010734623662	0.0	0.0	0	0		0.1349907953546427	0.4558704490818855	0.9234563450681982	0	False				
CEP57L1	ENSG00000183137	centrosomal protein 57 like 1	0.0	False	0		0		0	0.0	0.0	0.10361720829214624	0.0	0.0	0	1		0.8450909055027749	0.2601145866527979	0.9049965616313804	0	False				
CES1	ENSG00000198848	carboxylesterase 1	0.0	False	0		0		0	0.0	0.0	0.13476929292807852	0.0	0.0805508306835398	0	0		-1.2289974856034336	0.2968343021568183	0.9075477698307116	0	False				
CES4A	ENSG00000172824	carboxylesterase 4A	0.0	False	0		0		0	0.0	0.0	0.019691164961348533	0.0	0.0	0	0		-0.5611671108626686	0.1145817953950659	0.8989378106274888	0	False				
CGA	ENSG00000135346	glycoprotein hormones, alpha polypeptide	0.0	False	0		0		1	0.0	0.33466551555502494	0.33466551555502494	0.0	0.11709084901331829	0	0		0.0	1.0	1.0	0	False				
CHD9NB	ENSG00000277639	CHD9 neighbor	0.0	False	0		0		0	0.0	0.0	0.1319608447826799	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CHKA	ENSG00000110721	choline kinase alpha	0.0	False	0		0		0	0.0	0.0	0.030010500166822263	0.0	0.24682496992029826	0	0		-0.3782123606938352	0.0538529237174991	0.8904676266102052	0	False				
CHMP2B	ENSG00000083937	charged multivesicular body protein 2B	0.0	False	0		0		0	0.0	0.0	0.019533937897218426	0.0	0.16065922284215114	0	1		0.2256974208434048	0.1702737513620676	0.8989378106274888	0	False				
CHPT1	ENSG00000111666	choline phosphotransferase 1	0.0	False	0		0		0	0.0	0.0	0.11153230982072557	0.0	0.0	0	0		-0.160643137313853	0.5679036381892261	0.9431647247323408	0	False				
CHRNA3	ENSG00000080644	cholinergic receptor nicotinic alpha 3 subunit	0.0	False	0		0		0	0.0	0.0	0.2957816297105351	0.48653832125724344	0.0	0	2		-0.3244459464072264	0.7619109331416022	0.9720518654221189	0	False				
CHRNB4	ENSG00000117971	cholinergic receptor nicotinic beta 4 subunit	0.0	False	0		0		0	0.0	0.0	0.2957816297105351	0.48653832125724344	0.0	0	0		0.0	1.0	1.0	0	False				
CLN5	ENSG00000102805	CLN5 lysosomal BMP synthase	0.0	False	0		0		0	0.0	0.0	0.02810707329304147	0.0	0.0	0	0		-0.0667244007120277	0.7335105615857527	0.9693303715651268	0	False				
CLPS	ENSG00000137392	colipase	0.0	False	0		0		0	0.0	0.0	0.14180564731054615	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CLRN3	ENSG00000180745	clarin 3	0.0	False	0		0		0	0.0	0.0	0.11813073535882117	0.0	0.0	0	0		0.5308923580028937	0.6442246223170318	0.95304495479682	0	False				
CMA1	ENSG00000092009	chymase 1	0.0	False	0		0		0	0.0	0.0	0.02384570286853994	0.0	0.196121852702829	0	1		0.0	1.0	1.0	0	False				
CNGA3	ENSG00000144191	cyclic nucleotide gated channel subunit alpha 3	0.0	False	0		0		0	0.0	0.0	0.12398820435250711	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CNR1	ENSG00000118432	cannabinoid receptor 1	0.0	False	0		0		0	0.0	0.0	0.01847899273423509	0.0	0.15198269940290526	0	0		-0.8114835176787984	0.4817991726250947	0.926038761164836	0	False				
CNR2	ENSG00000188822	cannabinoid receptor 2	0.0	False	0		0		0	0.0	0.0	0.09542687559609155	0.15198269940290526	0.09974529788020527	0	0		0.0	1.0	1.0	0	False				
COA5	ENSG00000183513	cytochrome c oxidase assembly factor 5	0.0	False	0		0		0	0.0	0.0	0.031443244673172145	0.0	0.0	0	1		-0.3174213425718459	0.1559410702272277	0.8989378106274888	0	False				
COG8	ENSG00000213380	component of oligomeric golgi complex 8	0.0	False	0		0		1	0.0	0.3873044681666114	0.3873044681666114	0.0	0.0	0	1		-0.1222355673923534	0.640663161894983	0.9519019881893818	0	False				
COMP	ENSG00000105664	cartilage oligomeric matrix protein	0.0	False	0		0		1	0.0	0.33252057510736766	0.33252057510736766	0.0	0.0	0	0		1.0466140718019985	0.291585842923906	0.9055783835864206	0	False				
COX11	ENSG00000166260	cytochrome c oxidase copper chaperone COX11	0.0	False	0		0		0	0.0	0.0	0.1170228691877113	0.0	0.0	0	2		-0.4627411034280024	0.4583448977563654	0.9239963547089984	0	False				
COX7A1	ENSG00000161281	cytochrome c oxidase subunit 7A1	0.0	False	0		0		1	0.0	0.3344113734204076	0.3344113734204076	0.0	0.0	0	2		0.1097377367235092	0.9116962963638984	0.9869931966367196	0	False				
CPLX3	ENSG00000213578	complexin 3	0.0	False	0		0		0	0.0	0.0	0.019901994534948984	0.0	0.0	0	0		0.0102009809322649	0.9905179060367916	0.9992380443970746	0	False				
CRCT1	ENSG00000169509	cysteine rich C-terminal 1	0.0	False	0		0		0	0.0	0.0	0.028313985892698745	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CREB3L3	ENSG00000060566	cAMP responsive element binding protein 3 like 3	0.0	False	0		0		1	0.0	0.38740466937802526	0.38740466937802526	0.0	0.0	0	2		0.0	1.0	1.0	0	False				
CREBBP	ENSG00000005339	CREB binding lysine acetyltransferase 	0.0	False	0		0		0	0.0	0.0	0.283177295977374	0.0	0.19714102287267057	0	0		-0.0171573288795379	0.920950518810613	0.9894567607347324	0	False				
CRHR1	ENSG00000120088	corticotropin releasing hormone receptor 1	0.0	False	0		0		0	0.0	0.0	0.039491069662774186	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CRYAB	ENSG00000109846	crystallin alpha B	0.0	False	0		0		0	0.0	0.0	0.019218152443604492	0.0	0.15806200737902149	0	1		-0.2515024455004226	0.6078371094231657	0.9476308467322015	0	False				
CRYGD	ENSG00000118231	crystallin gamma D	0.0	False	0		0		0	0.0	0.0	0.014051097087213953	0.0	0.1155649388254101	0	0		0.0	1.0	1.0	0	False				
CST12P	ENSG00000226344	cystatin 12, pseudogene	0.0	False	0		0		0	0.0	0.0	0.040729648086661296	0.0	0.33498589187022554	0	0		0.0	1.0	1.0	0	False				
CST5	ENSG00000170367	cystatin D	0.0	False	0		0		0	0.0	0.0	0.029754996246148923	0.0	0.06079307976116211	0	0		0.0	1.0	1.0	0	False				
CTF1	ENSG00000150281	cardiotrophin 1	0.0	False	0		0		0	0.0	0.0	0.13133923829199065	0.0	0.0	0	1		1.4073663562431662	0.2130227949604506	0.8993702893651148	0	False				
CTSZ	ENSG00000101160	cathepsin Z	0.0	False	0		0		0	0.0	0.0	0.08330699504447864	0.0	0.6851684054481776	0	3		0.1188464779997549	0.5330976443510892	0.9357323188472788	0	False				
CUTA	ENSG00000112514	cutA divalent cation tolerance homolog	0.0	False	0		0		0	0.0	0.0	0.1408769120761553	0.0	0.012158615952232422	0	2		0.183816942561501	0.3540155943187509	0.9141270983319502	0	False				
CX3CL1	ENSG00000006210	C-X3-C motif chemokine ligand 1	0.0	False	0		0		0	0.0	0.0	0.09773632126747196	0.15113835107288914	0.48731725978713686	0	0		1.7232242509644309	0.0989674699544052	0.8989378106274888	0	False				
CYGB	ENSG00000161544	cytoglobin	0.0	False	0		0		0	0.0	0.0	0.11254273854469074	0.0	0.9256212959339912	0	2		-0.3581352926913643	0.645513758534883	0.9532107136523256	0	False				
CYP19A1	ENSG00000137869	cytochrome P450 family 19 subfamily A member 1	0.0	False	0		0		0	0.0	0.0	0.04142331056678419	0.0	0.26095023204676954	0	0		0.6352447703302726	0.3736372342121332	0.9141270983319502	0	False				
CYP2W1	ENSG00000073067	cytochrome P450 family 2 subfamily W member 1	0.0	False	0		0		0	0.0	0.0	0.13820767062386377	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
CYP3A4	ENSG00000160868	cytochrome P450 family 3 subfamily A member 4	0.0	False	0		0		0	0.0	0.0	0.019940209889428757	0.0	0.16400065573061848	0	3		0.0	1.0	1.0	0	False				
CYS1	ENSG00000205795	cystin 1	0.0	False	0		0		0	0.0	0.0	0.019027728704415423	0.0	0.0	0	1		0.7277245877163566	0.4318139307767455	0.9199785395838066	0	False				
CYSLTR1	ENSG00000173198	cysteinyl leukotriene receptor 1	0.0	False	0		0		0	0.0	0.0	0.27949476510530574	0.4559480982087158	0.07599134970145263	0	2		-0.7688337156466645	0.3867871599405776	0.9151772047590584	0	False				
DCTN4	ENSG00000132912	dynactin subunit 4	0.0	False	0		0		0	0.0	0.0	0.07186566975315456	0.0	0.591067848803625	0	0		0.0129115989659176	0.937769245098136	0.9929875788143055	0	False				
DDI1	ENSG00000170967	DDI proteasomal shuttling factor 1	0.0	False	0		0		0	0.0	0.0	0.02598714366254841	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
DDIT3	ENSG00000175197	DNA damage inducible transcript 3	0.0	False	0		0		0	0.0	0.0	0.015881667644367603	0.0	0.1306206866534969	0	1		-0.0117596536574264	0.977487752713841	0.9979621421870412	0	False				
DDX39B	ENSG00000198563	DExD-box helicase 39B	0.0	False	0		0		1	0.0	0.5041428531646942	0.5041428531646942	0.0	0.03630697819069404	0	0		-0.3640678359955824	0.0618583800895522	0.8989378106274888	0	False				
DDX60	ENSG00000137628	DExD/H-box helicase 60	0.0	False	0		0		0	0.0	0.0	0.016073329830044142	0.0	0.0	0	0		0.099825323108563	0.8312482742467326	0.9761732664217524	0	False				
DEF6	ENSG00000023892	DEF6 guanine nucleotide exchange factor	0.0	False	0		0		0	0.0	0.0	0.06163854611384269	0.0	0.0	0	0		-0.3114661362466062	0.1265182059204926	0.8989378106274888	0	False				
DEXI	ENSG00000182108	Dexi homolog	0.0	False	0		0		0	0.0	0.0	0.05209143176993521	0.0	0.0	0	0		0.1652215421929863	0.3689697796999412	0.9141270983319502	0	False				
DGKH	ENSG00000102780	diacylglycerol kinase eta	0.0	False	0		0		0	0.0	0.0	0.0392963354789392	0.0	0.0	0	0		0.2122106628780287	0.6168169476343093	0.9485264259377106	0	False				
DHRS4	ENSG00000157326	dehydrogenase/reductase 4	0.0	False	0		0		0	0.0	0.0	0.10502238448827765	0.0	0.0	0	0		-0.660765378867004	0.4663419791609228	0.9239963547089984	0	False				
DHX36	ENSG00000174953	DEAH-box helicase 36	0.0	False	0		0		0	0.0	0.0	0.03798511433933875	0.0	0.0	0	0		0.2143135638806548	0.1306892416773828	0.8989378106274888	0	False				
DIO3	ENSG00000197406	iodothyronine deiodinase 3	0.0	False	0		0		0	0.0	0.0	0.13537135743698844	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
DMBX1	ENSG00000197587	diencephalon/mesencephalon homeobox 1	0.0	False	0		0		0	0.0	0.0	0.06845766442476522	0.0	0.5630382988796997	0	0		0.0	1.0	1.0	0	False				
DNPEP	ENSG00000123992	aspartyl aminopeptidase	0.0	False	0		0		1	0.0	0.36022826924137974	0.36022826924137974	0.0	0.0	0	0		-0.1180265905849999	0.4807002365582818	0.926038761164836	0	False				
DOP1A	ENSG00000083097	DOP1 leucine zipper like protein A	0.0	False	0		0		0	0.0	0.0	0.12978676866669037	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
DPEP2NB	ENSG00000263201	DPEP2 neighbor	0.0	False	0		0		0	0.0	0.0	0.02934051014525197	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
DPYSL2	ENSG00000092964	dihydropyrimidinase like 2	0.0	False	0		0		0	0.0	0.0	0.11722047742536225	0.0	0.0	0	0		0.0374109279320666	0.7856969872905506	0.9745041645639924	0	False				
DRD1	ENSG00000184845	dopamine receptor D1	0.0	False	0		0		1	0.0	0.3695798546847018	0.3695798546847018	0.0	0.0	0	0		-0.1987868131401455	0.8644622684972323	0.9801638168834976	0	False				
DRD2	ENSG00000149295	dopamine receptor D2	0.0	False	0		0		0	0.0	0.0	0.28890878529269104	0.46945767148897405	0.115506851546208	0	1		0.0	1.0	1.0	0	False				
DSTYK	ENSG00000133059	dual serine/threonine and tyrosine protein kinase	0.0	False	0		0		1	0.0	0.4619748183558772	0.4619748183558772	0.0	0.0	0	2		0.0307445503808097	0.906152203709271	0.9859682246933096	0	False				
DTX1	ENSG00000135144	deltex E3 ubiquitin ligase 1	0.0	False	0		0		0	0.0	0.0	0.03341741046059074	0.0	0.07295169571339452	0	1		0.5545853542476826	0.6480376120267375	0.9532107136523256	0	False				
DYDC1	ENSG00000170788	DPY30 domain containing 1	0.0	False	0		0		0	0.0	0.0	0.029456365491860502	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
DYDC2	ENSG00000133665	DPY30 domain containing 2	0.0	False	0		0		0	0.0	0.0	0.025530293705509993	0.0	0.0	0	0		-1.3417883395439	0.349167076994142	0.9141270983319502	0	False				
E2F2	ENSG00000007968	E2F transcription factor 2	0.0	False	0		0		0	0.0	0.0	0.032729991930877195	0.0	0.0	0	1		-0.3851570960051242	0.6925689412478653	0.9646161727383372	0	False				
EBF3	ENSG00000108001	EBF transcription factor 3	0.0	False	0		0		0	0.0	0.0	0.09358169250220286	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
EDN2	ENSG00000127129	endothelin 2	0.0	False	0		0		0	0.0	0.0	0.05432823863865117	0.0	0.44682913624454157	0	1		0.0	1.0	1.0	0	False				
EGF	ENSG00000138798	epidermal growth factor	0.0	False	0		0		0	0.0	0.0	0.02262715376392706	0.0	0.18609974895845383	0	0		0.0	1.0	1.0	0	False				
EGFR	ENSG00000146648	epidermal growth factor receptor	0.0	False	0		0		0	0.0	0.0	0.1973352116073597	0.0	0.3853470795637792	0	2		-1.8466475199598256	0.158792811980234	0.8989378106274888	0	False				
ELL	ENSG00000105656	elongation factor for RNA polymerase II	0.0	False	0		0		0	0.0	0.0	0.1044270044489141	0.0	0.0	0	0		-0.2817603012124241	0.3425553633449663	0.9141270983319502	0	False				
ELMO2	ENSG00000062598	engulfment and cell motility 2	0.0	False	0		0		1	0.0	0.4560426660377425	0.4560426660377425	0.0	0.0	0	1		0.1149361983241323	0.5001608114995738	0.9282130280848008	0	False				
EMC4	ENSG00000128463	ER membrane protein complex subunit 4	0.0	False	0		0		1	0.0	0.375482620844512	0.375482620844512	0.0	0.0	0	2		0.3934213426497415	0.0682442472009431	0.8989378106274888	0	False				
ENSG00000285976	ENSG00000285976	novel protein	0.0	False	0		0		0	0.0	0.0	0.01888129445779932	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
EPHA1	ENSG00000146904	EPH receptor A1	0.0	False	0		0		1	0.0	0.3374610363703318	0.3374610363703318	0.0	0.037995674850726316	0	1		0.6115883624979133	0.5394879926999613	0.938147493861198	0	False				
EPM2A	ENSG00000112425	EPM2A glucan phosphatase, laforin	0.0	False	0		0		1	0.0	0.39834606336933986	0.39834606336933986	0.0	0.0	0	2		0.4937140813533238	0.0587232232053021	0.8989378106274888	0	False				
ERAS	ENSG00000187682	ES cell expressed Ras	0.0	False	0		0		0	0.0	0.0	0.06653874639315073	0.0	0.5472559266166612	0	0		0.0	1.0	1.0	0	False				
ERBB2	ENSG00000141736	erb-b2 receptor tyrosine kinase 2	0.0	False	0		0		0	0.0	0.0	0.23241219838401908	0.0	0.9288757758212166	0	1		-1.771320841941911	0.0836716459810517	0.8989378106274888	0	False				
ESR2	ENSG00000140009	estrogen receptor 2	0.0	False	0		0		0	0.0	0.0	0.27518673351284767	0.42555155832813474	0.5421944503652304	0	1		-0.747902889947667	0.4546041552481776	0.9234563450681982	0	False				
EVX2	ENSG00000174279	even-skipped homeobox 2	0.0	False	0		0		1	0.0	0.3395075925815459	0.3395075925815459	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
F2	ENSG00000180210	coagulation factor II, thrombin	0.0	False	0		0		0	0.0	0.0	0.03316979195795199	0.0	0.03343619386863916	0	0		0.0	1.0	1.0	0	False				
FAHD2A	ENSG00000115042	fumarylacetoacetate hydrolase domain containing 2A	0.0	False	0		0		1	0.0	0.352278846314913	0.352278846314913	0.0	0.0	0	0		-0.2534785365436516	0.7550100060886304	0.9708096942455844	0	False				
FAM9C	ENSG00000187268	family with sequence similarity 9 member C	0.0	False	0		0		0	0.0	0.0	0.11267332914914711	0.0	0.0	0	2		0.0	1.0	1.0	0	False				
FBLN2	ENSG00000163520	fibulin 2	0.0	False	0		0		0	0.0	0.0	0.021849332242922074	0.0	0.0	0	2		-1.07313956492027	0.334833700077093	0.9141270983319502	0	False				
FBRSL1	ENSG00000112787	fibrosin like 1	0.0	False	0		0		0	0.0	0.0	0.13411680231269676	0.0	0.0	0	1		-0.2088246135915508	0.3646932798909628	0.9141270983319502	0	False				
FBXL18	ENSG00000155034	F-box and leucine rich repeat protein 18	0.0	False	0		0		0	0.0	0.0	0.10235104405562646	0.0	0.0	0	0		0.265399918207958	0.3569070182376961	0.9141270983319502	0	False				
FBXL3	ENSG00000005812	F-box and leucine rich repeat protein 3	0.0	False	0		0		0	0.0	0.0	0.02927544397624519	0.0	0.0	0	2		0.1413812800177343	0.4292074753672476	0.9195199515584406	0	False				
FCER2	ENSG00000104921	Fc epsilon receptor II	0.0	False	0		0		0	0.0	0.0	0.025087901824563528	0.0	0.20633846749602436	0	0		0.0	1.0	1.0	0	False				
